algorithm,data_path,approach,data_label,join_time,total_time,feature_selection_time,depth,accuracy,train_time,feature_importance,join_path_features,cutoff_threshold,redundancy_threshold,rank,top_k
RandomForest,EUR/6907619,BASE,EUR/6907619,0.0,6.311475992202759,0.0,0,296964.1981233893,6.311475992202759,"{'cpu_usage': 709963.6159882613, 'cpu_limit': 653407.7520035214, 'ram_limit': 397732.8396670725, 'lat95': 217664.44000746746, 'n': 194565.67696163367, 'lat99': 161572.37974308192, 'ram_usage': 121256.38120359396, 'min': 46062.68689101007, 'lat50': 28618.736820293194, 'lat75': 24123.103677056344}","['cpu_limit', 'ram_usage', 'cpu_usage', 'n', 'min', 'lat50', 'lat75', 'lat95', 'lat99', 'ram_limit']",0.0,0.0,0,0
LightGBM,EUR/6907619,BASE,EUR/6907619,0.0,40.00515294075012,0.0,0,283503.2468470125,40.00515294075012,"{'cpu_limit': 572113.6563267782, 'cpu_usage': 524376.6305043725, 'ram_limit': 448450.9917026103, 'lat95': 408731.1307250755, 'min': 184654.43910453274, 'ram_usage': 155497.390292877, 'n': 141721.11177761763, 'lat99': 98405.57452466877, 'lat50': 57442.804476829966, 'lat75': 41826.43009885651}","['cpu_limit', 'ram_usage', 'cpu_usage', 'n', 'min', 'lat50', 'lat75', 'lat95', 'lat99', 'ram_limit']",0.0,0.0,0,0
ExtraTrees,EUR/6907619,BASE,EUR/6907619,0.0,3.319282054901123,0.0,0,267434.5830421977,3.319282054901123,"{'cpu_limit': 681055.8633655544, 'cpu_usage': 516660.99517304933, 'ram_limit': 348093.7973594047, 'n': 192684.12169030932, 'min': 129034.2201886347, 'lat95': 107242.62203681264, 'lat50': 100941.5861168102, 'lat75': 100094.32236084423, 'lat99': 99985.34051936303, 'ram_usage': 75024.14075891208}","['cpu_limit', 'ram_usage', 'cpu_usage', 'n', 'min', 'lat50', 'lat75', 'lat95', 'lat99', 'ram_limit']",0.0,0.0,0,0
XGBoost,EUR/6907619,BASE,EUR/6907619,0.0,20.873406171798706,0.0,0,298604.78970716544,20.873406171798706,"{'cpu_limit': 569771.8054163328, 'cpu_usage': 534605.1813912885, 'lat95': 432290.9360088423, 'min': 404715.13984995056, 'lat99': 348334.921061964, 'ram_limit': 292001.5624871237, 'lat50': 273349.57164676505, 'n': 225976.65669274627, 'ram_usage': 218814.82767591128, 'lat75': 176501.45155032148}","['cpu_limit', 'ram_usage', 'cpu_usage', 'n', 'min', 'lat50', 'lat75', 'lat95', 'lat99', 'ram_limit']",0.0,0.0,0,0
KNeighbors,EUR/6907619,BASE,EUR/6907619,0.0,0.42991065979003906,0.0,0,831769.1269538465,0.42991065979003906,"{'ram_usage': 251490.49110883492, 'min': 237615.9316179865, 'lat99': 222635.29567299862, 'lat50': 219012.8939871771, 'lat75': 210908.00953101116, 'lat95': 209258.17851283614, 'cpu_limit': 0.0, 'cpu_usage': 0.0, 'n': 0.0, 'ram_limit': 0.0}","['cpu_limit', 'ram_usage', 'cpu_usage', 'n', 'min', 'lat50', 'lat75', 'lat95', 'lat99', 'ram_limit']",0.0,0.0,0,0
