algorithm,data_path,approach,data_label,join_time,total_time,feature_selection_time,depth,accuracy,train_time,feature_importance,join_path_features,cutoff_threshold,redundancy_threshold,rank,top_k
RandomForest,EUR/6907619/rabbitmq-performance.csv--EUR/6907619/rabbitmq-performance.csv-ram_usage-ram_usage-EUR/6907619/golang-web-server-performance.csv--EUR/6907619/rabbitmq-performance.csv-ram_usage-ram_usage-EUR/6907619/python-web-server-performance.csv--EUR/6907619/rabbitmq-performance.csv-ram_usage-ram_usage-EUR/6907619/amf-performance.csv,ARDA,EUR/6907619,0.0,12.811846256256104,11.648103952407837,0,354623.8154195396,1.1637423038482666,"{'EUR/6907619/rabbitmq-performance.csv.cpu_usage': 508931.8032101579, 'EUR/6907619/rabbitmq-performance.csv.cpu_limit': 473713.88275243324, 'EUR/6907619/rabbitmq-performance.csv.ram_limit': 179829.56019158772, 'EUR/6907619/rabbitmq-performance.csv.lat99': 150178.68544619723, 'EUR/6907619/rabbitmq-performance.csv.n': 47363.79924380153, 'EUR/6907619/rabbitmq-performance.csv.ram_usage': 40035.31755484191, 'EUR/6907619/rabbitmq-performance.csv.min': 25789.028626912575, 'EUR/6907619/rabbitmq-performance.csv.lat75': 24487.35206582169, 'EUR/6907619/rabbitmq-performance.csv.lat95': 23353.67606136041, 'EUR/6907619/rabbitmq-performance.csv.lat50': 17903.321505245658}","['EUR/6907619/rabbitmq-performance.csv.cpu_limit', 'EUR/6907619/rabbitmq-performance.csv.ram_usage', 'EUR/6907619/rabbitmq-performance.csv.cpu_usage', 'EUR/6907619/rabbitmq-performance.csv.n', 'EUR/6907619/rabbitmq-performance.csv.min', 'EUR/6907619/rabbitmq-performance.csv.lat50', 'EUR/6907619/rabbitmq-performance.csv.lat75', 'EUR/6907619/rabbitmq-performance.csv.lat95', 'EUR/6907619/rabbitmq-performance.csv.lat99', 'EUR/6907619/rabbitmq-performance.csv.ram_limit']",0.0,0.0,0,0
LightGBM,EUR/6907619/rabbitmq-performance.csv--EUR/6907619/rabbitmq-performance.csv-ram_usage-ram_usage-EUR/6907619/golang-web-server-performance.csv--EUR/6907619/rabbitmq-performance.csv-ram_usage-ram_usage-EUR/6907619/python-web-server-performance.csv--EUR/6907619/rabbitmq-performance.csv-ram_usage-ram_usage-EUR/6907619/amf-performance.csv,ARDA,EUR/6907619,0.0,12.713826179504395,11.648103952407837,0,416351.94089410105,1.0657222270965576,"{'EUR/6907619/rabbitmq-performance.csv.cpu_usage': 361530.32257757755, 'EUR/6907619/rabbitmq-performance.csv.cpu_limit': 316340.02127850754, 'EUR/6907619/rabbitmq-performance.csv.ram_limit': 247732.17334210483, 'EUR/6907619/rabbitmq-performance.csv.lat50': 151481.59022004277, 'EUR/6907619/rabbitmq-performance.csv.min': 87596.8505771224, 'EUR/6907619/rabbitmq-performance.csv.ram_usage': 53712.68906783594, 'EUR/6907619/rabbitmq-performance.csv.n': 49034.99810685621, 'EUR/6907619/rabbitmq-performance.csv.lat99': 18310.41327449435, 'EUR/6907619/rabbitmq-performance.csv.lat95': 13530.189856482402, 'EUR/6907619/rabbitmq-performance.csv.lat75': 6814.097118451178}","['EUR/6907619/rabbitmq-performance.csv.cpu_limit', 'EUR/6907619/rabbitmq-performance.csv.ram_usage', 'EUR/6907619/rabbitmq-performance.csv.cpu_usage', 'EUR/6907619/rabbitmq-performance.csv.n', 'EUR/6907619/rabbitmq-performance.csv.min', 'EUR/6907619/rabbitmq-performance.csv.lat50', 'EUR/6907619/rabbitmq-performance.csv.lat75', 'EUR/6907619/rabbitmq-performance.csv.lat95', 'EUR/6907619/rabbitmq-performance.csv.lat99', 'EUR/6907619/rabbitmq-performance.csv.ram_limit']",0.0,0.0,0,0
ExtraTrees,EUR/6907619/rabbitmq-performance.csv--EUR/6907619/rabbitmq-performance.csv-ram_usage-ram_usage-EUR/6907619/golang-web-server-performance.csv--EUR/6907619/rabbitmq-performance.csv-ram_usage-ram_usage-EUR/6907619/python-web-server-performance.csv--EUR/6907619/rabbitmq-performance.csv-ram_usage-ram_usage-EUR/6907619/amf-performance.csv,ARDA,EUR/6907619,0.0,12.512158870697021,11.648103952407837,0,373872.91652502056,0.8640549182891846,"{'EUR/6907619/rabbitmq-performance.csv.cpu_limit': 443210.70939610153, 'EUR/6907619/rabbitmq-performance.csv.cpu_usage': 375700.1536007538, 'EUR/6907619/rabbitmq-performance.csv.ram_limit': 121612.06438414604, 'EUR/6907619/rabbitmq-performance.csv.n': 80336.22767952885, 'EUR/6907619/rabbitmq-performance.csv.min': 70770.91922068867, 'EUR/6907619/rabbitmq-performance.csv.lat75': 57592.00619689763, 'EUR/6907619/rabbitmq-performance.csv.lat50': 56355.10400563523, 'EUR/6907619/rabbitmq-performance.csv.lat95': 55900.058258219644, 'EUR/6907619/rabbitmq-performance.csv.lat99': 51188.19114913165, 'EUR/6907619/rabbitmq-performance.csv.ram_usage': 34174.34235073333}","['EUR/6907619/rabbitmq-performance.csv.cpu_limit', 'EUR/6907619/rabbitmq-performance.csv.ram_usage', 'EUR/6907619/rabbitmq-performance.csv.cpu_usage', 'EUR/6907619/rabbitmq-performance.csv.n', 'EUR/6907619/rabbitmq-performance.csv.min', 'EUR/6907619/rabbitmq-performance.csv.lat50', 'EUR/6907619/rabbitmq-performance.csv.lat75', 'EUR/6907619/rabbitmq-performance.csv.lat95', 'EUR/6907619/rabbitmq-performance.csv.lat99', 'EUR/6907619/rabbitmq-performance.csv.ram_limit']",0.0,0.0,0,0
XGBoost,EUR/6907619/rabbitmq-performance.csv--EUR/6907619/rabbitmq-performance.csv-ram_usage-ram_usage-EUR/6907619/golang-web-server-performance.csv--EUR/6907619/rabbitmq-performance.csv-ram_usage-ram_usage-EUR/6907619/python-web-server-performance.csv--EUR/6907619/rabbitmq-performance.csv-ram_usage-ram_usage-EUR/6907619/amf-performance.csv,ARDA,EUR/6907619,0.0,12.122137784957886,11.648103952407837,0,410599.800862679,0.47403383255004883,"{'EUR/6907619/rabbitmq-performance.csv.cpu_usage': 413104.5765090524, 'EUR/6907619/rabbitmq-performance.csv.cpu_limit': 337389.9091794604, 'EUR/6907619/rabbitmq-performance.csv.lat99': 247131.62720625306, 'EUR/6907619/rabbitmq-performance.csv.min': 172569.57350156305, 'EUR/6907619/rabbitmq-performance.csv.ram_limit': 95397.99646532291, 'EUR/6907619/rabbitmq-performance.csv.n': 67180.74555645166, 'EUR/6907619/rabbitmq-performance.csv.lat50': 59917.343276598294, 'EUR/6907619/rabbitmq-performance.csv.ram_usage': 57416.743872317704, 'EUR/6907619/rabbitmq-performance.csv.lat95': 40723.378365149096, 'EUR/6907619/rabbitmq-performance.csv.lat75': 31891.316056168384}","['EUR/6907619/rabbitmq-performance.csv.cpu_limit', 'EUR/6907619/rabbitmq-performance.csv.ram_usage', 'EUR/6907619/rabbitmq-performance.csv.cpu_usage', 'EUR/6907619/rabbitmq-performance.csv.n', 'EUR/6907619/rabbitmq-performance.csv.min', 'EUR/6907619/rabbitmq-performance.csv.lat50', 'EUR/6907619/rabbitmq-performance.csv.lat75', 'EUR/6907619/rabbitmq-performance.csv.lat95', 'EUR/6907619/rabbitmq-performance.csv.lat99', 'EUR/6907619/rabbitmq-performance.csv.ram_limit']",0.0,0.0,0,0
KNeighbors,EUR/6907619/rabbitmq-performance.csv--EUR/6907619/rabbitmq-performance.csv-ram_usage-ram_usage-EUR/6907619/golang-web-server-performance.csv--EUR/6907619/rabbitmq-performance.csv-ram_usage-ram_usage-EUR/6907619/python-web-server-performance.csv--EUR/6907619/rabbitmq-performance.csv-ram_usage-ram_usage-EUR/6907619/amf-performance.csv,ARDA,EUR/6907619,0.0,11.800806045532227,11.648103952407837,0,845496.142427844,0.15270209312438965,"{'EUR/6907619/rabbitmq-performance.csv.ram_usage': 147392.55979303946, 'EUR/6907619/rabbitmq-performance.csv.lat99': 114523.52488949476, 'EUR/6907619/rabbitmq-performance.csv.min': 113821.15620178962, 'EUR/6907619/rabbitmq-performance.csv.lat75': 105317.58527036717, 'EUR/6907619/rabbitmq-performance.csv.lat50': 104580.95413332255, 'EUR/6907619/rabbitmq-performance.csv.lat95': 104296.6101945728, 'EUR/6907619/rabbitmq-performance.csv.cpu_limit': 0.0, 'EUR/6907619/rabbitmq-performance.csv.cpu_usage': 0.0, 'EUR/6907619/rabbitmq-performance.csv.n': 0.0, 'EUR/6907619/rabbitmq-performance.csv.ram_limit': 0.0}","['EUR/6907619/rabbitmq-performance.csv.cpu_limit', 'EUR/6907619/rabbitmq-performance.csv.ram_usage', 'EUR/6907619/rabbitmq-performance.csv.cpu_usage', 'EUR/6907619/rabbitmq-performance.csv.n', 'EUR/6907619/rabbitmq-performance.csv.min', 'EUR/6907619/rabbitmq-performance.csv.lat50', 'EUR/6907619/rabbitmq-performance.csv.lat75', 'EUR/6907619/rabbitmq-performance.csv.lat95', 'EUR/6907619/rabbitmq-performance.csv.lat99', 'EUR/6907619/rabbitmq-performance.csv.ram_limit']",0.0,0.0,0,0
