ram_limit,cpu_limit,ram_usage,cpu_usage,n,lat99
3328M,4.0,482738176.0,2.382988,250,95548
4096M,2.5,252215296.0,0.965901,50,8939
3328M,4.0,472756224.0,2.382988,250,75550
4096M,2.5,245551104.0,0.838136,50,9389
3328M,4.0,466403328.0,2.463311,250,71311
4096M,2.5,245166080.0,0.831391,50,7101
3328M,4.0,525570048.0,2.418879,300,172484
4096M,2.5,312004608.0,0.936946,100,210566
3328M,4.0,572637184.0,2.428389,300,252929
4096M,2.5,303611904.0,0.971046,100,214057
1280M,1.0,334319616.0,0.308759,50,1353062
3328M,4.0,560537600.0,2.333247,300,313562
4096M,2.5,322740224.0,1.065947,100,197884
1280M,1.0,329760768.0,0.323637,50,1482290
3328M,4.0,732758016.0,2.298644,350,415896
4096M,2.5,509222912.0,1.066567,150,6043522
1280M,1.0,327892992.0,0.323637,50,170605
3328M,4.0,734842880.0,2.328365,350,560214
4096M,2.5,518799360.0,1.066567,150,5032170
1280M,1.0,462282752.0,0.359991,100,37352130
3328M,4.0,738480128.0,2.309275,350,1053582
4096M,2.5,404824064.0,1.058875,150,4862361
1280M,1.0,465088512.0,0.372431,100,38428507
3328M,4.0,1115881472.0,2.318696,400,5714992
4096M,2.5,653688832.0,1.037054,200,11824405
1280M,1.0,475037696.0,0.375854,100,36482992
3328M,4.0,1019977728.0,2.380012,400,6012819
4096M,2.5,728928256.0,1.032311,200,9071583
1280M,1.0,573083648.0,0.378983,150,60024650
3328M,4.0,909041664.0,2.412043,400,6632652
4096M,2.5,740745216.0,1.018118,200,9857714
1280M,1.0,593534976.0,0.401705,150,60559753
3328M,4.0,1380855808.0,2.412043,450,12741680
4096M,2.5,850718720.0,1.004736,250,28494370
3328M,4.0,1196695552.0,2.250889,450,26444831
4096M,2.5,867459072.0,1.061405,250,20393110
1280M,1.0,709595136.0,0.425656,200,72709296
3328M,4.0,1503862784.0,1.959202,450,17106928
4096M,2.5,862371840.0,1.061405,250,30776006
1280M,1.0,684826624.0,0.410164,200,73559826
3328M,4.0,1553231872.0,2.080202,500,24226939
4096M,2.5,985059328.0,0.989892,300,42063457
1280M,1.0,793952256.0,0.401576,250,81214117
3328M,4.0,1561886720.0,2.340439,500,23452573
4096M,2.5,981532672.0,1.006548,300,45760042
1280M,1.0,855687168.0,0.391028,250,81415150
3328M,4.0,1536045056.0,2.340439,500,24758420
4096M,2.5,1002176512.0,1.006548,300,45263361
1280M,1.0,794066944.0,0.384793,250,82672944
3328M,4.0,1655414784.0,2.20971,550,30602387
4096M,2.5,1079447552.0,1.023941,350,55397404
1280M,1.0,924139520.0,0.384793,300,87442230
3328M,4.0,1647173632.0,2.374231,550,32071778
4096M,2.5,1185677312.0,1.032524,350,57030836
1280M,1.0,924139520.0,0.369702,300,88123814
3328M,4.0,1732661248.0,2.374231,550,34646705
4096M,2.5,1185677312.0,1.032524,350,59478769
1280M,1.0,843083776.0,0.375839,300,88135310
3328M,4.0,1818423296.0,2.366808,600,37929570
4096M,2.5,1238007808.0,1.002348,400,65777704
1280M,1.0,1121431552.0,0.372689,350,91861607
3328M,4.0,1846370304.0,2.346175,600,40104848
4096M,2.5,1268256768.0,0.974042,400,66386057
1280M,1.0,1007919104.0,0.371752,350,91851906
3328M,4.0,1879355392.0,2.310281,600,40695998
4096M,2.5,1192878080.0,1.02728,400,67307787
1280M,1.0,1152638976.0,0.427038,400,87651870
4096M,2.5,1358589952.0,1.000354,450,68299263
1280M,1.0,1265864704.0,0.40758,400,95923143
4096M,2.5,1366446080.0,1.079684,450,68195326
1280M,1.0,2275672064.0,0.402383,450,92687222
4096M,2.5,1414774784.0,1.095753,450,63418886
4096M,2.5,1524883456.0,1.129536,500,69298719
3584M,4.0,250712064.0,1.190429,50,2719
4096M,2.5,1492541440.0,1.216145,500,67554357
3584M,4.0,290066432.0,1.510287,100,1171
4096M,2.5,1519484928.0,1.216145,500,70873910
3584M,4.0,292478976.0,1.834832,100,2935
4096M,2.5,1712910336.0,1.198607,550,73886385
3584M,4.0,307101696.0,1.840625,100,2685
4096M,2.5,1582465024.0,1.147333,550,68319175
1536M,1.0,335425536.0,0.345091,50,9365775
3584M,4.0,348995584.0,1.892388,150,50943
4096M,2.5,1640402944.0,1.275933,550,67418616
1536M,1.0,330846208.0,0.278443,50,6090475
3584M,4.0,352264192.0,1.980673,150,41824
4096M,2.5,1661718528.0,1.275933,600,70288992
1536M,1.0,336216064.0,0.263312,50,5203295
3584M,4.0,352264192.0,2.020187,150,56428
4096M,2.5,1707753472.0,1.249783,600,71422274
1536M,1.0,454262784.0,0.270183,100,54599901
3584M,4.0,473128960.0,2.020187,200,132863
4096M,2.5,1776607232.0,1.251178,600,75147610
1536M,1.0,480501760.0,0.293641,100,54835955
3584M,4.0,416157696.0,2.037004,200,148609
1536M,1.0,477769728.0,0.381384,100,41679551
3584M,4.0,414273536.0,2.037004,200,107654
1536M,1.0,600576000.0,0.381384,150,65688386
3584M,4.0,496967680.0,2.031293,250,80890
1536M,1.0,576610304.0,0.401607,150,50968535
3584M,4.0,467619840.0,2.175434,250,171381
1024M,2.0,255565824.0,0.846603,50,1027
1536M,1.0,590778368.0,0.454691,150,53634280
3584M,4.0,476745728.0,2.175434,250,183348
1024M,2.0,258011136.0,0.738622,50,54163
1536M,1.0,713064448.0,0.454049,200,67089351
3584M,4.0,555061248.0,2.194595,300,302668
1536M,1.0,780668928.0,0.464211,200,68387048
3584M,4.0,575848448.0,2.168923,300,397813
1024M,2.0,337600512.0,0.695664,100,81671
1536M,1.0,762953728.0,0.476837,200,69680131
1024M,2.0,329601024.0,0.708511,100,257885
3584M,4.0,549089280.0,2.10188,300,267442
1536M,1.0,904814592.0,0.455049,250,77641916
1024M,2.0,350105600.0,0.673755,100,279227
3584M,4.0,746258432.0,2.083501,350,232595
1536M,1.0,904814592.0,0.467074,250,81140737
1024M,2.0,596713472.0,0.691183,150,19984168
3584M,4.0,726188032.0,2.083501,350,230933
1536M,1.0,807993344.0,0.469865,250,81307438
1024M,2.0,594395136.0,0.779841,150,15144346
3584M,4.0,700862464.0,2.09573,350,238431
1536M,1.0,886657024.0,0.471285,300,86376891
1024M,2.0,598790144.0,0.779841,150,18267905
3584M,4.0,1133821952.0,2.09573,400,7300059
1536M,1.0,914472960.0,0.476807,300,87934178
1024M,2.0,754212864.0,0.769357,200,33822712
3584M,4.0,1147990016.0,2.109047,400,8053517
1536M,1.0,890253312.0,0.479592,300,87848141
1024M,2.0,745984000.0,0.798225,200,33842827
3584M,4.0,1121558528.0,2.109047,400,8827419
1024M,2.0,757010432.0,0.841784,200,32749848
1536M,1.0,1116438528.0,0.451607,350,91990395
3584M,4.0,1357426688.0,2.24775,450,15436358
1024M,2.0,868347904.0,0.862343,250,43841391
1536M,1.0,967680000.0,0.455737,350,92450575
3584M,4.0,1371279360.0,2.256029,450,14295273
1024M,2.0,862334976.0,0.847986,250,41900298
1536M,1.0,1042739200.0,0.444393,350,92259798
3584M,4.0,1384624128.0,2.256029,450,9564863
1024M,2.0,1746243584.0,0.890521,250,40482630
1536M,1.0,1025900544.0,0.431131,400,93039811
3584M,4.0,1505665024.0,2.23444,500,18920296
1536M,1.0,1104240640.0,0.428073,400,92055717
3584M,4.0,1568964608.0,2.343838,500,15549624
3584M,4.0,1519906816.0,2.501784,500,15734756
1536M,1.0,1184063488.0,0.434749,450,93035475
1024M,2.0,1968590848.0,0.852282,300,46490269
3584M,4.0,1663123456.0,2.536485,550,23016971
1536M,1.0,1185587200.0,0.435318,450,88359375
3584M,4.0,1666150400.0,2.536485,550,33663772
1536M,1.0,2625740800.0,0.373257,500,96487992
3584M,4.0,1674543104.0,2.321332,550,29325815
1536M,1.0,2625740800.0,0.46763,500,86365892
3584M,4.0,1789403136.0,2.351472,600,35811305
1280M,2.0,255803392.0,0.78682,50,29149
1536M,1.0,2885947392.0,0.550167,550,91908703
1280M,2.0,245526528.0,0.689616,50,15837
3584M,4.0,1807073280.0,2.367656,600,31833723
1280M,2.0,306376704.0,0.843799,100,278567
1280M,2.0,344195072.0,0.90102,100,249466
1792M,1.0,312086528.0,0.468588,50,151263
1280M,2.0,304021504.0,0.950866,100,331973
1792M,1.0,270151680.0,0.373848,50,159118
1280M,2.0,534896640.0,0.990402,150,1546827
1792M,1.0,318210048.0,0.413512,50,144775
1280M,2.0,386113536.0,1.008915,150,1207256
1792M,1.0,455004160.0,0.413512,100,29836363
1280M,2.0,486830080.0,1.008915,150,5965049
1792M,1.0,456208384.0,0.386025,100,36467259
1280M,2.0,709431296.0,0.948751,200,22958546
1792M,1.0,456568832.0,0.37792,100,37276451
3840M,4.0,298971136.0,1.953611,100,1045
1280M,2.0,757026816.0,0.957511,200,17792140
1792M,1.0,608280576.0,0.385354,150,61954528
1280M,2.0,713478144.0,0.957511,200,15480234
1792M,1.0,623579136.0,0.413014,150,58952743
3840M,4.0,348348416.0,2.030074,150,22826
1280M,2.0,833355776.0,0.972535,250,31529575
1792M,1.0,581636096.0,0.413014,150,61803139
3840M,4.0,363642880.0,2.241084,150,35124
1280M,2.0,820645888.0,1.003441,250,33044047
1792M,1.0,718266368.0,0.411307,200,73743044
3840M,4.0,349212672.0,2.241084,150,62499
1280M,2.0,880644096.0,1.011152,250,36116895
1792M,1.0,718266368.0,0.413664,200,74375581
3840M,4.0,417034240.0,2.140946,200,73772
1280M,2.0,990121984.0,1.011152,300,48369970
1792M,1.0,727842816.0,0.413664,200,77141170
3840M,4.0,460488704.0,2.21415,200,66225
1280M,2.0,988823552.0,1.009382,300,48442265
1792M,1.0,860487680.0,0.398423,250,84566561
3840M,4.0,418947072.0,2.21415,200,49625
1280M,2.0,1034792960.0,1.009382,300,50817725
1792M,1.0,822042624.0,0.407227,250,84645238
3840M,4.0,473722880.0,2.15678,250,103955
1280M,2.0,1160036352.0,0.94385,350,60101094
3840M,4.0,479551488.0,2.15678,250,185982
1792M,1.0,754282496.0,0.425075,250,83887714
1280M,2.0,1306099712.0,0.933689,350,58306631
3840M,4.0,483602432.0,2.143497,250,106467
1792M,1.0,900558848.0,0.427631,300,81769721
1280M,2.0,2306129920.0,0.825845,350,63451353
3840M,4.0,561999872.0,2.20725,300,268921
1792M,1.0,936071168.0,0.464958,300,82259429
3840M,4.0,568324096.0,2.20725,300,164847
1792M,1.0,1062182912.0,0.485447,350,80290584
3840M,4.0,558600192.0,2.247549,300,281099
1792M,1.0,1000734720.0,0.510677,350,82408991
3840M,4.0,683171840.0,2.323711,350,227672
1792M,1.0,1139998720.0,0.51458,400,85069573
3840M,4.0,696909824.0,2.454528,350,231098
1792M,1.0,1240588288.0,0.546913,400,85271465
3840M,4.0,707571712.0,2.543398,350,226968
1792M,1.0,1327812608.0,0.6107,450,81700717
3840M,4.0,1058885632.0,2.543398,400,8184680
1792M,1.0,1399259136.0,0.591085,500,95562100
3840M,4.0,1078104064.0,2.412902,400,9860047
1792M,1.0,1498185728.0,0.473103,500,88578576
3840M,4.0,1000800256.0,2.319023,400,7134394
1536M,2.0,255823872.0,0.849363,50,5520
1792M,1.0,1498185728.0,0.498306,550,95988135
3840M,4.0,1332654080.0,2.319023,450,12152460
1536M,2.0,258600960.0,0.698365,50,51329
1792M,1.0,1492905984.0,0.463078,550,97294805
3840M,4.0,1310978048.0,2.301689,450,15162131
1792M,1.0,2990108672.0,0.411722,600,98277517
3840M,4.0,1381376000.0,2.264298,450,16664722
1536M,2.0,320737280.0,0.705948,100,60708
1536M,2.0,316194816.0,0.705948,100,272057
3840M,4.0,1519595520.0,2.207605,500,24716672
1536M,2.0,315846656.0,0.707482,100,325484
3840M,4.0,1520619520.0,2.312359,500,20189723
1536M,2.0,590417920.0,0.707482,150,11923479
3840M,4.0,1544978432.0,2.343705,500,16657866
2048M,1.0,338116608.0,0.396547,50,5027261
1536M,2.0,609705984.0,0.749196,150,11992339
3840M,4.0,1680961536.0,2.343705,550,23225100
2048M,1.0,327950336.0,0.389637,50,5221707
1536M,2.0,602968064.0,0.780018,150,12666727
3840M,4.0,1664888832.0,2.390192,550,21047821
2048M,1.0,328187904.0,0.358099,50,5288297
1536M,2.0,747716608.0,0.838702,200,27052694
3840M,4.0,1631784960.0,2.539673,550,23549516
2048M,1.0,492797952.0,0.348102,100,38412558
1536M,2.0,729702400.0,0.886469,200,27112883
3840M,4.0,1809580032.0,2.539673,600,29410168
2048M,1.0,465006592.0,0.376825,100,38143307
1536M,2.0,735342592.0,0.886469,200,26228984
3840M,4.0,1826340864.0,2.493001,600,30413141
2048M,1.0,479686656.0,0.376825,100,39311977
1536M,2.0,889520128.0,0.916179,250,38716554
3840M,4.0,1752109056.0,2.517911,600,31351739
2048M,1.0,607248384.0,0.393246,150,59109895
1536M,2.0,871952384.0,1.043812,250,14821839
2048M,1.0,645648384.0,0.393852,150,65094730
1536M,2.0,865615872.0,1.043812,250,51660005
2048M,1.0,631996416.0,0.406062,150,55764542
1536M,2.0,988246016.0,0.956053,300,31056378
2048M,1.0,758325248.0,0.422624,200,73045355
1536M,2.0,973037568.0,1.153552,300,41660131
2048M,1.0,676286464.0,0.422624,200,76724397
1536M,2.0,990060544.0,1.153552,300,42923715
2048M,1.0,848273408.0,0.410774,250,81044869
1536M,2.0,1101176832.0,1.047941,350,54136542
2048M,1.0,802033664.0,0.410774,250,81233576
1536M,2.0,1100349440.0,1.040052,350,57602090
2048M,1.0,835923968.0,0.393211,300,86875369
1536M,2.0,1119252480.0,1.018854,350,58772565
2048M,1.0,1158950912.0,0.391959,350,90751209
1536M,2.0,1181798400.0,1.01023,400,63681180
4096M,4.0,364535808.0,1.928209,150,6017
1536M,2.0,1238544384.0,1.01023,400,64349364
2048M,1.0,1184763904.0,0.394794,350,90555804
4096M,4.0,360996864.0,2.11928,150,40028
1536M,2.0,1249816576.0,1.008069,400,66557891
2048M,1.0,1166405632.0,0.404418,400,92832910
4096M,4.0,354205696.0,2.11928,150,61876
1536M,2.0,1450901504.0,0.96757,450,73350614
2048M,1.0,1121275904.0,0.418572,400,94381191
4096M,4.0,414859264.0,2.037744,200,52766
1536M,2.0,2681618432.0,0.76685,450,75956400
4096M,4.0,411987968.0,2.115256,200,133934
2048M,1.0,1242943488.0,0.460182,450,93327885
1536M,2.0,2291441664.0,0.869715,450,76287315
4096M,4.0,412397568.0,2.115256,200,135944
2048M,1.0,1344991232.0,0.471657,500,92594050
4096M,4.0,486895616.0,2.091088,250,127080
2048M,1.0,1412526080.0,0.492341,500,89221918
4096M,4.0,496549888.0,2.045213,250,218087
2048M,1.0,1571237888.0,0.542999,550,91283977
4096M,4.0,497053696.0,2.125915,250,180801
2048M,1.0,1571237888.0,0.565075,550,89258434
4096M,4.0,529551360.0,2.221227,300,315804
2048M,1.0,1701851136.0,0.565075,600,98917875
4096M,4.0,608923648.0,2.288519,300,298900
4096M,4.0,545243136.0,2.288519,300,316003
2048M,1.0,1656135680.0,0.463238,600,94387936
1792M,2.0,263409664.0,0.9722,50,10828
4096M,4.0,643403776.0,2.395676,350,364605
1792M,2.0,311029760.0,0.799979,50,22589
4096M,4.0,644980736.0,2.46538,350,268728
1792M,2.0,311029760.0,0.799979,50,22690
2304M,1.0,309964800.0,0.352088,50,355264
4096M,4.0,632942592.0,2.46538,350,398539
1792M,2.0,302260224.0,0.807016,100,283517
2304M,1.0,318922752.0,0.362565,50,176442
4096M,4.0,925036544.0,2.51683,400,5739272
1792M,2.0,301416448.0,0.95027,100,321610
2304M,1.0,273862656.0,0.375573,50,175010
4096M,4.0,800571392.0,2.51683,400,4694636
1792M,2.0,305655808.0,0.958258,100,154268
2304M,1.0,457502720.0,0.403548,100,24175257
4096M,4.0,969125888.0,2.429656,400,7357822
1792M,2.0,555671552.0,0.924444,150,201250
2304M,1.0,457527296.0,0.422314,100,21571241
4096M,4.0,1260814336.0,2.429656,450,14326761
1792M,2.0,572944384.0,0.881297,150,194011
2304M,1.0,463597568.0,0.422314,100,19183381
4096M,4.0,1341091840.0,2.416879,450,14799216
1792M,2.0,593981440.0,0.861887,150,215739
2304M,1.0,580325376.0,0.444647,150,46323833
4096M,4.0,1399627776.0,2.416879,450,14977510
1792M,2.0,731680768.0,0.820104,200,29562574
2304M,1.0,579444736.0,0.444647,150,49353045
4096M,4.0,1517330432.0,2.336466,500,23656040
1792M,2.0,732073984.0,0.780799,200,34378869
2304M,1.0,571428864.0,0.467468,150,47587838
4096M,4.0,1553391616.0,2.174693,500,25683342
1792M,2.0,733548544.0,0.769893,200,38066021
2304M,1.0,705454080.0,0.469449,200,61210961
4096M,4.0,1585213440.0,2.18087,500,24672547
1792M,2.0,878030848.0,0.764093,250,54562379
2304M,1.0,702857216.0,0.481685,200,62146860
1792M,2.0,867074048.0,0.767242,250,54896530
4096M,4.0,1672568832.0,2.230296,550,35228642
2304M,1.0,674639872.0,0.499486,200,64682459
1792M,2.0,879890432.0,0.767242,250,53901103
4096M,4.0,1698271232.0,2.230296,550,33736835
2304M,1.0,813674496.0,0.467599,250,73909068
1792M,2.0,1016946688.0,0.79759,300,60618417
4096M,4.0,1675325440.0,2.135856,550,32329405
2304M,1.0,773652480.0,0.467599,250,75298219
1792M,2.0,1041469440.0,0.811403,300,58780601
4096M,4.0,1769594880.0,2.200217,600,40428737
2304M,1.0,907739136.0,0.454675,300,82352431
1792M,2.0,1033650176.0,0.840604,300,58169191
4096M,4.0,1780310016.0,2.273511,600,40389129
2304M,1.0,944021504.0,0.441425,300,85191023
1792M,2.0,1233948672.0,0.867598,350,63036644
4096M,4.0,1834487808.0,2.273511,600,38849992
2304M,1.0,944021504.0,0.430968,300,80504039
1792M,2.0,1107927040.0,1.026729,350,45794123
2304M,1.0,1089421312.0,0.433381,350,92030897
1792M,2.0,1107484672.0,1.026729,350,69162748
2304M,1.0,1032548352.0,0.408329,350,85297373
1792M,2.0,1220648960.0,0.939342,400,54796804
1024M,3.5,252305408.0,1.46854,50,1004
2304M,1.0,1178025984.0,0.419234,400,92895442
1792M,2.0,1184374784.0,1.125454,400,62362003
1024M,3.5,251797504.0,1.080319,50,1359
1792M,2.0,1225887744.0,1.125454,400,61747661
2304M,1.0,1178025984.0,0.393012,400,92925873
1024M,3.5,249102336.0,1.05653,50,1076
1792M,2.0,1385734144.0,1.060298,450,69965487
2304M,1.0,1341652992.0,0.38086,450,95609463
1024M,3.5,309149696.0,1.23381,100,4642
1792M,2.0,1427378176.0,1.037693,450,71339839
2304M,1.0,1262665728.0,0.385452,450,96532034
1024M,3.5,296103936.0,1.434007,100,154981
1792M,2.0,1430695936.0,0.984277,450,73646372
1024M,3.5,294391808.0,1.434007,100,8563
2304M,1.0,1418223616.0,0.41248,500,93684180
1792M,2.0,1522442240.0,0.960835,500,80152377
1024M,3.5,377729024.0,1.446983,150,171744
2304M,1.0,1505595392.0,0.418421,550,94600300
1024M,3.5,364978176.0,1.446983,150,143604
1792M,2.0,1409671168.0,0.918696,500,81542514
2304M,1.0,1429827584.0,0.424266,550,94220952
1024M,3.5,378417152.0,1.436598,150,145299
1792M,2.0,1523183616.0,0.916684,500,79271834
2304M,1.0,1682124800.0,0.413882,600,97943357
1024M,3.5,425635840.0,1.480855,200,300669
1792M,2.0,1793089536.0,0.941328,550,78780805
2304M,1.0,1682124800.0,0.41707,600,98024512
1024M,3.5,424312832.0,1.516212,200,244488
1792M,2.0,3300573184.0,0.941328,550,77370262
1024M,3.5,418242560.0,1.551254,200,283855
1792M,2.0,3051610112.0,1.040446,550,75891444
1024M,3.5,512450560.0,1.641477,250,428810
1792M,2.0,1723170816.0,1.053661,600,75961244
2560M,1.0,331259904.0,0.327916,50,182591
1024M,3.5,552611840.0,1.641477,250,404641
1792M,2.0,3355979776.0,1.053661,600,77925246
2560M,1.0,343564288.0,0.322369,50,196849
1024M,3.5,522006528.0,1.768795,250,632325
2560M,1.0,352870400.0,0.350031,50,1284368
1024M,3.5,922714112.0,1.904864,300,269001
2560M,1.0,433643520.0,0.39309,100,30152597
1024M,3.5,1097502720.0,1.904864,300,12561952
2560M,1.0,485408768.0,0.416079,100,41488401
2560M,1.0,478425088.0,0.433542,100,23062295
2048M,2.0,250605568.0,0.789695,50,2336
2560M,1.0,603963392.0,0.528887,150,39679513
2048M,2.0,244248576.0,0.814874,50,2545
2560M,1.0,581128192.0,0.528887,150,39999525
2048M,2.0,252313600.0,0.818611,50,1638
2560M,1.0,604839936.0,0.533889,150,39535652
2048M,2.0,309211136.0,0.876333,100,5144
1024M,3.5,1258622976.0,0.393991,400,8772324
2560M,1.0,715763712.0,0.535951,200,51660720
2048M,2.0,298504192.0,1.071935,100,193084
2560M,1.0,688144384.0,0.552559,200,78192458
2048M,2.0,332165120.0,1.093915,100,305630
2560M,1.0,691953664.0,0.45768,200,67100529
2048M,2.0,493395968.0,0.86505,150,242970
2560M,1.0,823173120.0,0.4343,250,84569660
2048M,2.0,597467136.0,1.013684,150,188533
1280M,3.5,248528896.0,1.235689,50,1259
2048M,2.0,578682880.0,1.013684,150,659187
2560M,1.0,817131520.0,0.441496,250,83295239
2048M,2.0,731598848.0,0.969726,200,13013649
2560M,1.0,767266816.0,0.447115,250,81722898
1280M,3.5,302510080.0,1.294133,100,19812
2048M,2.0,747098112.0,0.969726,200,17223677
2560M,1.0,910135296.0,0.435368,300,85021359
1280M,3.5,301969408.0,1.435544,100,131295
2048M,2.0,732352512.0,0.960277,200,21489315
2560M,1.0,951218176.0,0.426558,300,84264242
1280M,3.5,334962688.0,1.520805,100,14991
2048M,2.0,843272192.0,0.937953,250,37159081
2560M,1.0,1066983424.0,0.426558,350,88823457
1280M,3.5,356765696.0,1.528427,150,146238
2048M,2.0,842362880.0,0.965442,250,37074586
2560M,1.0,1167282176.0,0.415656,400,92832661
1280M,3.5,365498368.0,1.723962,150,124693
2048M,2.0,843563008.0,0.965442,250,39459680
1280M,3.5,364089344.0,1.723962,150,134486
2560M,1.0,1165316096.0,0.419397,400,91885392
2048M,2.0,972984320.0,0.946537,300,49180191
1280M,3.5,424992768.0,1.522076,200,537858
2560M,1.0,1341124608.0,0.422934,450,92131402
2048M,2.0,992223232.0,0.932301,300,49211920
1280M,3.5,451006464.0,1.555141,200,187111
2560M,1.0,1345925120.0,0.422934,450,92214204
2048M,2.0,1002106880.0,0.919578,300,50439067
1280M,3.5,448794624.0,1.555141,200,238676
2560M,1.0,1360121856.0,0.414993,500,93481513
2048M,2.0,1138864128.0,0.935255,350,61590307
1280M,3.5,610775040.0,1.5753,250,213076
2560M,1.0,1546940416.0,0.413656,550,97061133
2048M,2.0,1190797312.0,0.931504,350,61743737
1280M,3.5,570073088.0,1.48776,250,1962821
2048M,2.0,1159876608.0,0.928741,350,62375662
2560M,1.0,1608429568.0,0.413852,550,97991125
1280M,3.5,624336896.0,1.444706,250,2626986
2048M,2.0,1282789376.0,0.904619,400,68601490
2560M,1.0,1385017344.0,0.429838,600,98679722
1280M,3.5,953765888.0,1.455257,300,12435725
2048M,2.0,1280618496.0,0.913497,400,69655669
1280M,3.5,967262208.0,1.46987,300,14158820
2560M,1.0,1590648832.0,0.426304,600,97383093
2048M,2.0,1297031168.0,0.930759,400,68432651
1280M,3.5,917585920.0,1.421395,300,11611967
2048M,2.0,1304182784.0,0.930759,450,74443470
1280M,3.5,1127215104.0,1.525137,350,21035719
2048M,2.0,1410211840.0,0.928089,450,74443276
2816M,1.0,336031744.0,0.325798,50,6423279
1280M,3.5,1120550912.0,1.574452,350,23574975
2816M,1.0,324067328.0,0.302982,50,7959846
2048M,2.0,1317441536.0,0.939068,450,74961869
1280M,3.5,1139212288.0,1.603507,350,20433449
2816M,1.0,331169792.0,0.319152,50,8200931
2048M,2.0,1491886080.0,0.939975,500,77303511
1280M,3.5,1511976960.0,1.603507,400,923064
2816M,1.0,479404032.0,0.361061,100,39762589
2048M,2.0,1467150336.0,0.986428,500,75075632
1280M,3.5,2429911040.0,1.447333,400,108136
2816M,1.0,463925248.0,0.40451,100,36362734
2048M,2.0,1511845888.0,1.054786,500,72984205
2816M,1.0,442638336.0,0.419295,100,30789915
2048M,2.0,1547751424.0,1.172256,550,70174168
2816M,1.0,581808128.0,0.440246,150,52456578
2048M,2.0,1688948736.0,1.227729,550,68973700
2816M,1.0,592351232.0,0.456316,150,53725585
2048M,2.0,1664880640.0,1.318002,550,66634869
2816M,1.0,554283008.0,0.485452,150,41463596
2048M,2.0,1795796992.0,1.363414,600,76710621
2816M,1.0,674750464.0,0.485452,200,81124188
2048M,2.0,1795796992.0,1.251279,600,86351846
2816M,1.0,682795008.0,0.408805,200,66827249
2048M,2.0,1769328640.0,1.049434,600,77936424
2816M,1.0,786837504.0,0.469543,250,70614400
1536M,3.5,250793984.0,1.102488,50,2044
2816M,1.0,825659392.0,0.472118,250,84222801
2816M,1.0,951898112.0,0.455935,300,73032911
1536M,3.5,300933120.0,1.240065,100,8416
2304M,2.0,247148544.0,0.840517,50,37189
2816M,1.0,957476864.0,0.488556,300,85968129
1536M,3.5,300679168.0,1.477947,100,97557
2304M,2.0,253894656.0,0.769119,50,34183
2816M,1.0,1047207936.0,0.488076,350,90598367
1536M,3.5,298565632.0,1.55247,100,20769
2304M,2.0,245710848.0,0.769119,50,30548
1536M,3.5,358346752.0,1.541663,150,127319
2816M,1.0,1069121536.0,0.423811,350,89779033
2304M,2.0,312426496.0,0.824731,100,240866
1536M,3.5,363048960.0,1.63371,150,132389
2816M,1.0,1140170752.0,0.430413,350,89729699
2304M,2.0,316334080.0,0.824731,100,156702
1536M,3.5,370409472.0,1.656872,150,151532
2816M,1.0,1215213568.0,0.433342,400,91164059
2304M,2.0,328327168.0,0.843073,100,162038
1536M,3.5,426618880.0,1.687809,200,635676
2304M,2.0,592470016.0,0.859881,150,190970
2816M,1.0,1145380864.0,0.433241,400,91216404
1536M,3.5,427802624.0,1.687809,200,353713
2304M,2.0,604237824.0,0.859881,150,254041
2816M,1.0,1275518976.0,0.438072,450,91397042
1536M,3.5,437727232.0,1.679995,200,223609
2304M,2.0,597626880.0,0.856579,150,200549
2816M,1.0,1307979776.0,0.439325,500,93484678
1536M,3.5,550428672.0,1.639622,250,1744220
2304M,2.0,719319040.0,0.856466,200,20050765
2816M,1.0,1342074880.0,0.437198,500,94297115
1536M,3.5,538734592.0,1.627553,250,500668
2304M,2.0,730480640.0,0.927687,200,16401000
2816M,1.0,1528324096.0,0.428303,550,96942086
1536M,3.5,541872128.0,1.643441,250,1117120
2304M,2.0,715161600.0,0.927687,200,12917838
1536M,3.5,948285440.0,1.660605,300,8931187
2816M,1.0,1606086656.0,0.428525,600,97954689
2304M,2.0,883531776.0,0.899409,250,32949835
1536M,3.5,878415872.0,1.636979,300,9936747
2816M,1.0,1772503040.0,0.418707,600,97295399
2304M,2.0,875069440.0,0.896631,250,36119435
1536M,3.5,795672576.0,1.661849,300,7720159
2304M,2.0,873086976.0,0.971125,250,29682117
1536M,3.5,1098842112.0,1.661849,350,16703496
2304M,2.0,991629312.0,1.004775,300,36613826
3072M,1.0,329039872.0,0.325241,50,4723163
1536M,3.5,1119682560.0,1.668726,350,16404659
2304M,2.0,993001472.0,1.065545,300,35941888
3072M,1.0,329273344.0,0.306581,50,5438501
1536M,3.5,1136357376.0,1.694011,350,17755071
2304M,2.0,997335040.0,1.093337,300,36500666
3072M,1.0,307752960.0,0.29288,50,5222187
1536M,3.5,1230848000.0,1.73975,400,26714435
2304M,2.0,1148702720.0,1.093337,350,50313794
3072M,1.0,504610816.0,0.303012,100,47869830
1536M,3.5,1262325760.0,1.73975,400,28285289
2304M,2.0,1113034752.0,1.051007,350,52532884
3072M,1.0,491032576.0,0.322508,100,46822528
1536M,3.5,1297305600.0,1.669222,400,26539723
2304M,2.0,1119002624.0,1.035733,350,53614038
3072M,1.0,510865408.0,0.32554,100,44661227
