ram_limit,cpu_limit,ram_usage,cpu_usage,n,lat99
3584M,5.0,1667735552.0,2.376359,550,32781555
3840M,2.0,601006080.0,0.596343,150,34763695
3584M,5.0,1659850752.0,2.371418,550,32360382
3840M,2.0,618930176.0,0.61807,150,34548057
3584M,5.0,1667555328.0,2.374877,550,34423399
3840M,2.0,616992768.0,0.638584,150,34885461
3584M,5.0,1787064320.0,2.369499,600,38182618
3840M,2.0,619294720.0,0.637927,150,35196091
3584M,5.0,1787064320.0,2.379531,600,40991779
3840M,2.0,650633216.0,0.634832,150,34970216
3584M,5.0,1816387584.0,2.397414,600,38830868
3840M,2.0,743276544.0,0.634832,200,51731607
3584M,5.0,1898467328.0,2.399241,600,38923884
3840M,2.0,752447488.0,0.634857,200,51346034
3584M,5.0,1898467328.0,2.402434,600,40800575
3840M,2.0,771403776.0,0.648137,200,46311208
3840M,2.0,771403776.0,0.657577,200,52406250
3840M,2.0,742121472.0,0.662319,200,55531149
3840M,2.0,846045184.0,0.662319,250,63801311
3840M,2.0,835387392.0,0.649349,250,60911185
3840M,2.0,835387392.0,0.663974,250,61451601
3840M,2.0,932577280.0,0.665347,300,68686102
3712M,5.0,296259584.0,1.829221,100,1040
3712M,5.0,296259584.0,2.099056,100,2578
3840M,2.0,932577280.0,0.657756,300,69815627
3712M,5.0,296095744.0,2.309678,100,2749
3840M,2.0,1031421952.0,0.641335,300,69883131
3712M,5.0,303828992.0,2.448983,100,1950
3712M,5.0,299421696.0,2.436275,100,1309
3840M,2.0,983175168.0,0.636135,300,69795394
3712M,5.0,365658112.0,2.422671,150,76399
3840M,2.0,983175168.0,0.638185,300,63051302
3712M,5.0,359378944.0,2.405824,150,78554
3840M,2.0,1054560256.0,0.671934,350,68013566
3712M,5.0,359378944.0,2.362721,150,70310
3840M,2.0,1132453888.0,0.678103,350,70653521
3712M,5.0,358612992.0,2.328797,150,80662
3712M,5.0,365727744.0,2.327888,150,68288
3840M,2.0,1082421248.0,0.675762,350,70084301
3712M,5.0,414957568.0,2.327888,200,152709
3840M,2.0,1067884544.0,0.673573,350,68913586
3712M,5.0,412250112.0,2.324423,200,133094
3712M,5.0,412487680.0,2.31055,200,163928
3840M,2.0,1160208384.0,0.673439,350,71617349
3712M,5.0,417832960.0,2.302181,200,145713
3840M,2.0,1184559104.0,0.674031,400,73320163
3712M,5.0,417185792.0,2.300932,200,122410
3840M,2.0,1184559104.0,0.672764,400,73770804
3712M,5.0,467832832.0,2.300932,250,210112
3712M,5.0,493965312.0,2.305409,250,237201
3840M,2.0,1123909632.0,0.677968,400,72288087
3712M,5.0,485744640.0,2.305409,250,234304
3840M,2.0,1135841280.0,0.683404,400,72217607
3712M,5.0,485093376.0,2.290293,250,207018
3712M,5.0,483119104.0,2.290293,250,237584
3840M,2.0,1251594240.0,0.673517,500,76884658
3712M,5.0,567070720.0,2.296822,300,374302
3840M,2.0,1418436608.0,0.684983,500,76984834
3712M,5.0,555315200.0,2.288831,300,422236
3712M,5.0,559628288.0,2.288831,300,398376
3840M,2.0,1329553408.0,0.684983,500,76831169
3712M,5.0,559628288.0,2.298266,300,450649
3840M,2.0,1380794368.0,0.686242,500,77662884
3712M,5.0,559996928.0,2.298266,300,375319
3712M,5.0,791224320.0,2.29196,350,5193920
3840M,2.0,1379373056.0,0.684192,500,77609485
3712M,5.0,791224320.0,2.272843,350,4508554
3840M,2.0,1412136960.0,0.681851,550,79768960
3712M,5.0,759361536.0,2.271102,350,4824094
3840M,2.0,1580179456.0,0.679032,550,81024755
3712M,5.0,759476224.0,2.265721,350,5033202
3712M,5.0,783282176.0,2.265721,350,4213903
3840M,2.0,1499189248.0,0.678826,550,79698817
3712M,5.0,1180467200.0,2.255829,400,10927723
3840M,2.0,1797488640.0,0.678826,600,81644875
3712M,5.0,1165672448.0,2.229452,400,11298679
3712M,5.0,1174454272.0,2.256281,400,11757358
3712M,5.0,1174454272.0,2.256281,400,14430368
3712M,5.0,1155502080.0,2.269206,400,12243560
3712M,2.0,754982912.0,0.6923,50,121935
3712M,5.0,1354813440.0,2.272754,450,21597787
3712M,2.0,250830848.0,0.6923,50,16478
3712M,2.0,244776960.0,0.649871,50,108098
3712M,5.0,1359839232.0,2.287563,450,19917867
3712M,2.0,247164928.0,0.644498,50,98296
3712M,5.0,1418461184.0,2.287563,450,17350905
3712M,2.0,439238656.0,0.624897,100,9479286
3712M,5.0,1380032512.0,2.299728,450,18236057
3712M,2.0,439238656.0,0.623632,100,7868695
3712M,5.0,1355350016.0,2.310594,450,18880557
3712M,2.0,455221248.0,0.623632,100,11049891
3712M,5.0,1507958784.0,2.310594,500,30701122
3712M,2.0,435101696.0,0.618791,100,8165072
3712M,5.0,1521512448.0,2.324431,500,28648755
3712M,2.0,435101696.0,0.619297,100,10356378
3712M,5.0,1614417920.0,2.378006,500,24437649
3712M,2.0,612175872.0,0.619297,150,35091186
3712M,5.0,1523118080.0,2.378006,500,28974601
3712M,2.0,627146752.0,0.631831,150,34155370
3712M,5.0,1537875968.0,2.361406,500,24641048
3712M,2.0,619749376.0,0.650864,150,33923819
3712M,5.0,1663500288.0,2.345734,550,32620910
3712M,2.0,621580288.0,0.650864,150,33650920
3712M,5.0,1656143872.0,2.349872,550,31798334
3712M,2.0,615038976.0,0.645378,150,37173752
3712M,5.0,1656041472.0,2.368586,550,32198529
3712M,2.0,749182976.0,0.639933,200,49249424
3712M,5.0,1661100032.0,2.372271,550,31240310
3712M,2.0,723898368.0,0.644277,200,50533490
3712M,5.0,1664286720.0,2.372271,550,33057764
3712M,2.0,722808832.0,0.647848,200,51814542
3712M,5.0,1820995584.0,2.369457,600,37226264
3712M,2.0,837181440.0,0.647848,250,60787718
3712M,5.0,1813417984.0,2.371645,600,37996109
3712M,2.0,854548480.0,0.646345,250,61156884
3712M,5.0,1838747648.0,2.389394,600,37873363
3712M,2.0,978452480.0,0.636418,300,65912993
3712M,5.0,1774784512.0,2.394873,600,38038296
3712M,2.0,1067839488.0,0.637209,350,71564351
3712M,5.0,1793241088.0,2.394873,600,37767380
3712M,2.0,1245007872.0,0.653134,450,75773659
3712M,2.0,1470328832.0,0.657268,450,76578508
3712M,2.0,1535594496.0,0.6606,550,80667959
3712M,2.0,1665409024.0,0.690571,550,80964048
3712M,2.0,1543192576.0,0.691425,600,83603678
3840M,5.0,293687296.0,1.700252,100,1366
3712M,2.0,1624064000.0,0.668385,600,84167183
3712M,2.0,1597767680.0,0.628582,600,82975701
3840M,5.0,289898496.0,2.435971,100,1220
3840M,5.0,293978112.0,2.435971,100,2733
3584M,2.0,737759232.0,0.497421,50,95936
3840M,5.0,365166592.0,2.451677,150,40502
3584M,2.0,252694528.0,0.638117,50,102227
3840M,5.0,365166592.0,2.402599,150,45764
3584M,2.0,249352192.0,0.642309,50,104852
3840M,5.0,361590784.0,2.368789,150,47919
3584M,2.0,250290176.0,0.643642,50,106728
3840M,5.0,363143168.0,2.34462,150,48989
3584M,2.0,256716800.0,0.643642,50,86227
3840M,5.0,365891584.0,2.35188,150,61327
3584M,2.0,441810944.0,0.650307,100,7081312
3840M,5.0,428171264.0,2.342377,200,104440
3584M,2.0,418709504.0,0.650307,100,9071028
3840M,5.0,441196544.0,2.350921,200,107658
3584M,2.0,437018624.0,0.629401,100,7083444
3840M,5.0,441196544.0,2.304667,200,108189
3584M,2.0,446386176.0,0.628447,100,8201972
3840M,5.0,411955200.0,2.324613,200,111507
3584M,2.0,434122752.0,0.628447,100,8598775
3840M,5.0,411951104.0,2.324613,200,89714
3584M,2.0,604262400.0,0.62069,150,34326194
3840M,5.0,491900928.0,2.317856,250,230925
3584M,2.0,604262400.0,0.629432,150,33256781
3840M,5.0,483356672.0,2.294068,250,254248
3584M,2.0,611651584.0,0.641201,150,33764795
3840M,5.0,483356672.0,2.306518,250,237563
3584M,2.0,610115584.0,0.644789,150,33809359
3840M,5.0,467451904.0,2.305993,250,245820
3584M,2.0,620171264.0,0.637376,150,33127832
3840M,5.0,477126656.0,2.305609,250,231041
3840M,5.0,550748160.0,2.299355,300,334447
3584M,2.0,724508672.0,0.635286,200,50588014
3840M,5.0,564686848.0,2.286319,300,412011
3584M,2.0,722796544.0,0.650109,200,50283697
3840M,5.0,564686848.0,2.304537,300,338710
3584M,2.0,706117632.0,0.672349,200,49147724
3840M,5.0,558161920.0,2.304537,300,362123
3584M,2.0,723951616.0,0.685085,200,47267970
3840M,5.0,558161920.0,2.290548,300,431612
3584M,2.0,723951616.0,0.687265,200,48633018
3840M,5.0,708964352.0,2.289812,350,1884438
3584M,2.0,819077120.0,0.687751,250,57559391
3840M,5.0,803901440.0,2.276939,350,6253620
3584M,2.0,917405696.0,0.68886,250,56475504
3840M,5.0,803901440.0,2.276939,350,5473203
3584M,2.0,865964032.0,0.688772,250,57783067
3840M,5.0,784416768.0,2.272165,350,5610811
3584M,2.0,853307392.0,0.684821,250,56033976
3840M,5.0,724144128.0,2.221972,350,2521145
3584M,2.0,843874304.0,0.692381,250,57346202
3840M,5.0,1125867520.0,2.249187,400,15957392
3584M,2.0,990408704.0,0.685311,300,64187692
3840M,5.0,1177722880.0,2.268541,400,10857776
3584M,2.0,990408704.0,0.675175,300,65599986
3840M,5.0,1177722880.0,2.268541,400,12246309
3840M,5.0,1201238016.0,2.26931,400,13490965
3584M,2.0,957853696.0,0.673563,300,63565121
3840M,5.0,1147117568.0,2.270394,400,10020742
3584M,2.0,982994944.0,0.677022,300,63899240
3840M,5.0,1384464384.0,2.254818,450,22953301
3584M,2.0,982994944.0,0.677064,300,63968539
3840M,5.0,1385877504.0,2.254818,450,25672595
3584M,2.0,1083715584.0,0.673805,350,69539105
3840M,5.0,1385877504.0,2.304123,450,22369570
3584M,2.0,1083715584.0,0.656872,350,70512181
3840M,5.0,1398456320.0,2.304123,450,24020164
3840M,5.0,1355710464.0,2.30319,450,21988203
3584M,2.0,1091735552.0,0.656731,350,69996915
3840M,5.0,1559506944.0,2.294368,500,25614631
3584M,2.0,1139089408.0,0.662069,400,73281792
3840M,5.0,1544286208.0,2.317471,500,26348522
3584M,2.0,1313939456.0,0.653786,450,76118111
3840M,5.0,1558839296.0,2.335177,500,30495692
3840M,5.0,1558839296.0,2.335177,500,28564678
3584M,2.0,1423110144.0,0.650021,500,77880127
3840M,5.0,1490255872.0,2.332035,500,28568150
3584M,2.0,1423110144.0,0.653776,550,80730083
3840M,5.0,1634426880.0,2.332035,550,34627323
3840M,5.0,1647325184.0,2.339148,550,32922904
3584M,2.0,1532960768.0,0.651065,550,80683803
3840M,5.0,1690386432.0,2.361974,550,33479677
3584M,2.0,1521008640.0,0.646204,550,81125673
3840M,5.0,1674833920.0,2.361974,550,33387058
3584M,2.0,1635667968.0,0.644584,600,82146645
3840M,5.0,1677111296.0,2.357801,550,34260795
3840M,5.0,1811992576.0,2.355065,600,38552298
3584M,2.0,1614036992.0,0.646155,600,82475895
3840M,5.0,1963790336.0,2.37162,600,39233718
3584M,2.0,1614036992.0,0.643462,600,82088798
3840M,5.0,1963790336.0,2.37162,600,37841920
3840M,5.0,1853448192.0,2.383953,600,38886911
3840M,5.0,1818107904.0,2.383953,600,40435682
3456M,2.0,733908992.0,0.628602,50,96790
3456M,2.0,248999936.0,0.660552,50,90108
3456M,2.0,253415424.0,0.662648,50,422633
3456M,2.0,255569920.0,0.640516,50,137516
3456M,2.0,463155200.0,0.617374,100,7458724
3456M,2.0,463618048.0,0.633182,100,12354420
3456M,2.0,466640896.0,0.633182,100,11804207
3968M,5.0,300314624.0,1.680381,100,1694
3456M,2.0,479449088.0,0.621437,100,10618555
3968M,5.0,300314624.0,2.141167,100,2429
3456M,2.0,479449088.0,0.594154,100,14227473
3968M,5.0,307912704.0,2.469138,100,1558
3456M,2.0,621862912.0,0.592954,150,38752161
3968M,5.0,307912704.0,2.469138,100,1057
3456M,2.0,580550656.0,0.61881,150,38733592
3968M,5.0,311308288.0,2.461663,100,2182
3456M,2.0,619294720.0,0.626199,150,36537407
3968M,5.0,362500096.0,2.413903,150,82285
3456M,2.0,601665536.0,0.661338,150,29560907
3968M,5.0,362500096.0,2.413903,150,64979
3456M,2.0,599179264.0,0.661338,150,32651568
3968M,5.0,381480960.0,2.374543,150,73554
3456M,2.0,722362368.0,0.671862,200,46965842
3968M,5.0,381480960.0,2.323506,150,68717
3456M,2.0,761888768.0,0.671862,200,46263232
3968M,5.0,370896896.0,2.323506,150,74501
3456M,2.0,761888768.0,0.687406,200,46699488
3968M,5.0,432328704.0,2.321113,200,141062
3456M,2.0,747503616.0,0.687406,200,45397725
3968M,5.0,428105728.0,2.306513,200,158685
3456M,2.0,747503616.0,0.689314,200,46699572
3968M,5.0,428105728.0,2.302663,200,124621
3456M,2.0,881168384.0,0.689314,250,58947264
3968M,5.0,411729920.0,2.309275,200,159986
3968M,5.0,410566656.0,2.309275,200,135076
3456M,2.0,881168384.0,0.682653,250,57862508
3968M,5.0,487485440.0,2.296591,250,212446
3456M,2.0,836120576.0,0.677929,250,56793509
3968M,5.0,487485440.0,2.289141,250,279730
3456M,2.0,847228928.0,0.68467,250,58910067
3968M,5.0,482254848.0,2.293446,250,234815
3456M,2.0,945868800.0,0.68467,300,64908870
3968M,5.0,471597056.0,2.30722,250,223422
3456M,2.0,985550848.0,0.682728,300,64722279
3968M,5.0,475664384.0,2.30722,250,226227
3456M,2.0,1054715904.0,0.676525,350,71086953
3968M,5.0,611848192.0,2.287101,300,417357
3968M,5.0,589406208.0,2.287101,300,361909
3456M,2.0,1197801472.0,0.678028,400,71519286
3968M,5.0,589406208.0,2.289201,300,369331
3456M,2.0,1197801472.0,0.68299,400,72575413
3968M,5.0,561332224.0,2.293577,300,389139
3968M,5.0,573288448.0,2.161175,300,286041
3456M,2.0,1304104960.0,0.682704,400,71874624
3968M,5.0,792842240.0,2.28757,350,7131761
3456M,2.0,1155551232.0,0.686757,400,73331498
3968M,5.0,861143040.0,2.28757,350,7987754
3456M,2.0,1282387968.0,0.681927,450,76784747
3968M,5.0,861143040.0,2.270702,350,9726893
3968M,5.0,935292928.0,2.270702,350,5778901
3456M,2.0,1399500800.0,0.675584,500,77537838
3968M,5.0,935292928.0,2.265263,350,6025069
3456M,2.0,1448370176.0,0.681841,550,79598618
3968M,5.0,1196331008.0,2.256288,400,14450481
3968M,5.0,1196331008.0,2.255961,400,14474356
3456M,2.0,1559941120.0,0.680493,550,80271899
3968M,5.0,1178058752.0,2.270199,400,13153453
3456M,2.0,1461035008.0,0.678016,550,79466745
3968M,5.0,1151799296.0,2.285209,400,15304087
3968M,5.0,1188384768.0,2.266251,400,13278327
3456M,2.0,1635414016.0,0.677001,600,81643757
3968M,5.0,1385041920.0,2.267216,450,19495140
3456M,2.0,1606844416.0,0.677342,600,81390195
3968M,5.0,1389228032.0,2.276904,450,23871090
3968M,5.0,1388908544.0,2.298873,450,22640266
3968M,5.0,1384448000.0,2.298873,450,18925217
3328M,2.0,740958208.0,0.673237,50,83698
3968M,5.0,1395605504.0,2.311668,450,17319593
3328M,2.0,245178368.0,0.66959,50,81109
3968M,5.0,1518944256.0,2.322939,500,25594540
3328M,2.0,245166080.0,0.665432,50,105327
3968M,5.0,1516249088.0,2.352089,500,31924257
3328M,2.0,252764160.0,0.649141,50,112844
3968M,5.0,1537400832.0,2.374652,500,25230187
3328M,2.0,256327680.0,0.637909,50,106662
3968M,5.0,1537400832.0,2.374652,500,25696679
3328M,2.0,425103360.0,0.626674,100,6305556
3968M,5.0,1518133248.0,2.367943,500,29296214
3328M,2.0,428486656.0,0.630651,100,6799738
3968M,5.0,1641197568.0,2.362648,550,31393072
3328M,2.0,425705472.0,0.616139,100,10734249
3968M,5.0,1640087552.0,2.360152,550,32915263
3328M,2.0,428761088.0,0.600958,100,8440178
3328M,2.0,425594880.0,0.600958,100,9871118
3968M,5.0,1661415424.0,2.355194,550,36816863
3328M,2.0,616321024.0,0.589838,150,33547488
3968M,5.0,1671516160.0,2.363982,550,35236408
3328M,2.0,614907904.0,0.612248,150,34185460
3968M,5.0,1682989056.0,2.370681,550,35106510
3328M,2.0,624545792.0,0.634375,150,36601978
3968M,5.0,1817731072.0,2.364371,600,37475689
3328M,2.0,611287040.0,0.634375,150,36777333
3968M,5.0,1817731072.0,2.376595,600,39119507
3328M,2.0,592990208.0,0.640056,150,35884250
3968M,5.0,1807237120.0,2.404714,600,37313983
3328M,2.0,759504896.0,0.632429,200,50184808
3968M,5.0,1882218496.0,2.404714,600,37166572
3328M,2.0,759504896.0,0.634269,200,50880253
3968M,5.0,1916870656.0,2.400533,600,38439526
3328M,2.0,774807552.0,0.635574,200,46203030
3328M,2.0,774807552.0,0.660258,200,49136185
3328M,2.0,730402816.0,0.66066,200,55389969
3328M,2.0,826765312.0,0.658878,250,63778034
3328M,2.0,837111808.0,0.651704,250,59570646
3328M,2.0,862199808.0,0.660734,250,60826291
3328M,2.0,838643712.0,0.660734,250,61523833
4096M,5.0,295911424.0,1.732372,100,2819
4096M,5.0,295911424.0,2.143715,100,2547
3328M,2.0,881352704.0,0.654052,250,65061157
4096M,5.0,289341440.0,2.431374,100,1258
3328M,2.0,955318272.0,0.645212,300,68880621
4096M,5.0,297082880.0,2.456223,100,2305
3328M,2.0,967802880.0,0.635884,300,67383981
4096M,5.0,297082880.0,2.456223,100,1422
4096M,5.0,363528192.0,2.43253,150,67133
3328M,2.0,968556544.0,0.643148,300,64077437
4096M,5.0,368529408.0,2.354326,150,65237
3328M,2.0,968556544.0,0.662216,300,64225859
4096M,5.0,380469248.0,2.354326,150,88511
3328M,2.0,965558272.0,0.678532,300,64925647
4096M,5.0,380469248.0,2.310559,150,64795
3328M,2.0,1104322560.0,0.676802,350,68981366
4096M,5.0,361791488.0,2.311069,150,65750
4096M,5.0,419274752.0,2.311069,200,135255
3328M,2.0,1104322560.0,0.677786,350,68679697
4096M,5.0,413958144.0,2.308725,200,134389
3328M,2.0,1121714176.0,0.679786,350,68708860
4096M,5.0,442966016.0,2.257563,200,141208
3328M,2.0,1126158336.0,0.679786,350,69893127
4096M,5.0,442966016.0,2.2902,200,147789
4096M,5.0,415928320.0,2.294953,200,134794
3328M,2.0,1190297600.0,0.676371,400,71906458
4096M,5.0,478048256.0,2.305487,250,240022
3328M,2.0,1190297600.0,0.683447,400,71832672
4096M,5.0,498266112.0,2.277154,250,229897
4096M,5.0,498266112.0,2.297244,250,339415
3328M,2.0,1213812736.0,0.682076,450,74868026
4096M,5.0,486780928.0,2.297244,250,232640
3328M,2.0,1392918528.0,0.68405,450,74934133
4096M,5.0,488693760.0,2.290926,250,236151
4096M,5.0,600866816.0,2.30038,300,381323
3328M,2.0,1297416192.0,0.681116,450,74685650
4096M,5.0,591671296.0,2.30038,300,377237
3328M,2.0,1297416192.0,0.68674,450,75145482
4096M,5.0,581443584.0,2.289768,300,338878
4096M,5.0,560414720.0,2.289768,300,398277
3328M,2.0,1548382208.0,0.686884,550,79568070
4096M,5.0,570949632.0,2.280907,300,404862
3328M,2.0,1548382208.0,0.687589,550,79165278
4096M,5.0,821882880.0,2.283731,350,6577325
4096M,5.0,814837760.0,2.271557,350,6176770
3328M,2.0,1677438976.0,0.681249,600,81431623
4096M,5.0,829894656.0,2.265078,350,6428912
3328M,2.0,1676267520.0,0.682354,600,81018191
4096M,5.0,829894656.0,2.265232,350,6839689
3328M,2.0,1587830784.0,0.67785,600,81996288
4096M,5.0,787853312.0,2.263842,350,6897555
4096M,5.0,1182371840.0,2.232668,400,13694017
4096M,5.0,1192890368.0,2.247959,400,13216297
4096M,5.0,1192890368.0,2.265934,400,12869972
3200M,2.0,724692992.0,0.670964,50,212612
4096M,5.0,1171832832.0,2.288294,400,11196051
3200M,2.0,252497920.0,0.670964,50,4198
3200M,2.0,252665856.0,0.66274,50,121207
4096M,5.0,1190760448.0,2.288022,400,10065627
3200M,2.0,248811520.0,0.638609,50,85046
4096M,5.0,1409769472.0,2.27727,450,17323816
3200M,2.0,253173760.0,0.630725,50,84894
4096M,5.0,1366003712.0,2.280647,450,22974962
3200M,2.0,418160640.0,0.643861,100,8568393
4096M,5.0,1368961024.0,2.338612,450,16036613
3200M,2.0,428924928.0,0.643861,100,9127591
4096M,5.0,1345269760.0,2.341609,450,19351307
3200M,2.0,428924928.0,0.630304,100,7874216
4096M,5.0,1370738688.0,2.342578,450,18125762
3200M,2.0,426438656.0,0.630304,100,6435299
4096M,5.0,1551978496.0,2.342578,500,25538734
3200M,2.0,443990016.0,0.626672,100,6916498
4096M,5.0,1532755968.0,2.356998,500,26910907
3200M,2.0,604631040.0,0.623779,150,33640035
4096M,5.0,1548144640.0,2.367357,500,28751804
3200M,2.0,608186368.0,0.624315,150,36827390
4096M,5.0,1548144640.0,2.367357,500,27344785
3200M,2.0,624222208.0,0.63206,150,32623761
4096M,5.0,1521319936.0,2.357707,500,28225667
3200M,2.0,624222208.0,0.645835,150,33354561
4096M,5.0,1650864128.0,2.345054,550,32639077
3200M,2.0,606793728.0,0.64013,150,37357918
4096M,5.0,1779585024.0,2.353652,550,35508061
3200M,2.0,771014656.0,0.64131,200,49157188
4096M,5.0,1643880448.0,2.366578,550,34734962
3200M,2.0,771014656.0,0.639147,200,50333666
4096M,5.0,1673691136.0,2.366578,550,32105931
3200M,2.0,742928384.0,0.642046,200,49718727
4096M,5.0,1666494464.0,2.359115,550,34694466
3200M,2.0,774938624.0,0.642731,200,53157347
4096M,5.0,1855844352.0,2.359115,600,38158524
3200M,2.0,810639360.0,0.648619,250,61639464
4096M,5.0,1855844352.0,2.379702,600,37695382
3200M,2.0,854667264.0,0.646768,250,60118343
4096M,5.0,1772208128.0,2.400441,600,38743616
3200M,2.0,879882240.0,0.641542,250,60892233
4096M,5.0,1853603840.0,2.39343,600,38287771
3200M,2.0,874319872.0,0.63622,250,60194609
4096M,5.0,1919504384.0,2.396246,600,40208769
3200M,2.0,875401216.0,0.633959,250,56566718
3200M,2.0,951177216.0,0.650483,300,66489198
3200M,2.0,987758592.0,0.656004,300,69601199
512M,4.5,632201216.0,1.688606,50,1392
3200M,2.0,987758592.0,0.639442,300,66935607
3200M,2.0,1089425408.0,0.649944,300,68729794
512M,4.5,241233920.0,1.419775,50,1963
3200M,2.0,1045651456.0,0.647638,350,70849622
512M,4.5,308785152.0,1.442559,100,41918
3200M,2.0,1127301120.0,0.653351,350,68642705
512M,4.5,308785152.0,1.612245,100,37972
512M,4.5,300765184.0,1.703904,100,41800
3200M,2.0,1119649792.0,0.665774,400,71439495
512M,4.5,304082944.0,1.703904,100,37163
3200M,2.0,1242935296.0,0.672114,450,74772572
512M,4.5,304082944.0,1.708998,100,45966
512M,4.5,356855808.0,1.696723,150,129227
3200M,2.0,1428140032.0,0.672186,500,76755588
512M,4.5,356855808.0,1.702664,150,132761
3200M,2.0,1454030848.0,0.671606,550,79786037
512M,4.5,359116800.0,1.685316,150,144028
512M,4.5,359116800.0,1.679646,150,337594
3200M,2.0,1583431680.0,0.670277,550,79734982
512M,4.5,359403520.0,1.656182,150,152936
3200M,2.0,1576759296.0,0.67091,550,78784635
512M,4.5,402214912.0,1.678591,200,185776
3200M,2.0,1617743872.0,0.689265,600,78577118
3200M,2.0,1769922560.0,0.776435,600,73919045
3200M,2.0,1678860288.0,0.927658,600,71807207
3200M,2.0,1732640768.0,0.960862,600,82324135
3072M,2.0,720990208.0,0.438851,50,291926
3072M,2.0,250613760.0,0.611591,50,343609
3072M,2.0,250105856.0,0.611591,50,230526
3072M,2.0,253771776.0,0.608701,50,242010
640M,4.5,251854848.0,1.45012,50,1694
3072M,2.0,248008704.0,0.595371,50,110588
640M,4.5,304693248.0,1.536366,100,19452
3072M,2.0,422273024.0,0.612906,100,7427036
640M,4.5,314552320.0,1.623619,100,4405
3072M,2.0,429821952.0,0.628019,100,9084055
640M,4.5,314023936.0,1.642627,100,9372
3072M,2.0,429821952.0,0.628019,100,7948467
640M,4.5,314023936.0,1.742013,100,40710
640M,4.5,313290752.0,1.722149,100,41444
3072M,2.0,424603648.0,0.601626,100,9143125
640M,4.5,360022016.0,1.704972,150,133990
3072M,2.0,431230976.0,0.588865,100,6357121
640M,4.5,363479040.0,1.695709,150,125608
3072M,2.0,589303808.0,0.587761,150,30306122
640M,4.5,360333312.0,1.694043,150,138399
3072M,2.0,590819328.0,0.61191,150,31422040
640M,4.5,357076992.0,1.672236,150,129170
3072M,2.0,606576640.0,0.635145,150,31035062
640M,4.5,358338560.0,1.698636,150,141966
3072M,2.0,598618112.0,0.65495,150,32972008
640M,4.5,438521856.0,1.688406,200,256383
3072M,2.0,615194624.0,0.64944,150,33132084
640M,4.5,438521856.0,1.683906,200,302084
3072M,2.0,706269184.0,0.658644,200,50066690
640M,4.5,450060288.0,1.683906,200,268659
3072M,2.0,721461248.0,0.665954,200,48790020
640M,4.5,450060288.0,1.669139,200,307762
3072M,2.0,736100352.0,0.674804,200,47116524
640M,4.5,417972224.0,1.669139,200,249824
3072M,2.0,754667520.0,0.681722,200,45848408
640M,4.5,1054887936.0,1.660607,250,243703
3072M,2.0,754667520.0,0.681722,200,44442945
640M,4.5,1090301952.0,1.543986,250,883198
3072M,2.0,910086144.0,0.683529,250,52973818
3072M,2.0,910086144.0,0.703834,250,51268028
3072M,2.0,898174976.0,0.738302,250,58097320
3072M,2.0,898174976.0,0.758281,250,47276871
3072M,2.0,865591296.0,0.809309,250,39344234
3072M,2.0,949088256.0,0.865505,300,45786900
3072M,2.0,991887360.0,0.971511,300,60313357
3072M,2.0,996777984.0,0.920773,300,65301976
768M,4.5,406056960.0,1.576858,50,1018
3072M,2.0,1046147072.0,0.703,350,71385624
3072M,2.0,1291960320.0,0.627293,450,79494222
3072M,2.0,1291960320.0,0.629328,450,76960545
768M,4.5,313892864.0,1.453495,100,42089
3072M,2.0,1311461376.0,0.656261,450,75679411
768M,4.5,313892864.0,1.598204,100,43403
3072M,2.0,1350098944.0,0.672564,500,77263514
768M,4.5,315035648.0,1.623978,100,32304
768M,4.5,324087808.0,1.708054,100,41081
3072M,2.0,1458982912.0,0.671284,500,76622435
768M,4.5,324087808.0,1.708054,100,42664
3072M,2.0,1418354688.0,0.670689,500,77197611
768M,4.5,368353280.0,1.699427,150,144190
768M,4.5,370692096.0,1.697752,150,141421
3072M,2.0,1418354688.0,0.667704,500,77105135
768M,4.5,369364992.0,1.68803,150,128730
768M,4.5,369364992.0,1.678548,150,125131
3072M,2.0,1641496576.0,0.665987,600,82080086
768M,4.5,362504192.0,1.671797,150,137947
3072M,2.0,1641496576.0,0.661821,600,81407757
768M,4.5,418476032.0,1.673919,200,305777
768M,4.5,428605440.0,1.673919,200,245264
2944M,2.0,736485376.0,0.497544,50,95009
768M,4.5,424042496.0,1.657115,200,299416
2944M,2.0,253267968.0,0.666453,50,111929
768M,4.5,432455680.0,1.677674,200,256118
2944M,2.0,253267968.0,0.666453,50,93816
768M,4.5,427446272.0,1.677674,200,271421
2944M,2.0,247529472.0,0.660017,50,116725
768M,4.5,532168704.0,1.702352,250,563468
2944M,2.0,250310656.0,0.660017,50,69224
768M,4.5,569630720.0,1.684997,250,1427734
2944M,2.0,407703552.0,0.65378,100,7217073
768M,4.5,596144128.0,1.688463,250,1462330
2944M,2.0,411656192.0,0.636953,100,8397389
768M,4.5,559427584.0,1.674099,250,984879
2944M,2.0,408391680.0,0.636953,100,9229630
768M,4.5,538963968.0,1.669352,250,1502203
2944M,2.0,412016640.0,0.635084,100,6248072
768M,4.5,971665408.0,1.669352,300,1342033
2944M,2.0,387493888.0,0.63443,100,4125825
2944M,2.0,631996416.0,0.708009,150,12333862
2944M,2.0,598179840.0,0.716629,150,13429036
2944M,2.0,592367616.0,0.822444,150,8786804
2944M,2.0,506138624.0,0.867525,150,9793917
2944M,2.0,607662080.0,0.867525,150,35037542
