time,ram_limit,cpu_limit,ram_usage,cpu_usage,n
1637128508,4096000000,2.5,326533120.0,0.006684,10
1637128518,4096000000,2.5,400990208.0,0.016074,20
1637128529,4096000000,2.5,425889792.0,0.016074,30
1637128540,4096000000,2.5,490668032.0,0.024754,40
1637128551,4096000000,2.5,490668032.0,0.0,50
1637128563,4096000000,2.5,629501952.0,0.0,60
1637128574,4096000000,2.5,655360000.0,0.292193,70
1637128585,4096000000,2.5,655360000.0,0.292193,80
1637128796,3840000000,2.5,474394624.0,0.077067,10
1637128806,3840000000,2.5,539136000.0,0.0,20
1637128817,3840000000,2.5,573886464.0,0.0,30
1637128828,3840000000,2.5,638517248.0,0.040398,40
1637128839,3840000000,2.5,680112128.0,0.040398,50
1637128850,3840000000,2.5,786165760.0,0.111671,60
1637128861,3840000000,2.5,801734656.0,0.250232,70
1637128872,3840000000,2.5,801734656.0,0.251446,80
1637128883,3840000000,2.5,419278848.0,0.251446,90
1637128897,3840000000,2.5,426987520.0,0.419898,100
1637128909,3840000000,2.5,433762304.0,0.338605,110
1637128921,3840000000,2.5,438882304.0,0.338605,120
1637128934,3840000000,2.5,446881792.0,0.388101,130
1637128946,3840000000,2.5,453070848.0,0.388101,140
1637128961,3840000000,2.5,459202560.0,0.427361,150
1637128975,3840000000,2.5,468385792.0,0.481368,160
1637128988,3840000000,2.5,526147584.0,0.481368,170
1637129005,3840000000,2.5,533540864.0,0.794614,180
1637129025,3840000000,2.5,536576000.0,0.489383,190
1637129234,3584000000,2.5,612741120.0,0.008347,10
1637129244,3584000000,2.5,677462016.0,0.047922,20
1637129255,3584000000,2.5,711925760.0,0.047922,30
1637129266,3584000000,2.5,745304064.0,0.007943,40
1637129276,3584000000,2.5,818495488.0,0.171518,50
1637129288,3584000000,2.5,868593664.0,0.171518,60
1637129299,3584000000,2.5,942620672.0,0.237369,70
1637129310,3584000000,2.5,953393152.0,0.30658,80
1637129322,3584000000,2.5,953393152.0,0.400462,90
1637129334,3584000000,2.5,426311680.0,0.308904,100
1637129345,3584000000,2.5,436338688.0,0.314566,110
1637129359,3584000000,2.5,437157888.0,0.314566,120
1637129567,3328000000,2.5,509833216.0,0.005275,10
1637129578,3328000000,2.5,574685184.0,0.06082,20
1637129588,3328000000,2.5,609325056.0,0.06082,30
1637129599,3328000000,2.5,642719744.0,0.053836,40
1637129610,3328000000,2.5,715608064.0,0.053836,50
1637129621,3328000000,2.5,765882368.0,0.074554,60
1637129633,3328000000,2.5,846417920.0,0.245026,70
1637129644,3328000000,2.5,848400384.0,0.242502,80
1637129855,3072000000,2.5,483835904.0,0.043383,10
1637129865,3072000000,2.5,548646912.0,0.043383,20
1637129876,3072000000,2.5,583249920.0,0.072104,30
1637129886,3072000000,2.5,616742912.0,0.0,40
1637129898,3072000000,2.5,689795072.0,0.0,50
1637129909,3072000000,2.5,762224640.0,0.026345,60
1637129920,3072000000,2.5,812793856.0,0.239309,70
1637129932,3072000000,2.5,822255616.0,0.269775,80
1637130146,2816000000,2.5,483729408.0,0.033158,10
1637130156,2816000000,2.5,548249600.0,0.071836,20
1637130167,2816000000,2.5,582918144.0,0.071836,30
1637130177,2816000000,2.5,647647232.0,0.069225,40
1637130188,2816000000,2.5,689340416.0,0.069225,50
1637130199,2816000000,2.5,795295744.0,0.115615,60
1637130211,2816000000,2.5,816558080.0,0.291321,70
1637130222,2816000000,2.5,823144448.0,0.245003,80
1637130435,2560000000,2.5,484855808.0,0.063099,10
1637130446,2560000000,2.5,549384192.0,0.053442,20
1637130456,2560000000,2.5,584019968.0,0.085717,30
1637130467,2560000000,2.5,648732672.0,0.058012,40
1637130478,2560000000,2.5,690860032.0,0.058012,50
1637130489,2560000000,2.5,796557312.0,0.064903,60
1637130500,2560000000,2.5,814899200.0,0.239438,70
1637130511,2560000000,2.5,823746560.0,0.28955,80
1637130725,2304000000,2.5,484511744.0,0.043436,10
1637130735,2304000000,2.5,549089280.0,0.06159,20
1637130746,2304000000,2.5,583630848.0,0.06811,30
1637130757,2304000000,2.5,648339456.0,0.073452,40
1637130768,2304000000,2.5,690118656.0,0.073452,50
1637130779,2304000000,2.5,795959296.0,0.084939,60
1637130790,2304000000,2.5,819195904.0,0.241484,70
1637130801,2304000000,2.5,829382656.0,0.433605,80
1637130812,2304000000,2.5,829665280.0,0.422122,90
1637130825,2304000000,2.5,428994560.0,0.249426,100
1637130837,2304000000,2.5,431640576.0,0.246148,110
1637131052,2048000000,2.5,504442880.0,0.000249,10
1637131062,2048000000,2.5,578805760.0,0.009677,20
1637131073,2048000000,2.5,603869184.0,0.009677,30
1637131084,2048000000,2.5,668602368.0,0.073569,40
1637131095,2048000000,2.5,710348800.0,0.073569,50
1637131106,2048000000,2.5,816508928.0,0.142171,60
1637131117,2048000000,2.5,830001152.0,0.241781,70
1637131129,2048000000,2.5,838590464.0,0.241781,80
1637131337,1792000000,2.5,483131392.0,0.010445,10
1637131348,1792000000,2.5,547647488.0,0.057234,20
1637131358,1792000000,2.5,591568896.0,0.057234,30
1637131369,1792000000,2.5,625205248.0,0.048572,40
1637131380,1792000000,2.5,698183680.0,0.048572,50
1637131391,1792000000,2.5,791764992.0,0.087514,60
1637131402,1792000000,2.5,819089408.0,0.317755,70
1637131414,1792000000,2.5,819089408.0,0.237355,80
1637131622,1536000000,2.5,484786176.0,0.0,10
1637131632,1536000000,2.5,549511168.0,0.050832,20
1637131643,1536000000,2.5,584314880.0,0.050832,30
1637131653,1536000000,2.5,617742336.0,0.046715,40
1637131664,1536000000,2.5,691060736.0,0.046715,50
1637131675,1536000000,2.5,741269504.0,0.0,60
1637131686,1536000000,2.5,825257984.0,0.305994,70
1637131698,1536000000,2.5,829571072.0,0.324185,80
1637131709,1536000000,2.5,829571072.0,0.324185,90
1637131721,1536000000,2.5,420929536.0,0.235048,100
1637131927,1280000000,2.5,493731840.0,0.0,10
1637131938,1280000000,2.5,568205312.0,0.010509,20
1637131948,1280000000,2.5,593129472.0,0.010509,30
1637131959,1280000000,2.5,646717440.0,0.051691,40
1637131970,1280000000,2.5,699555840.0,0.106195,50
1637131981,1280000000,2.5,749764608.0,0.100378,60
1637131992,1280000000,2.5,832884736.0,0.282143,70
1637132003,1280000000,2.5,832884736.0,0.248579,80
1637132204,1024000000,2.5,488112128.0,0.016322,10
1637132215,1024000000,2.5,552771584.0,0.054301,20
1637132226,1024000000,2.5,596803584.0,0.054301,30
1637132236,1024000000,2.5,630304768.0,0.01001,40
1637132247,1024000000,2.5,719056896.0,0.008231,50
1637132258,1024000000,2.5,769118208.0,0.008231,60
1637132270,1024000000,2.5,818393088.0,0.281543,70
1637132281,1024000000,2.5,837906432.0,0.37699,80
1637132488,768000000,2.5,498905088.0,0.0,10
1637132499,768000000,2.5,563732480.0,0.071557,20
1637132509,768000000,2.5,598429696.0,0.071557,30
1637132520,768000000,2.5,645615616.0,0.01384,40
1637132531,768000000,2.5,704622592.0,0.072308,50
1637132542,768000000,2.5,810487808.0,0.050661,60
1637132553,768000000,2.5,839163904.0,0.243696,70
1637132565,768000000,2.5,843866112.0,0.285666,80
1637132576,768000000,2.5,843866112.0,0.320165,90
1637132589,768000000,2.5,427458560.0,0.320165,100
1637132600,768000000,2.5,432779264.0,0.286288,110
1637132612,768000000,2.5,438697984.0,0.400273,120
1637132624,768000000,2.5,446754816.0,0.471363,130
1637132637,768000000,2.5,454877184.0,0.471363,140
1637132652,768000000,2.5,460582912.0,0.484654,150
1637132665,768000000,2.5,468955136.0,0.50956,160
1637132678,768000000,2.5,480862208.0,0.50956,170
1637132696,768000000,2.5,489807872.0,0.752634,180
1637132717,768000000,2.5,501022720.0,0.586177,190
1637132738,768000000,2.5,503033856.0,0.519687,200
1637132946,512000000,2.5,529661952.0,0.005428,10
1637133147,256000000,2.5,102535168.0,0.037873,10
1637133157,256000000,2.5,167104512.0,0.008394,20
1637133168,256000000,2.5,211238912.0,0.008394,30
1637133179,256000000,2.5,244371456.0,0.006693,40
1637133189,256000000,2.5,292651008.0,0.068492,50
1637133202,256000000,2.5,295034880.0,0.231792,60
1637133220,256000000,2.5,295034880.0,0.323484,70
1637133250,256000000,2.5,295034880.0,0.390027,80
1637133281,256000000,2.5,268414976.0,0.28464,90
1637133354,256000000,2.5,268431360.0,0.332644,100
1637133423,256000000,2.5,268410880.0,0.241736,110
1637133630,4096000000,2.0,341192704.0,0.04194,10
1637133641,4096000000,2.0,406040576.0,0.078024,20
1637133651,4096000000,2.0,440758272.0,0.070548,30
1637133662,4096000000,2.0,505548800.0,0.070548,40
1637133673,4096000000,2.0,547176448.0,0.066701,50
1637133684,4096000000,2.0,652787712.0,0.058259,60
1637133696,4096000000,2.0,663904256.0,0.254347,70
1637133707,4096000000,2.0,683954176.0,0.444343,80
1637133718,4096000000,2.0,684679168.0,0.251539,90
1637133926,3840000000,2.0,489218048.0,0.063602,10
1637133936,3840000000,2.0,553943040.0,0.066426,20
1637133946,3840000000,2.0,588488704.0,0.054854,30
1637133957,3840000000,2.0,621961216.0,0.054854,40
1637133968,3840000000,2.0,694939648.0,0.049704,50
1637133979,3840000000,2.0,745127936.0,0.0,60
1637133990,3840000000,2.0,817278976.0,0.237596,70
1637134002,3840000000,2.0,830033920.0,0.371133,80
1637134013,3840000000,2.0,830980096.0,0.333762,90
1637134025,3840000000,2.0,419524608.0,0.244548,100
1637134231,3584000000,2.0,492429312.0,0.063792,10
1637134241,3584000000,2.0,566943744.0,0.062609,20
1637134252,3584000000,2.0,591872000.0,0.062609,30
1637134263,3584000000,2.0,656998400.0,0.036444,40
1637134273,3584000000,2.0,698245120.0,0.036444,50
1637134284,3584000000,2.0,748539904.0,0.065089,60
1637134296,3584000000,2.0,820219904.0,0.238294,70
1637134307,3584000000,2.0,835112960.0,0.399609,80
1637134318,3584000000,2.0,835747840.0,0.286944,90
1637134330,3584000000,2.0,428441600.0,0.368666,100
1637134342,3584000000,2.0,433676288.0,0.400546,110
1637134356,3584000000,2.0,438558720.0,0.364145,120
1637134368,3584000000,2.0,445206528.0,0.51046,130
1637134380,3584000000,2.0,445206528.0,0.428381,140
1637134588,3328000000,2.0,517922816.0,0.004396,10
1637134598,3328000000,2.0,592367616.0,0.052145,20
1637134609,3328000000,2.0,617345024.0,0.052145,30
1637134620,3328000000,2.0,650866688.0,0.052905,40
1637134631,3328000000,2.0,723918848.0,0.13985,50
1637134642,3328000000,2.0,828416000.0,0.119405,60
1637134653,3328000000,2.0,854892544.0,0.247526,70
1637134664,3328000000,2.0,862097408.0,0.255888,80
1637134675,3328000000,2.0,862097408.0,0.255888,90
1637134688,3328000000,2.0,428756992.0,0.462203,100
1637134699,3328000000,2.0,433004544.0,0.319261,110
1637134711,3328000000,2.0,438661120.0,0.366297,120
1637134723,3328000000,2.0,446308352.0,0.568279,130
1637134736,3328000000,2.0,452284416.0,0.390842,140
1637134752,3328000000,2.0,458682368.0,0.485858,150
1637134764,3328000000,2.0,468623360.0,0.491152,160
1637134778,3328000000,2.0,502489088.0,0.493044,170
1637134795,3328000000,2.0,510554112.0,0.831024,180
1637134817,3328000000,2.0,514506752.0,0.618454,190
1637135025,3072000000,2.0,587165696.0,0.031529,10
1637135035,3072000000,2.0,652058624.0,0.053364,20
1637135046,3072000000,2.0,686698496.0,0.058891,30
1637135056,3072000000,2.0,751407104.0,0.058891,40
1637135068,3072000000,2.0,793120768.0,0.029684,50
1637135079,3072000000,2.0,898916352.0,0.063029,60
1637135090,3072000000,2.0,919883776.0,0.239127,70
1637135101,3072000000,2.0,930459648.0,0.419239,80
1637135113,3072000000,2.0,930459648.0,0.419239,90
1637135126,3072000000,2.0,425598976.0,0.323907,100
1637135137,3072000000,2.0,433606656.0,0.38909,110
1637135150,3072000000,2.0,439144448.0,0.38909,120
1637135162,3072000000,2.0,446808064.0,0.542071,130
1637135175,3072000000,2.0,446808064.0,0.325065,140
1637135378,2816000000,2.0,522993664.0,0.007214,10
1637135388,2816000000,2.0,587575296.0,0.007214,20
1637135399,2816000000,2.0,631513088.0,0.050828,30
