time,ram_limit,cpu_limit,ram_usage,cpu_usage,n
1637096842,4096000000,3.5,341377024.0,0.000144,10
1637096852,4096000000,3.5,405983232.0,0.0,20
1637096863,4096000000,3.5,440643584.0,0.051595,30
1637096874,4096000000,3.5,474112000.0,0.051595,40
1637096884,4096000000,3.5,547008512.0,0.0,50
1637096895,4096000000,3.5,597131264.0,0.088524,60
1637096907,4096000000,3.5,677728256.0,0.303196,70
1637096918,4096000000,3.5,677728256.0,0.248716,80
1637097124,3840000000,3.5,487165952.0,0.007014,10
1637097135,3840000000,3.5,551833600.0,0.028868,20
1637097145,3840000000,3.5,592216064.0,0.028868,30
1637097156,3840000000,3.5,625668096.0,0.048045,40
1637097167,3840000000,3.5,698740736.0,0.010265,50
1637097178,3840000000,3.5,748941312.0,0.09047,60
1637097189,3840000000,3.5,812273664.0,0.239209,70
1637097200,3840000000,3.5,812273664.0,0.239209,80
1637097409,3584000000,3.5,475058176.0,0.011861,10
1637097419,3584000000,3.5,539897856.0,0.056593,20
1637097429,3584000000,3.5,574590976.0,0.056593,30
1637097440,3584000000,3.5,608100352.0,0.079486,40
1637097451,3584000000,3.5,680947712.0,0.079486,50
1637097462,3584000000,3.5,786649088.0,0.110438,60
1637097473,3584000000,3.5,811683840.0,0.24279,70
1637097484,3584000000,3.5,818057216.0,0.31254,80
1637097496,3584000000,3.5,818057216.0,0.31254,90
1637097508,3584000000,3.5,431177728.0,0.470396,100
1637097520,3584000000,3.5,437223424.0,0.309605,110
1637097533,3584000000,3.5,441352192.0,0.455964,120
1637097545,3584000000,3.5,448233472.0,0.377458,130
1637097557,3584000000,3.5,455294976.0,0.377458,140
1637097569,3584000000,3.5,462741504.0,0.437572,150
1637097581,3584000000,3.5,470798336.0,0.437572,160
1637097597,3584000000,3.5,479690752.0,0.557577,170
1637097610,3584000000,3.5,546435072.0,0.450204,180
1637097623,3584000000,3.5,558039040.0,0.548397,190
1637097640,3584000000,3.5,565317632.0,0.819472,200
1637097663,3584000000,3.5,577187840.0,0.599083,210
1637097685,3584000000,3.5,586801152.0,0.739183,220
1637097705,3584000000,3.5,598470656.0,0.536164,230
1637097727,3584000000,3.5,611016704.0,0.859786,240
1637097749,3584000000,3.5,622837760.0,0.754265,250
1637097771,3584000000,3.5,633810944.0,0.788035,260
1637097794,3584000000,3.5,648814592.0,0.990734,270
1637097816,3584000000,3.5,662446080.0,0.771346,280
1637097839,3584000000,3.5,677810176.0,1.067797,290
1637097865,3584000000,3.5,692441088.0,1.335977,300
1637097892,3584000000,3.5,708407296.0,1.103624,310
1637097921,3584000000,3.5,726052864.0,1.006356,320
1637097953,3584000000,3.5,742744064.0,0.876671,330
1637097986,3584000000,3.5,759582720.0,0.778332,340
1637098021,3584000000,3.5,779534336.0,1.204538,350
1637098058,3584000000,3.5,797405184.0,1.106144,360
1637098096,3584000000,3.5,816607232.0,1.195797,370
1637098138,3584000000,3.5,836542464.0,1.027751,380
1637098182,3584000000,3.5,857251840.0,0.919293,390
1637098228,3584000000,3.5,881053696.0,0.962289,400
1637098275,3584000000,3.5,901926912.0,1.237282,410
1637098326,3584000000,3.5,924311552.0,0.717712,420
1637098380,3584000000,3.5,948391936.0,0.84331,430
1637098435,3584000000,3.5,971350016.0,1.195301,440
1637098493,3584000000,3.5,997154816.0,1.19847,450
1637098554,3584000000,3.5,1021931520.0,1.12241,460
1637098616,3584000000,3.5,1048981504.0,0.889109,470
1637098682,3584000000,3.5,1075593216.0,0.997621,480
1637098751,3584000000,3.5,1102266368.0,1.215598,490
1637098823,3584000000,3.5,1130819584.0,0.81255,500
1637098897,3584000000,3.5,1159700480.0,1.118927,510
1637098976,3584000000,3.5,1190359040.0,1.228648,520
1637099995,3328000000,3.5,1508061184.0,0.046185,10
1637100005,3328000000,3.5,1582350336.0,0.049645,20
1637100015,3328000000,3.5,1607274496.0,0.049645,30
1637100027,3328000000,3.5,1672089600.0,0.102425,40
1637100038,3328000000,3.5,1713762304.0,0.006171,50
1637100049,3328000000,3.5,1819484160.0,0.006171,60
1637100060,3328000000,3.5,1836916736.0,0.235371,70
1637100071,3328000000,3.5,1850019840.0,0.316299,80
1637100082,3328000000,3.5,1850589184.0,0.362849,90
1637100095,3328000000,3.5,425713664.0,0.362849,100
1637100106,3328000000,3.5,437653504.0,0.481189,110
1637100118,3328000000,3.5,442257408.0,0.481189,120
1637100134,3328000000,3.5,449118208.0,0.492581,130
1637100146,3328000000,3.5,456404992.0,0.372648,140
1637100158,3328000000,3.5,462917632.0,0.511197,150
1637100177,3328000000,3.5,470843392.0,0.483696,160
1637100191,3328000000,3.5,478621696.0,0.562681,170
1637100204,3328000000,3.5,548401152.0,0.366206,180
1637100220,3328000000,3.5,557023232.0,0.762668,190
1637100241,3328000000,3.5,558772224.0,0.537948,200
1637100446,3072000000,3.5,634822656.0,0.035697,10
1637100456,3072000000,3.5,699351040.0,0.009293,20
1637100467,3072000000,3.5,743141376.0,0.01844,30
1637100478,3072000000,3.5,776736768.0,0.01844,40
1637100489,3072000000,3.5,865533952.0,0.030669,50
1637100500,3072000000,3.5,915599360.0,0.092274,60
1637100511,3072000000,3.5,959770624.0,0.302712,70
1637100523,3072000000,3.5,975257600.0,0.302712,80
1637100534,3072000000,3.5,975257600.0,0.239235,90
1637100546,3072000000,3.5,426545152.0,0.333787,100
1637100557,3072000000,3.5,435589120.0,0.422264,110
1637100569,3072000000,3.5,441966592.0,0.445277,120
1637100581,3072000000,3.5,446656512.0,0.445277,130
1637100596,3072000000,3.5,452980736.0,0.412233,140
1637100609,3072000000,3.5,461475840.0,0.565736,150
1637100621,3072000000,3.5,468353024.0,0.487922,160
1637100640,3072000000,3.5,478547968.0,0.735503,170
1637100652,3072000000,3.5,547549184.0,0.783247,180
1637100665,3072000000,3.5,557314048.0,0.570888,190
1637100683,3072000000,3.5,566546432.0,0.573756,200
1637100705,3072000000,3.5,576364544.0,0.594152,210
1637100727,3072000000,3.5,579964928.0,0.710382,220
1637100930,2816000000,3.5,655781888.0,0.019714,10
1637100941,2816000000,3.5,720502784.0,0.068656,20
1637100951,2816000000,3.5,764567552.0,0.006876,30
1637100962,2816000000,3.5,797954048.0,0.006876,40
1637100973,2816000000,3.5,886538240.0,0.017474,50
1637100984,2816000000,3.5,936714240.0,0.017474,60
1637100995,2816000000,3.5,978579456.0,0.247705,70
1637101006,2816000000,3.5,997367808.0,0.345986,80
1637101018,2816000000,3.5,1001558016.0,0.345986,90
1637101029,2816000000,3.5,426999808.0,0.293478,100
1637101041,2816000000,3.5,435716096.0,0.348497,110
1637101053,2816000000,3.5,443084800.0,0.41112,120
1637101065,2816000000,3.5,448352256.0,0.41112,130
1637101081,2816000000,3.5,453140480.0,0.505502,140
1637101093,2816000000,3.5,462618624.0,0.486933,150
1637101106,2816000000,3.5,469716992.0,0.486933,160
1637101124,2816000000,3.5,479645696.0,0.713249,170
1637101137,2816000000,3.5,547999744.0,0.718408,180
1637101150,2816000000,3.5,557285376.0,0.484001,190
1637101167,2816000000,3.5,566743040.0,0.664443,200
1637101189,2816000000,3.5,576602112.0,0.597668,210
1637101211,2816000000,3.5,586752000.0,0.603571,220
1637101232,2816000000,3.5,599179264.0,0.761273,230
1637101254,2816000000,3.5,609460224.0,0.746452,240
1637101276,2816000000,3.5,623292416.0,0.710521,250
1637101297,2816000000,3.5,634363904.0,0.92879,260
1637101321,2816000000,3.5,648953856.0,0.840658,270
1637101342,2816000000,3.5,662622208.0,0.802951,280
1637101366,2816000000,3.5,678080512.0,0.742172,290
