algorithm,data_path,approach,data_label,join_time,total_time,feature_selection_time,depth,accuracy,rmse,mae,train_time,feature_importance,join_path_features,cutoff_threshold,redundancy_threshold,rank,top_k,n_features,privacy_risk_score,n_sensitive_features,sensitive_features,blocked_features,join_name,split_mode,test_groups
XGBoost,scenarioA_lat99,BASE,scenarioA_lat99,0.0,5.505475044250488,0.0,0,0.950840175151825,0.0,0.0,5.505475044250488,"{'ram_usage': 20953528.23309764, 'cpu_usage': 20854888.717706382, 'n': 14519829.94518824, 'cpu_limit': 6600728.352973755, 'ram_limit': 212320.62004069705, 'time': 0.0}","['time', 'cpu_limit', 'ram_usage', 'cpu_usage', 'n', 'ram_limit']",0.0,0.0,0,0,6,0.0,0,[],[],,temporal,
RandomForest,scenarioA_lat99,BASE,scenarioA_lat99,0.0,5.505475044250488,0.0,0,0.940875232219696,0.0,0.0,5.505475044250488,"{'cpu_usage': 21478609.69706728, 'ram_usage': 18969961.77445633, 'n': 15523095.801429207, 'cpu_limit': 5935068.330166349, 'ram_limit': 450960.8734132607, 'time': 0.0}","['time', 'cpu_limit', 'ram_usage', 'cpu_usage', 'n', 'ram_limit']",0.0,0.0,0,0,6,0.0,0,[],[],,temporal,
XGBoost,scenarioA_lat99/rabbitmq-reduced.csv--scenarioA_lat99/rabbitmq-reduced.csv|cpu_limit|cpu_limit|scenarioA_lat99/amf-performance.csv--scenarioA_lat99/rabbitmq-reduced.csv|cpu_limit|cpu_limit|scenarioA_lat99/golang-web-server-performance.csv--scenarioA_lat99/amf-performance.csv|cpu_limit|cpu_limit|scenarioA_lat99/python-web-server-performance.csv,Join_All_BFS,scenarioA_lat99,0.9101920127868652,7.734290838241577,0.0,0,0.9533585906028748,0.0,0.0,6.824098825454712,"{'scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage': 23436189.65822696, 'scenarioA_lat99/rabbitmq-reduced.csv.ram_usage': 21786939.667144082, 'scenarioA_lat99/rabbitmq-reduced.csv.n': 15618626.362465825, 'scenarioA_lat99/golang-web-server-performance.csv.cpu_usage': 1402432.2063078913, 'scenarioA_lat99/golang-web-server-performance.csv.ram_limit': 424826.17972698604, 'scenarioA_lat99/rabbitmq-reduced.csv.ram_limit': 344864.6566238433, 'scenarioA_lat99/amf-performance.csv.time': 289734.32383679115, 'scenarioA_lat99/python-web-server-performance.csv.time': 172205.3908921255, 'scenarioA_lat99/amf-performance.csv.n': 129259.38577076475, 'scenarioA_lat99/golang-web-server-performance.csv.c': 87369.7119003186, 'scenarioA_lat99/python-web-server-performance.csv.ram_limit': 71726.4596094653, 'scenarioA_lat99/python-web-server-performance.csv.cpu_usage': 0.0, 'scenarioA_lat99/python-web-server-performance.csv.n': 0.0, 'scenarioA_lat99/python-web-server-performance.csv.c': 0.0, 'scenarioA_lat99/rabbitmq-reduced.csv.time': 0.0, 'scenarioA_lat99/python-web-server-performance.csv.ram_usage': -138.8933742282912, 'scenarioA_lat99/amf-performance.csv.ram_usage': -1122.7170387316496, 'scenarioA_lat99/golang-web-server-performance.csv.n': -2262.3312346145512, 'scenarioA_lat99/golang-web-server-performance.csv.time': -18734.581040828674, 'scenarioA_lat99/golang-web-server-performance.csv.ram_usage': -46747.597536015135, 'scenarioA_lat99/amf-performance.csv.ram_limit': -61188.61351372078, 'scenarioA_lat99/amf-performance.csv.cpu_usage': -88784.98006356135}","['scenarioA_lat99/rabbitmq-reduced.csv.time', 'scenarioA_lat99/rabbitmq-reduced.csv.ram_usage', 'scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage', 'scenarioA_lat99/rabbitmq-reduced.csv.n', 'scenarioA_lat99/amf-performance.csv.time', 'scenarioA_lat99/amf-performance.csv.ram_limit', 'scenarioA_lat99/amf-performance.csv.ram_usage', 'scenarioA_lat99/amf-performance.csv.cpu_usage', 'scenarioA_lat99/amf-performance.csv.n', 'scenarioA_lat99/golang-web-server-performance.csv.time', 'scenarioA_lat99/golang-web-server-performance.csv.ram_usage', 'scenarioA_lat99/golang-web-server-performance.csv.cpu_usage', 'scenarioA_lat99/golang-web-server-performance.csv.n', 'scenarioA_lat99/golang-web-server-performance.csv.c', 'scenarioA_lat99/python-web-server-performance.csv.time', 'scenarioA_lat99/python-web-server-performance.csv.ram_usage', 'scenarioA_lat99/python-web-server-performance.csv.cpu_usage', 'scenarioA_lat99/python-web-server-performance.csv.n', 'scenarioA_lat99/python-web-server-performance.csv.c', 'scenarioA_lat99/rabbitmq-reduced.csv.ram_limit', 'scenarioA_lat99/golang-web-server-performance.csv.ram_limit', 'scenarioA_lat99/python-web-server-performance.csv.ram_limit']",0.0,0.0,0,0,22,0.0,0,[],[],,temporal,
RandomForest,scenarioA_lat99/rabbitmq-reduced.csv--scenarioA_lat99/rabbitmq-reduced.csv|cpu_limit|cpu_limit|scenarioA_lat99/amf-performance.csv--scenarioA_lat99/rabbitmq-reduced.csv|cpu_limit|cpu_limit|scenarioA_lat99/golang-web-server-performance.csv--scenarioA_lat99/amf-performance.csv|cpu_limit|cpu_limit|scenarioA_lat99/python-web-server-performance.csv,Join_All_BFS,scenarioA_lat99,0.9101920127868652,7.734290838241577,0.0,0,0.9199099540710449,0.0,0.0,6.824098825454712,"{'scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage': 21565254.80354581, 'scenarioA_lat99/rabbitmq-reduced.csv.ram_usage': 17750107.808473527, 'scenarioA_lat99/rabbitmq-reduced.csv.n': 15637286.91322266, 'scenarioA_lat99/golang-web-server-performance.csv.cpu_usage': 798721.0204184629, 'scenarioA_lat99/python-web-server-performance.csv.time': 645684.3843621596, 'scenarioA_lat99/golang-web-server-performance.csv.ram_usage': 418015.77727067284, 'scenarioA_lat99/rabbitmq-reduced.csv.ram_limit': 275970.4176736575, 'scenarioA_lat99/golang-web-server-performance.csv.n': 790.1344923529774, 'scenarioA_lat99/rabbitmq-reduced.csv.time': 0.0, 'scenarioA_lat99/python-web-server-performance.csv.c': -12514.315039282665, 'scenarioA_lat99/python-web-server-performance.csv.n': -31088.04136011377, 'scenarioA_lat99/amf-performance.csv.cpu_usage': -40969.7500770621, 'scenarioA_lat99/python-web-server-performance.csv.ram_limit': -46325.80243479721, 'scenarioA_lat99/python-web-server-performance.csv.ram_usage': -48566.24383133128, 'scenarioA_lat99/golang-web-server-performance.csv.c': -52370.9697407756, 'scenarioA_lat99/python-web-server-performance.csv.cpu_usage': -54679.56600924246, 'scenarioA_lat99/golang-web-server-performance.csv.time': -55613.8962597128, 'scenarioA_lat99/amf-performance.csv.n': -56673.446369355916, 'scenarioA_lat99/golang-web-server-performance.csv.ram_limit': -73347.75677694827, 'scenarioA_lat99/amf-performance.csv.ram_usage': -98146.54361228234, 'scenarioA_lat99/amf-performance.csv.time': -197948.5944363784, 'scenarioA_lat99/amf-performance.csv.ram_limit': -358881.38305156154}","['scenarioA_lat99/rabbitmq-reduced.csv.time', 'scenarioA_lat99/rabbitmq-reduced.csv.ram_usage', 'scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage', 'scenarioA_lat99/rabbitmq-reduced.csv.n', 'scenarioA_lat99/amf-performance.csv.time', 'scenarioA_lat99/amf-performance.csv.ram_limit', 'scenarioA_lat99/amf-performance.csv.ram_usage', 'scenarioA_lat99/amf-performance.csv.cpu_usage', 'scenarioA_lat99/amf-performance.csv.n', 'scenarioA_lat99/golang-web-server-performance.csv.time', 'scenarioA_lat99/golang-web-server-performance.csv.ram_usage', 'scenarioA_lat99/golang-web-server-performance.csv.cpu_usage', 'scenarioA_lat99/golang-web-server-performance.csv.n', 'scenarioA_lat99/golang-web-server-performance.csv.c', 'scenarioA_lat99/python-web-server-performance.csv.time', 'scenarioA_lat99/python-web-server-performance.csv.ram_usage', 'scenarioA_lat99/python-web-server-performance.csv.cpu_usage', 'scenarioA_lat99/python-web-server-performance.csv.n', 'scenarioA_lat99/python-web-server-performance.csv.c', 'scenarioA_lat99/rabbitmq-reduced.csv.ram_limit', 'scenarioA_lat99/golang-web-server-performance.csv.ram_limit', 'scenarioA_lat99/python-web-server-performance.csv.ram_limit']",0.0,0.0,0,0,22,0.0,0,[],[],,temporal,
XGBoost,scenarioA_lat99/rabbitmq-reduced.csv--scenarioA_lat99/rabbitmq-reduced.csv|cpu_limit|cpu_limit|scenarioA_lat99/amf-performance.csv--scenarioA_lat99/rabbitmq-reduced.csv|cpu_limit|cpu_limit|scenarioA_lat99/golang-web-server-performance.csv--scenarioA_lat99/amf-performance.csv|cpu_limit|cpu_limit|scenarioA_lat99/python-web-server-performance.csv,Join_All_BFS_Filter,scenarioA_lat99,0.9101920127868652,6.126363039016724,0.015744924545288086,0,0.9551541209220886,0.0,0.0,5.20042610168457,"{'scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage': 23558164.116773248, 'scenarioA_lat99/rabbitmq-reduced.csv.ram_usage': 20153617.180013277, 'scenarioA_lat99/rabbitmq-reduced.csv.n': 17297924.27713772, 'scenarioA_lat99/python-web-server-performance.csv.ram_limit': 1633121.7315971416, 'scenarioA_lat99/amf-performance.csv.time': 796915.6418887234, 'scenarioA_lat99/golang-web-server-performance.csv.ram_limit': 609639.3892516226, 'scenarioA_lat99/rabbitmq-reduced.csv.ram_limit': 390961.07372565643, 'scenarioA_lat99/amf-performance.csv.ram_usage': 203098.06263646408, 'scenarioA_lat99/rabbitmq-reduced.csv.time': 0.0, 'scenarioA_lat99/amf-performance.csv.ram_limit': -3037.9371386850253, 'scenarioA_lat99/amf-performance.csv.cpu_usage': -76749.49375116844}","['scenarioA_lat99/rabbitmq-reduced.csv.ram_usage', 'scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage', 'scenarioA_lat99/rabbitmq-reduced.csv.n', 'scenarioA_lat99/python-web-server-performance.csv.ram_limit', 'scenarioA_lat99/golang-web-server-performance.csv.ram_limit', 'scenarioA_lat99/rabbitmq-reduced.csv.ram_limit', 'scenarioA_lat99/rabbitmq-reduced.csv.time', 'scenarioA_lat99/amf-performance.csv.time', 'scenarioA_lat99/amf-performance.csv.ram_limit', 'scenarioA_lat99/amf-performance.csv.ram_usage', 'scenarioA_lat99/amf-performance.csv.cpu_usage']",0.0,0.0,0,0,11,0.0,0,[],[],,temporal,
RandomForest,scenarioA_lat99/rabbitmq-reduced.csv--scenarioA_lat99/rabbitmq-reduced.csv|cpu_limit|cpu_limit|scenarioA_lat99/amf-performance.csv--scenarioA_lat99/rabbitmq-reduced.csv|cpu_limit|cpu_limit|scenarioA_lat99/golang-web-server-performance.csv--scenarioA_lat99/amf-performance.csv|cpu_limit|cpu_limit|scenarioA_lat99/python-web-server-performance.csv,Join_All_BFS_Filter,scenarioA_lat99,0.9101920127868652,6.126363039016724,0.015744924545288086,0,0.930355429649353,0.0,0.0,5.20042610168457,"{'scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage': 21111168.36409018, 'scenarioA_lat99/rabbitmq-reduced.csv.ram_usage': 18426811.581351914, 'scenarioA_lat99/rabbitmq-reduced.csv.n': 15555479.648263285, 'scenarioA_lat99/python-web-server-performance.csv.ram_limit': 3485453.961052309, 'scenarioA_lat99/amf-performance.csv.time': 598547.2191088218, 'scenarioA_lat99/rabbitmq-reduced.csv.ram_limit': 419568.36507973785, 'scenarioA_lat99/golang-web-server-performance.csv.ram_limit': 312021.6654573049, 'scenarioA_lat99/amf-performance.csv.ram_usage': 151141.7528154239, 'scenarioA_lat99/rabbitmq-reduced.csv.time': 0.0, 'scenarioA_lat99/amf-performance.csv.cpu_usage': -53381.72003419474, 'scenarioA_lat99/amf-performance.csv.ram_limit': -149419.4942737203}","['scenarioA_lat99/rabbitmq-reduced.csv.ram_usage', 'scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage', 'scenarioA_lat99/rabbitmq-reduced.csv.n', 'scenarioA_lat99/python-web-server-performance.csv.ram_limit', 'scenarioA_lat99/golang-web-server-performance.csv.ram_limit', 'scenarioA_lat99/rabbitmq-reduced.csv.ram_limit', 'scenarioA_lat99/rabbitmq-reduced.csv.time', 'scenarioA_lat99/amf-performance.csv.time', 'scenarioA_lat99/amf-performance.csv.ram_limit', 'scenarioA_lat99/amf-performance.csv.ram_usage', 'scenarioA_lat99/amf-performance.csv.cpu_usage']",0.0,0.0,0,0,11,0.0,0,[],[],,temporal,
XGBoost,scenarioA_lat99/rabbitmq-reduced.csv--scenarioA_lat99/rabbitmq-reduced.csv|cpu_limit|cpu_limit|scenarioA_lat99/amf-performance.csv--scenarioA_lat99/rabbitmq-reduced.csv|cpu_limit|cpu_limit|scenarioA_lat99/golang-web-server-performance.csv--scenarioA_lat99/amf-performance.csv|cpu_limit|cpu_limit|scenarioA_lat99/python-web-server-performance.csv,AutoFeatPlus,scenarioA_lat99,0.9101920127868652,6.3713788986206055,0.07399201393127441,0,0.8845119476318359,0.0,0.0,5.387194871902466,"{'scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage': 19579798.29820437, 'scenarioA_lat99/rabbitmq-reduced.csv.ram_usage': 10882774.957017358, 'scenarioA_lat99/rabbitmq-reduced.csv.n': 9555621.253162835, 'scenarioA_lat99/rabbitmq-reduced.csv.time': 8488653.14620508, 'scenarioA_lat99/python-web-server-performance.csv.ram_limit': 2114158.98046421, 'scenarioA_lat99/python-web-server-performance.csv.n': 1678301.4048463888, 'scenarioA_lat99/amf-performance.csv.n': 575525.136760588, 'scenarioA_lat99/golang-web-server-performance.csv.c': 535004.735425888, 'scenarioA_lat99/amf-performance.csv.time': 0.0, 'scenarioA_lat99/amf-performance.csv.ram_limit': 0.0, 'scenarioA_lat99/python-web-server-performance.csv.cpu_usage': 0.0, 'scenarioA_lat99/python-web-server-performance.csv.c': 0.0, 'scenarioA_lat99/golang-web-server-performance.csv.ram_usage': 0.0, 'scenarioA_lat99/golang-web-server-performance.csv.ram_limit': 0.0, 'scenarioA_lat99/python-web-server-performance.csv.ram_usage': -5036.62109291926, 'scenarioA_lat99/amf-performance.csv.cpu_usage': -25374.302712505683}","['scenarioA_lat99/rabbitmq-reduced.csv.ram_usage', 'scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage', 'scenarioA_lat99/rabbitmq-reduced.csv.n', 'scenarioA_lat99/python-web-server-performance.csv.ram_limit', 'scenarioA_lat99/amf-performance.csv.n', 'scenarioA_lat99/golang-web-server-performance.csv.ram_limit', 'scenarioA_lat99/golang-web-server-performance.csv.c', 'scenarioA_lat99/amf-performance.csv.time', 'scenarioA_lat99/amf-performance.csv.cpu_usage', 'scenarioA_lat99/amf-performance.csv.ram_limit', 'scenarioA_lat99/python-web-server-performance.csv.n', 'scenarioA_lat99/python-web-server-performance.csv.ram_usage', 'scenarioA_lat99/python-web-server-performance.csv.cpu_usage', 'scenarioA_lat99/python-web-server-performance.csv.c', 'scenarioA_lat99/golang-web-server-performance.csv.ram_usage']",0.0,0.0,0,15,16,0.0,0,[],[],,temporal,
RandomForest,scenarioA_lat99/rabbitmq-reduced.csv--scenarioA_lat99/rabbitmq-reduced.csv|cpu_limit|cpu_limit|scenarioA_lat99/amf-performance.csv--scenarioA_lat99/rabbitmq-reduced.csv|cpu_limit|cpu_limit|scenarioA_lat99/golang-web-server-performance.csv--scenarioA_lat99/amf-performance.csv|cpu_limit|cpu_limit|scenarioA_lat99/python-web-server-performance.csv,AutoFeatPlus,scenarioA_lat99,0.9101920127868652,6.3713788986206055,0.07399201393127441,0,0.8172779083251953,0.0,0.0,5.387194871902466,"{'scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage': 18794066.054799367, 'scenarioA_lat99/rabbitmq-reduced.csv.ram_usage': 8706020.704775307, 'scenarioA_lat99/rabbitmq-reduced.csv.n': 7550253.512724315, 'scenarioA_lat99/rabbitmq-reduced.csv.time': 5784463.889376417, 'scenarioA_lat99/golang-web-server-performance.csv.ram_limit': 3030475.276710583, 'scenarioA_lat99/amf-performance.csv.time': 147651.78648398965, 'scenarioA_lat99/golang-web-server-performance.csv.ram_usage': 139630.43088636285, 'scenarioA_lat99/python-web-server-performance.csv.ram_limit': 96782.3525240112, 'scenarioA_lat99/python-web-server-performance.csv.ram_usage': 87463.04184082002, 'scenarioA_lat99/python-web-server-performance.csv.n': 76453.4983156085, 'scenarioA_lat99/python-web-server-performance.csv.cpu_usage': 75725.06024009846, 'scenarioA_lat99/python-web-server-performance.csv.c': 59479.49559546933, 'scenarioA_lat99/golang-web-server-performance.csv.c': 0.0, 'scenarioA_lat99/amf-performance.csv.ram_limit': -30410.145517692716, 'scenarioA_lat99/amf-performance.csv.n': -50509.997655012085, 'scenarioA_lat99/amf-performance.csv.cpu_usage': -55846.184797786176}","['scenarioA_lat99/rabbitmq-reduced.csv.ram_usage', 'scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage', 'scenarioA_lat99/rabbitmq-reduced.csv.n', 'scenarioA_lat99/python-web-server-performance.csv.ram_limit', 'scenarioA_lat99/amf-performance.csv.n', 'scenarioA_lat99/golang-web-server-performance.csv.ram_limit', 'scenarioA_lat99/golang-web-server-performance.csv.c', 'scenarioA_lat99/amf-performance.csv.time', 'scenarioA_lat99/amf-performance.csv.cpu_usage', 'scenarioA_lat99/amf-performance.csv.ram_limit', 'scenarioA_lat99/python-web-server-performance.csv.n', 'scenarioA_lat99/python-web-server-performance.csv.ram_usage', 'scenarioA_lat99/python-web-server-performance.csv.cpu_usage', 'scenarioA_lat99/python-web-server-performance.csv.c', 'scenarioA_lat99/golang-web-server-performance.csv.ram_usage']",0.0,0.0,0,15,16,0.0,0,[],[],,temporal,
XGBoost,['scenarioA_lat99/rabbitmq-reduced.csv'],AutoFeat,scenarioA_lat99,0.0,5.782861948013306,0.43090295791625977,0,0.950840175151825,0.0,0.0,5.351958990097046,"{'scenarioA_lat99/rabbitmq-reduced.csv.ram_usage': 20953528.23309764, 'scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage': 20854888.717706382, 'scenarioA_lat99/rabbitmq-reduced.csv.n': 14519829.94518824, 'scenarioA_lat99/rabbitmq-reduced.csv.cpu_limit': 6600728.352973755, 'scenarioA_lat99/rabbitmq-reduced.csv.ram_limit': 212320.62004069705, 'scenarioA_lat99/rabbitmq-reduced.csv.time': 0.0}","['scenarioA_lat99/rabbitmq-reduced.csv.time', 'scenarioA_lat99/rabbitmq-reduced.csv.cpu_limit', 'scenarioA_lat99/rabbitmq-reduced.csv.ram_usage', 'scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage', 'scenarioA_lat99/rabbitmq-reduced.csv.n', 'scenarioA_lat99/rabbitmq-reduced.csv.ram_limit']",0.65,0.0,0,15,6,0.0,0,[],[],scenarioA_lat99/rabbitmq-reduced.csv,temporal,
RandomForest,['scenarioA_lat99/rabbitmq-reduced.csv'],AutoFeat,scenarioA_lat99,0.0,5.782861948013306,0.43090295791625977,0,0.940875232219696,0.0,0.0,5.351958990097046,"{'scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage': 21478609.69706728, 'scenarioA_lat99/rabbitmq-reduced.csv.ram_usage': 18969961.77445633, 'scenarioA_lat99/rabbitmq-reduced.csv.n': 15523095.801429207, 'scenarioA_lat99/rabbitmq-reduced.csv.cpu_limit': 5935068.330166349, 'scenarioA_lat99/rabbitmq-reduced.csv.ram_limit': 450960.8734132607, 'scenarioA_lat99/rabbitmq-reduced.csv.time': 0.0}","['scenarioA_lat99/rabbitmq-reduced.csv.time', 'scenarioA_lat99/rabbitmq-reduced.csv.cpu_limit', 'scenarioA_lat99/rabbitmq-reduced.csv.ram_usage', 'scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage', 'scenarioA_lat99/rabbitmq-reduced.csv.n', 'scenarioA_lat99/rabbitmq-reduced.csv.ram_limit']",0.65,0.0,0,15,6,0.0,0,[],[],scenarioA_lat99/rabbitmq-reduced.csv,temporal,
