algorithm,data_path,approach,data_label,join_time,total_time,feature_selection_time,depth,accuracy,train_time,feature_importance,join_path_features,cutoff_threshold,redundancy_threshold,rank,top_k
RandomForest,eur-rabbitmq,BASE,eur-rabbitmq,0.0,6.925173997879028,0.0,0,933146.309490787,6.925173997879028,"{'lat95': 45412329.50453849, 'lat75': 1248523.5974114006, 'min': 462181.3119992361, 'lat50': 370589.628445053, 'time': 79811.99767287068, 'n': 14668.94317423792, 'ram_usage': 9015.461734144483, 'cpu_usage': 8126.323643477075, 'cpu_limit': 7715.290843958431, 'ram_limit': -767.9806678976165}","['time', 'cpu_limit', 'ram_usage', 'cpu_usage', 'n', 'min', 'lat50', 'lat75', 'lat95', 'ram_limit']",0.0,0.0,0,0
LightGBM,eur-rabbitmq,BASE,eur-rabbitmq,0.0,1.1919310092926023,0.0,0,898723.8622881798,1.1919310092926023,"{'lat95': 45984425.03834909, 'lat75': 1343296.517537101, 'lat50': 462393.7739418012, 'min': 332328.0696302652, 'ram_usage': 49418.853262736135, 'cpu_limit': 38897.10599707237, 'time': 36621.403008514084, 'n': 28080.20773122485, 'cpu_usage': 14078.452855217713, 'ram_limit': 9196.616287980602}","['time', 'cpu_limit', 'ram_usage', 'cpu_usage', 'n', 'min', 'lat50', 'lat75', 'lat95', 'ram_limit']",0.0,0.0,0,0
ExtraTrees,eur-rabbitmq,BASE,eur-rabbitmq,0.0,3.3920419216156006,0.0,0,934648.7723872084,3.3920419216156006,"{'lat95': 26469782.520457957, 'lat75': 10094635.02005722, 'lat50': 7039338.257391307, 'min': 2850001.126954424, 'cpu_limit': 30144.032173546566, 'cpu_usage': 19185.99125730221, 'ram_usage': 13430.475241231103, 'n': 5019.624457749887, 'time': 4884.210883872421, 'ram_limit': 1697.6281563488767}","['time', 'cpu_limit', 'ram_usage', 'cpu_usage', 'n', 'min', 'lat50', 'lat75', 'lat95', 'ram_limit']",0.0,0.0,0,0
XGBoost,eur-rabbitmq,BASE,eur-rabbitmq,0.0,0.8438987731933594,0.0,0,1000630.915242816,0.8438987731933594,"{'lat95': 44951558.9269913, 'lat75': 2946860.002942684, 'lat50': 2452648.1129572066, 'min': 1922090.989558439, 'ram_usage': 132950.45185560972, 'time': 100675.26759919508, 'n': 95512.67940848057, 'cpu_limit': 44351.934593663456, 'ram_limit': 10634.387973276269, 'cpu_usage': 7910.8478226452135}","['time', 'cpu_limit', 'ram_usage', 'cpu_usage', 'n', 'min', 'lat50', 'lat75', 'lat95', 'ram_limit']",0.0,0.0,0,0
KNeighbors,eur-rabbitmq,BASE,eur-rabbitmq,0.0,0.4126160144805908,0.0,0,2164340.871181128,0.4126160144805908,"{'lat95': 14109727.757204022, 'lat75': 10295685.146438768, 'lat50': 9161339.597302034, 'min': 8383307.895843327, 'ram_usage': 3668912.843438901, 'cpu_limit': 0.0, 'cpu_usage': 0.0, 'n': 0.0, 'ram_limit': 0.0, 'time': -2476.362286040373}","['time', 'cpu_limit', 'ram_usage', 'cpu_usage', 'n', 'min', 'lat50', 'lat75', 'lat95', 'ram_limit']",0.0,0.0,0,0
