scenario,approach,algorithm,feature,source_table,importance
scenarioA_lat99,BASE,XGBoost,ram_usage,base,20953528.23309764
scenarioA_lat99,BASE,XGBoost,cpu_usage,base,20854888.717706382
scenarioA_lat99,BASE,XGBoost,n,base,14519829.94518824
scenarioA_lat99,BASE,XGBoost,cpu_limit,base,6600728.352973755
scenarioA_lat99,BASE,XGBoost,ram_limit,base,212320.62004069705
scenarioA_lat99,BASE,XGBoost,time,base,0.0
scenarioA_lat99,BASE,RandomForest,cpu_usage,base,21478609.69706728
scenarioA_lat99,BASE,RandomForest,ram_usage,base,18969961.77445633
scenarioA_lat99,BASE,RandomForest,n,base,15523095.801429207
scenarioA_lat99,BASE,RandomForest,cpu_limit,base,5935068.330166349
scenarioA_lat99,BASE,RandomForest,ram_limit,base,450960.8734132607
scenarioA_lat99,BASE,RandomForest,time,base,0.0
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage,rabbitmq-reduced.csv,23436189.65822696
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/rabbitmq-reduced.csv.ram_usage,rabbitmq-reduced.csv,21786939.667144082
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/rabbitmq-reduced.csv.n,rabbitmq-reduced.csv,15618626.362465825
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/golang-web-server-performance.csv.cpu_usage,golang-web-server-performance.csv,1402432.2063078913
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/golang-web-server-performance.csv.ram_limit,golang-web-server-performance.csv,424826.17972698604
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/rabbitmq-reduced.csv.ram_limit,rabbitmq-reduced.csv,344864.6566238433
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/amf-performance.csv.time,amf-performance.csv,289734.32383679115
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/python-web-server-performance.csv.time,python-web-server-performance.csv,172205.3908921255
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/amf-performance.csv.n,amf-performance.csv,129259.38577076475
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/golang-web-server-performance.csv.c,golang-web-server-performance.csv,87369.7119003186
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/python-web-server-performance.csv.ram_limit,python-web-server-performance.csv,71726.4596094653
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/python-web-server-performance.csv.cpu_usage,python-web-server-performance.csv,0.0
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/python-web-server-performance.csv.n,python-web-server-performance.csv,0.0
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/python-web-server-performance.csv.c,python-web-server-performance.csv,0.0
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/rabbitmq-reduced.csv.time,rabbitmq-reduced.csv,0.0
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/python-web-server-performance.csv.ram_usage,python-web-server-performance.csv,-138.8933742282912
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/amf-performance.csv.ram_usage,amf-performance.csv,-1122.7170387316496
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/golang-web-server-performance.csv.n,golang-web-server-performance.csv,-2262.3312346145512
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/golang-web-server-performance.csv.time,golang-web-server-performance.csv,-18734.581040828674
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/golang-web-server-performance.csv.ram_usage,golang-web-server-performance.csv,-46747.597536015135
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/amf-performance.csv.ram_limit,amf-performance.csv,-61188.61351372078
scenarioA_lat99,Join_All_BFS,XGBoost,scenarioA_lat99/amf-performance.csv.cpu_usage,amf-performance.csv,-88784.98006356135
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage,rabbitmq-reduced.csv,21565254.80354581
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/rabbitmq-reduced.csv.ram_usage,rabbitmq-reduced.csv,17750107.808473527
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/rabbitmq-reduced.csv.n,rabbitmq-reduced.csv,15637286.91322266
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/golang-web-server-performance.csv.cpu_usage,golang-web-server-performance.csv,798721.0204184629
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/python-web-server-performance.csv.time,python-web-server-performance.csv,645684.3843621596
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/golang-web-server-performance.csv.ram_usage,golang-web-server-performance.csv,418015.77727067284
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/rabbitmq-reduced.csv.ram_limit,rabbitmq-reduced.csv,275970.4176736575
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/golang-web-server-performance.csv.n,golang-web-server-performance.csv,790.1344923529774
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/rabbitmq-reduced.csv.time,rabbitmq-reduced.csv,0.0
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/python-web-server-performance.csv.c,python-web-server-performance.csv,-12514.315039282665
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/python-web-server-performance.csv.n,python-web-server-performance.csv,-31088.04136011377
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/amf-performance.csv.cpu_usage,amf-performance.csv,-40969.7500770621
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/python-web-server-performance.csv.ram_limit,python-web-server-performance.csv,-46325.80243479721
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/python-web-server-performance.csv.ram_usage,python-web-server-performance.csv,-48566.24383133128
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/golang-web-server-performance.csv.c,golang-web-server-performance.csv,-52370.9697407756
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/python-web-server-performance.csv.cpu_usage,python-web-server-performance.csv,-54679.56600924246
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/golang-web-server-performance.csv.time,golang-web-server-performance.csv,-55613.8962597128
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/amf-performance.csv.n,amf-performance.csv,-56673.446369355916
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/golang-web-server-performance.csv.ram_limit,golang-web-server-performance.csv,-73347.75677694827
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/amf-performance.csv.ram_usage,amf-performance.csv,-98146.54361228234
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/amf-performance.csv.time,amf-performance.csv,-197948.5944363784
scenarioA_lat99,Join_All_BFS,RandomForest,scenarioA_lat99/amf-performance.csv.ram_limit,amf-performance.csv,-358881.38305156154
scenarioA_lat99,Join_All_BFS_Filter,XGBoost,scenarioA_lat99/rabbitmq-reduced.csv.cpu_usage,rabbitmq-reduced.csv,23558164.116773248
