algorithm,data_path,approach,data_label,join_time,total_time,feature_selection_time,depth,accuracy,rmse,mae,train_time,feature_importance,join_path_features,cutoff_threshold,redundancy_threshold,rank,top_k,n_features,privacy_risk_score,n_sensitive_features,sensitive_features,blocked_features,join_name,split_mode,test_groups
XGBoost,"[['scenario2c/rabbitmq-reduced.csv', 'time', 'time', 'scenario2c/rabbitmq-features.csv']]",AutoFeat,scenario2c,0.0,7.240796089172363,0.23488712310791016,0,0.9914999008178711,0.0,0.0,7.005908966064453,"{'scenario2c/rabbitmq-features.csv.lat95': 44212788.77774219, 'scenario2c/rabbitmq-reduced.csv.cpu_limit': 14240071.90302462, 'scenario2c/rabbitmq-reduced.csv.n': 13046687.422140505, 'scenario2c/rabbitmq-features.csv.cpu_limit': 6721770.706625177, 'scenario2c/rabbitmq-features.csv.lat75': 2564170.2635946022, 'scenario2c/rabbitmq-features.csv.n': 2215514.406755752, 'scenario2c/rabbitmq-features.csv.lat50': 2140670.7093172306, 'scenario2c/rabbitmq-features.csv.min': 1179107.5736532796, 'scenario2c/rabbitmq-reduced.csv.ram_limit': 311880.518493354, 'scenario2c/rabbitmq-features.csv.cpu_usage': 248749.51104324573, 'scenario2c/rabbitmq-features.csv.ram_limit': 194790.53626929858, 'scenario2c/rabbitmq-reduced.csv.time': 0.0}","['scenario2c/rabbitmq-features.csv.n', 'scenario2c/rabbitmq-reduced.csv.n', 'scenario2c/rabbitmq-features.csv.lat50', 'scenario2c/rabbitmq-features.csv.cpu_usage', 'scenario2c/rabbitmq-reduced.csv.cpu_limit', 'scenario2c/rabbitmq-features.csv.lat95', 'scenario2c/rabbitmq-reduced.csv.time', 'scenario2c/rabbitmq-features.csv.lat75', 'scenario2c/rabbitmq-features.csv.min', 'scenario2c/rabbitmq-features.csv.cpu_limit', 'scenario2c/rabbitmq-features.csv.ram_limit', 'scenario2c/rabbitmq-reduced.csv.ram_limit']",0.65,0.0,1.5145982942451957,15,12,0.0,0,[],[],scenario2c/rabbitmq-reduced.csv--scenario2c/rabbitmq-reduced.csv|time|time|scenario2c/rabbitmq-features.csv,temporal,
RandomForest,"[['scenario2c/rabbitmq-reduced.csv', 'time', 'time', 'scenario2c/rabbitmq-features.csv']]",AutoFeat,scenario2c,0.0,7.240796089172363,0.23488712310791016,0,0.9842151403427124,0.0,0.0,7.005908966064453,"{'scenario2c/rabbitmq-features.csv.lat95': 40123878.334070206, 'scenario2c/rabbitmq-reduced.csv.n': 14743316.39220747, 'scenario2c/rabbitmq-reduced.csv.cpu_limit': 2906060.8603789033, 'scenario2c/rabbitmq-features.csv.n': 949671.3274557218, 'scenario2c/rabbitmq-features.csv.lat75': 860404.9680112998, 'scenario2c/rabbitmq-features.csv.lat50': 288721.73702016065, 'scenario2c/rabbitmq-features.csv.cpu_limit': 269292.635504848, 'scenario2c/rabbitmq-features.csv.min': 227939.8995183915, 'scenario2c/rabbitmq-reduced.csv.ram_limit': 47438.84946376681, 'scenario2c/rabbitmq-features.csv.cpu_usage': 41220.11023361515, 'scenario2c/rabbitmq-features.csv.ram_limit': 2652.877228888683, 'scenario2c/rabbitmq-reduced.csv.time': 0.0}","['scenario2c/rabbitmq-features.csv.n', 'scenario2c/rabbitmq-reduced.csv.n', 'scenario2c/rabbitmq-features.csv.lat50', 'scenario2c/rabbitmq-features.csv.cpu_usage', 'scenario2c/rabbitmq-reduced.csv.cpu_limit', 'scenario2c/rabbitmq-features.csv.lat95', 'scenario2c/rabbitmq-reduced.csv.time', 'scenario2c/rabbitmq-features.csv.lat75', 'scenario2c/rabbitmq-features.csv.min', 'scenario2c/rabbitmq-features.csv.cpu_limit', 'scenario2c/rabbitmq-features.csv.ram_limit', 'scenario2c/rabbitmq-reduced.csv.ram_limit']",0.65,0.0,1.5145982942451957,15,12,0.0,0,[],[],scenario2c/rabbitmq-reduced.csv--scenario2c/rabbitmq-reduced.csv|time|time|scenario2c/rabbitmq-features.csv,temporal,
