scenario,approach,algorithm,accuracy,rmse,mae,n_features,train_time,total_time,feature_selection_time,rank,top_k,join_name
scenarioA_lat99,BASE,XGBoost,0.950840175151825,0.0,0.0,6,5.505475044250488,5.505475044250488,0.0,0,0,
scenarioA_lat99,BASE,RandomForest,0.940875232219696,0.0,0.0,6,5.505475044250488,5.505475044250488,0.0,0,0,
scenarioA_lat99,Join_All_BFS,XGBoost,0.9533585906028748,0.0,0.0,22,6.824098825454712,7.734290838241577,0.0,0,0,
scenarioA_lat99,Join_All_BFS,RandomForest,0.9199099540710449,0.0,0.0,22,6.824098825454712,7.734290838241577,0.0,0,0,
scenarioA_lat99,Join_All_BFS_Filter,XGBoost,0.9551541209220886,0.0,0.0,11,5.20042610168457,6.126363039016724,0.015744924545288086,0,0,
scenarioA_lat99,Join_All_BFS_Filter,RandomForest,0.930355429649353,0.0,0.0,11,5.20042610168457,6.126363039016724,0.015744924545288086,0,0,
scenarioA_lat99,AutoFeatPlus,XGBoost,0.8845119476318359,0.0,0.0,16,5.387194871902466,6.3713788986206055,0.07399201393127441,0,15,
scenarioA_lat99,AutoFeatPlus,RandomForest,0.8172779083251953,0.0,0.0,16,5.387194871902466,6.3713788986206055,0.07399201393127441,0,15,
scenarioA_lat99,AutoFeat,XGBoost,0.950840175151825,0.0,0.0,6,5.351958990097046,5.782861948013306,0.43090295791625977,0,15,scenarioA_lat99/rabbitmq-reduced.csv
scenarioA_lat99,AutoFeat,RandomForest,0.940875232219696,0.0,0.0,6,5.351958990097046,5.782861948013306,0.43090295791625977,0,15,scenarioA_lat99/rabbitmq-reduced.csv
