time,ram_usage,cpu_usage
1636573370,578297856.0,0.512297
1636573392,588558336.0,0.650453
1636573413,600571904.0,0.669966
1636573436,610574336.0,0.675271
1636573457,624758784.0,0.636243
1636573479,635109376.0,0.760367
1636573501,650489856.0,0.804245
1636573524,664035328.0,1.060298
1636573547,679817216.0,0.869773
1636573573,694276096.0,1.03326
1636573601,709386240.0,1.30697
1636573630,726847488.0,1.104673
1636573662,744296448.0,1.011673
1636573695,761106432.0,0.767701
1636573731,781107200.0,1.026645
1636573768,799268864.0,1.190109
1636573807,817598464.0,1.321365
1636573848,837668864.0,1.053761
1636573892,858607616.0,0.909909
1636573939,882237440.0,1.141861
1636573986,902873088.0,1.095994
1636574038,925986816.0,1.126483
1636574091,948846592.0,0.836007
1636574147,973074432.0,0.77173
1636574206,997613568.0,1.054271
1636574266,1023832064.0,0.873297
1636574331,1050562560.0,1.218199
1636574397,1073111040.0,0.925204
1636574467,1073557504.0,1.074093
1636574538,1073664000.0,1.137825
1636574743,1149714432.0,0.0
1636574753,1214402560.0,0.079845
1636574764,1248866304.0,0.040735
1636574775,1282228224.0,0.06068
1636574786,1355182080.0,0.149528
1636574798,1457610752.0,0.052737
1636574810,1475973120.0,0.240786
1636574821,1485172736.0,0.290587
1636575025,487395328.0,0.031297
1636575035,552054784.0,0.033448
1636575046,596312064.0,0.033448
1636575057,629436416.0,0.031158
1636575068,718147584.0,0.009398
1636575079,767930368.0,0.007561
1636575091,810692608.0,0.246385
1636575102,828502016.0,0.335602
1636575114,828502016.0,0.335602
1636575126,425668608.0,0.356832
1636575138,437321728.0,0.352225
1636575151,442642432.0,0.384632
1636575164,449433600.0,0.530022
1636575177,456556544.0,0.414179
1636575190,463093760.0,0.486594
1636575396,540061696.0,0.036844
1636575406,604790784.0,0.07178
1636575417,648720384.0,0.07178
1636575428,681906176.0,0.008376
1636575439,770695168.0,0.028206
1636575450,820932608.0,0.028206
1636575461,820932608.0,0.0
1636575473,880295936.0,0.277315
1636575485,884527104.0,0.26628
1636575496,884527104.0,0.37118
1636575508,437301248.0,0.386544
1636575520,442638336.0,0.392292
1636575532,448315392.0,0.392292
1636575546,453734400.0,0.269418
1636575558,463441920.0,0.481993
1636575570,470515712.0,0.481993
1636575589,481099776.0,0.486259
1636575602,548380672.0,0.728278
1636575615,558010368.0,0.509976
1636575632,566534144.0,0.628039
1636575654,577150976.0,0.608047
1636575676,587214848.0,0.638113
1636575697,599420928.0,0.683868
1636575719,609656832.0,0.719627
1636575740,623206400.0,0.700688
1636575762,634216448.0,0.663742
1636575786,648908800.0,0.861499
1636575807,662704128.0,0.772793
1636575831,677675008.0,0.789099
1636575856,692981760.0,1.003366
1636575884,707346432.0,1.281547
1636575914,725352448.0,0.853603
1636575945,742608896.0,0.702858
1636575978,758870016.0,0.912388
1636576014,779702272.0,0.97987
1636576051,796823552.0,1.374551
1636576090,816168960.0,0.842309
1636576131,836087808.0,0.751935
1636576175,857305088.0,1.348587
1636576221,881602560.0,1.100457
1636576269,902680576.0,1.02054
1636576320,925372416.0,0.915056
1636576373,949014528.0,1.059419
1636576429,971984896.0,1.151861
1636576489,997433344.0,1.110889
1636576549,1022214144.0,1.0585
1636576614,1049219072.0,1.107158
1636576680,1075339264.0,1.073399
1636576749,1103908864.0,1.012953
1636576821,1131454464.0,0.90372
1636577037,1204699136.0,0.036262
1636577047,1279041536.0,0.036262
1636577058,1304125440.0,0.036844
1636577069,1368850432.0,0.04426
1636577080,1410588672.0,0.065597
1636577091,1516802048.0,0.195325
1636577102,1542127616.0,0.261828
1636577113,1547345920.0,0.261828
1636577125,1547345920.0,0.252158
1636577136,425213952.0,0.350342
1636577148,437678080.0,0.418921
1636577160,441532416.0,0.418921
1636577172,449085440.0,0.54865
1636577184,455303168.0,0.259309
1636577198,461950976.0,0.486149
1636577210,461950976.0,0.240156
1636577414,537731072.0,0.003469
1636577425,602370048.0,0.003469
1636577435,646389760.0,0.016437
1636577446,679784448.0,0.155851
1636577457,768430080.0,0.155851
1636577468,818241536.0,0.008144
1636577480,864329728.0,0.244894
1636577492,877326336.0,0.346865
1636577503,878833664.0,0.310729
