scenarioB_seg01/amf-seg01-reduced.csv.ram_limit,scenarioB_seg01/amf-performance_seg09_20211113_201749.csv.lat75,scenarioB_seg01/amf-performance_seg09_20211113_201749.csv.lat100,scenarioB_seg01/amf-seg01-reduced.csv.cpu_usage,scenarioB_seg01/amf-performance_seg09_20211113_201749.csv.cpu_usage,scenarioB_seg01/amf-performance_seg09_20211113_201749.csv.ram_usage,scenarioB_seg01/amf-performance_seg09_20211113_201749.csv.lat95,scenarioB_seg01/amf-performance_seg09_20211113_201749.csv.lat98,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.lat50,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.lat98,scenarioB_seg01/amf-performance_seg04_20211113_042705.csv.time,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.lat80,scenarioB_seg01/amf-seg01-reduced.csv.n,scenarioB_seg01/amf-performance_seg04_20211113_042705.csv.ram_limit,scenarioB_seg01/amf-performance_seg09_20211113_201749.csv.lat99,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.time,scenarioB_seg01/amf-performance_seg09_20211113_201749.csv.lat50,scenarioB_seg01/amf-performance_seg05_20211113_141818.csv.ram_limit,scenarioB_seg01/amf-seg01-reduced.csv.time,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.lat75,scenarioB_seg01/amf-performance_seg09_20211113_201749.csv.ram_limit,scenarioB_seg01/amf-performance_seg04_20211113_042705.csv.cpu_usage,scenarioB_seg01/amf-performance_seg09_20211113_201749.csv.time,scenarioB_seg01/amf-performance_seg04_20211113_042705.csv.cpu_limit,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.mean,scenarioB_seg01/amf-performance_seg09_20211113_201749.csv.mean,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.ram_usage,scenarioB_seg01/amf-seg01-reduced.csv.ram_usage,lat99,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.lat95,scenarioB_seg01/amf-performance_seg09_20211113_201749.csv.lat80,scenarioB_seg01/amf-performance_seg04_20211113_042705.csv.ram_usage,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.lat100,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.ram_limit,scenarioB_seg01/amf-seg01-reduced.csv.cpu_limit,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.lat90,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.cpu_usage,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.lat99,scenarioB_seg01/amf-performance_seg09_20211113_201749.csv.lat90
2048M,61695285,61936935,0.90372,0.946095,1144614912.0,61859355,61913481,61761669,62193248,1636792528,62059975,500,3584M,61914100,1636731657,61526251,,1636576821,61971371,1536M,0.967179,1636842991,2.0,61742895,61493363,1144758272.0,1131454464.0,61363068,62173840,61708659,1133469696.0,62206993,3840M,2.0,62118880,0.944812,62196876,61826202
1024M,384503,385714,0.036262,0.040787,489615360.0,384735,384735,276194,277859,1636787019,277504,10,768M,384735,1636769647,369016,3328M,1636577037,277504,1536M,0.003,1636841569,2.5,272579,372325,1514541056.0,1204699136.0,257363,277859,384503,509517824.0,278445,2048M,2.0,277859,0.0,277859,384735
1024M,747850,939379,0.036262,0.092178,1530699776.0,842841,842841,337319,346871,1636807902,339171,20,768M,842841,1636732829,548477,2048M,1636577047,339171,2304M,0.010653,1636834680,1.5,335635,613736,1591603200.0,1279041536.0,323080,346871,747850,587399168.0,348581,3584M,2.0,345992,0.096175,346871,758460
1024M,1268449,1373611,0.036844,0.029806,617283584.0,1345957,1347038,511360,529109,1636804412,524416,30,1536M,1347038,1636735414,1248282,3328M,1636577058,524220,1536M,0.020201,1636836119,1.5,505429,1119012,1609621504.0,1304125440.0,546779,528056,1269506,621821952.0,530019,3328M,2.0,527788,0.070441,529109,1343725
1024M,681397,712643,0.04426,0.00579,644108288.0,702872,706260,580042,605374,1636795183,592248,40,2304M,706260,1636758945,675323,3328M,1636577069,588295,3328M,0.020085,1636839128,2.0,581560,665511,245600256.0,1368850432.0,714328,603247,696850,807473152.0,605430,512M,2.0,600368,0.04517,605374,700112
1024M,663574,920013,0.065597,0.008865,445804544.0,918937,919627,714351,731997,1636787062,726468,50,768M,919627,1636760048,649486,2048M,1636577080,722874,1536M,0.042558,1636849788,2.5,712647,682788,307220480.0,1410588672.0,790247,730639,664484,740581376.0,732362,4096M,2.0,729130,0.010493,731997,917485
1024M,1125308,1143948,0.195325,0.064517,934993920.0,1137843,1138462,919925,959559,1636807945,953365,60,768M,1138796,1636760549,1111889,3072M,1636577091,946052,2816M,0.097038,1636847994,1.5,924605,1107579,964345856.0,1516802048.0,914057,959079,1132172,778305536.0,961607,3840M,2.0,957395,0.0326,960119,1135831
1024M,1436085,1471255,0.261828,0.273132,940589056.0,1458536,1463257,1182980,1234607,1636809685,1216772,70,3584M,1465602,1636763761,1403335,3328M,1636577102,1214335,1024M,0.264882,1636850581,1.0,1187058,1398548,831356928.0,1542127616.0,1003266,1233842,1437506,804401152.0,1235979,3072M,2.0,1229787,0.236525,1235948,1457051
1024M,1138900,1165769,0.261828,0.295678,852746240.0,1163088,1164888,1159320,1213259,1636786784,1193257,80,1024M,1165383,1636763772,1106023,3328M,1636577113,1192483,512M,0.250458,1636845270,2.5,1161002,1107515,849702912.0,1547345920.0,1683034,1212175,1139993,1043865600.0,1214511,3072M,2.0,1209827,0.349776,1214360,1157557
1024M,1321849,1348366,0.252158,0.321704,559325184.0,1339651,1347772,17326368,17586535,1636778577,17524300,90,3328M,1347798,1636759372,1312261,3072M,1636577125,17484282,1536M,0.404626,1636849834,2.5,17357892,1293183,268402688.0,1547345920.0,1290178,17564898,1326941,848195584.0,17598617,256M,2.0,17562239,0.31797,17596938,1337318
1024M,1454877,1465493,0.350342,0.431564,426049536.0,1463841,1465068,1470014,1522125,1636786807,1501747,100,1024M,1465173,1636735492,1428134,1792M,1636577136,1496685,2560M,0.423185,1636848525,2.5,1460943,1420393,1857236992.0,425213952.0,1436587,1520217,1455908,1048379392.0,1522680,3328M,2.0,1513333,0.243348,1522407,1461516
1024M,1602868,1626955,0.418921,0.431564,436953088.0,1616781,1624655,2235658,2295711,1636798778,2273686,110,3840M,1624904,1636759025,1571320,1792M,1636577148,2270432,2560M,0.363423,1636848537,1.5,2223586,1559407,436916224.0,437678080.0,1623390,2290897,1604844,433811456.0,2298403,512M,2.0,2288057,0.239552,2296521,1612353
1024M,1775457,1824120,0.418921,0.344794,441823232.0,1818350,1820166,1756970,1857724,1636782099,1833572,120,2560M,1820822,1636746326,1738816,2304M,1636577160,1832744,3072M,0.474881,1636847540,2.5,1754388,1737938,438673408.0,441532416.0,1738634,1854997,1781993,442195968.0,1859327,768M,2.0,1836877,0.540901,1858547,1801841
1024M,1907077,1944341,0.54865,0.411435,447524864.0,1933838,1938466,1854053,1932880,1636804527,1908800,130,1536M,1938720,1636751831,1865506,3328M,1636577172,1893870,2816M,0.41462,1636840041,1.5,1851852,1853381,448958464.0,449085440.0,2070075,1928881,1908826,451440640.0,1935172,2560M,2.0,1916910,0.441271,1933272,1928091
1024M,2077846,2125383,0.259309,0.497122,453165056.0,2121324,2124656,4281515,4365346,1636804928,4332466,140,1280M,2124658,1636760155,2021455,1792M,1636577184,4325979,1280M,0.337445,1636844261,1.5,4273798,2023816,450383872.0,455303168.0,2087263,4361452,2097099,454942720.0,4369180,4096M,2.0,4353376,0.610486,4367124,2112686
1024M,2149454,2197197,0.486149,0.459034,463474688.0,2189409,2193599,2106281,2213886,1636796852,2182693,150,1024M,2194874,1636747402,2106749,2048M,1636577198,2172056,512M,0.532666,1636851280,2.0,2114124,2101522,459431936.0,461950976.0,4161215,2203757,2156119,463470592.0,2218004,4096M,2.0,2198036,0.397505,2213924,2176673
1024M,2331944,2371807,0.240156,0.523607,470085632.0,2356565,2366759,4048228,4144090,1636809803,4116655,160,3584M,2368314,1636747416,2265618,1792M,1636577210,4105634,2816M,0.685221,1636848113,1.0,4049258,2268663,466542592.0,461950976.0,2367520,4139033,2341304,471207936.0,4154531,4096M,2.0,4131062,0.381175,4151548,2354294
2048M,384503,385714,0.003469,0.040787,489615360.0,384735,384735,276194,277859,1636787019,277504,10,768M,384735,1636769647,369016,3328M,1636577414,277504,1536M,0.003,1636841569,2.5,272579,372325,1514541056.0,537731072.0,177766,277859,384503,509517824.0,278445,2048M,1.0,277859,0.0,277859,384735
2048M,747850,939379,0.003469,0.092178,1530699776.0,842841,842841,337319,346871,1636807902,339171,20,768M,842841,1636732829,548477,2048M,1636577425,339171,2304M,0.010653,1636834680,1.5,335635,613736,1591603200.0,602370048.0,368807,346871,747850,587399168.0,348581,3584M,1.0,345992,0.096175,346871,758460
2048M,1268449,1373611,0.016437,0.029806,617283584.0,1345957,1347038,511360,529109,1636804412,524416,30,1536M,1347038,1636735414,1248282,3328M,1636577435,524220,1536M,0.020201,1636836119,1.5,505429,1119012,1609621504.0,646389760.0,535285,528056,1269506,621821952.0,530019,3328M,1.0,527788,0.070441,529109,1343725
2048M,681397,712643,0.155851,0.00579,644108288.0,702872,706260,580042,605374,1636795183,592248,40,2304M,706260,1636758945,675323,3328M,1636577446,588295,3328M,0.020085,1636839128,2.0,581560,665511,245600256.0,679784448.0,768330,603247,696850,807473152.0,605430,512M,1.0,600368,0.04517,605374,700112
2048M,663574,920013,0.155851,0.008865,445804544.0,918937,919627,714351,731997,1636787062,726468,50,768M,919627,1636760048,649486,2048M,1636577457,722874,1536M,0.042558,1636849788,2.5,712647,682788,307220480.0,768430080.0,846537,730639,664484,740581376.0,732362,4096M,1.0,729130,0.010493,731997,917485
2048M,1125308,1143948,0.008144,0.064517,934993920.0,1137843,1138462,919925,959559,1636807945,953365,60,768M,1138796,1636760549,1111889,3072M,1636577468,946052,2816M,0.097038,1636847994,1.5,924605,1107579,964345856.0,818241536.0,1144086,959079,1132172,778305536.0,961607,3840M,1.0,957395,0.0326,960119,1135831
2048M,1436085,1471255,0.244894,0.273132,940589056.0,1458536,1463257,1182980,1234607,1636809685,1216772,70,3584M,1465602,1636763761,1403335,3328M,1636577480,1214335,1024M,0.264882,1636850581,1.0,1187058,1398548,831356928.0,864329728.0,1999309,1233842,1437506,804401152.0,1235979,3072M,1.0,1229787,0.236525,1235948,1457051
2048M,1138900,1165769,0.346865,0.295678,852746240.0,1163088,1164888,1159320,1213259,1636786784,1193257,80,1024M,1165383,1636763772,1106023,3328M,1636577492,1192483,512M,0.250458,1636845270,2.5,1161002,1107515,849702912.0,877326336.0,1456974,1212175,1139993,1043865600.0,1214511,3072M,1.0,1209827,0.349776,1214360,1157557
2048M,1321849,1348366,0.310729,0.321704,559325184.0,1339651,1347772,17326368,17586535,1636778577,17524300,90,3328M,1347798,1636759372,1312261,3072M,1636577503,17484282,1536M,0.404626,1636849834,2.5,17357892,1293183,268402688.0,878833664.0,1502697,17564898,1326941,848195584.0,17598617,256M,1.0,17562239,0.31797,17596938,1337318
2048M,1454877,1465493,0.238744,0.431564,426049536.0,1463841,1465068,1470014,1522125,1636786807,1501747,100,1024M,1465173,1636735492,1428134,1792M,1636577515,1496685,2560M,0.423185,1636848525,2.5,1460943,1420393,1857236992.0,420319232.0,2217422,1520217,1455908,1048379392.0,1522680,3328M,1.0,1513333,0.243348,1522407,1461516
1024M,384503,385714,0.048527,0.040787,489615360.0,384735,384735,276194,277859,1636787019,277504,10,768M,384735,1636769647,369016,3328M,1636577716,277504,1536M,0.003,1636841569,2.5,272579,372325,1514541056.0,496275456.0,232059,277859,384503,509517824.0,278445,2048M,1.0,277859,0.0,277859,384735
1024M,747850,939379,0.048527,0.092178,1530699776.0,842841,842841,337319,346871,1636807902,339171,20,768M,842841,1636732829,548477,2048M,1636577727,339171,2304M,0.010653,1636834680,1.5,335635,613736,1591603200.0,560906240.0,342477,346871,747850,587399168.0,348581,3584M,1.0,345992,0.096175,346871,758460
1024M,1268449,1373611,0.0,0.029806,617283584.0,1345957,1347038,511360,529109,1636804412,524416,30,1536M,1347038,1636735414,1248282,3328M,1636577737,524220,1536M,0.020201,1636836119,1.5,505429,1119012,1609621504.0,604794880.0,495637,528056,1269506,621821952.0,530019,3328M,1.0,527788,0.070441,529109,1343725
1024M,681397,712643,0.0,0.00579,644108288.0,702872,706260,580042,605374,1636795183,592248,40,2304M,706260,1636758945,675323,3328M,1636577748,588295,3328M,0.020085,1636839128,2.0,581560,665511,245600256.0,638193664.0,1121299,603247,696850,807473152.0,605430,512M,1.0,600368,0.04517,605374,700112
1024M,663574,920013,0.043037,0.008865,445804544.0,918937,919627,714351,731997,1636787062,726468,50,768M,919627,1636760048,649486,2048M,1636577760,722874,1536M,0.042558,1636849788,2.5,712647,682788,307220480.0,726913024.0,1143600,730639,664484,740581376.0,732362,4096M,1.0,729130,0.010493,731997,917485
1024M,1125308,1143948,0.095921,0.064517,934993920.0,1137843,1138462,919925,959559,1636807945,953365,60,768M,1138796,1636760549,1111889,3072M,1636577771,946052,2816M,0.097038,1636847994,1.5,924605,1107579,964345856.0,776982528.0,1130417,959079,1132172,778305536.0,961607,3840M,1.0,957395,0.0326,960119,1135831
1024M,1436085,1471255,0.270115,0.273132,940589056.0,1458536,1463257,1182980,1234607,1636809685,1216772,70,3584M,1465602,1636763761,1403335,3328M,1636577782,1214335,1024M,0.264882,1636850581,1.0,1187058,1398548,831356928.0,826814464.0,1464232,1233842,1437506,804401152.0,1235979,3072M,1.0,1229787,0.236525,1235948,1457051
1024M,1138900,1165769,0.270115,0.295678,852746240.0,1163088,1164888,1159320,1213259,1636786784,1193257,80,1024M,1165383,1636763772,1106023,3328M,1636577794,1192483,512M,0.250458,1636845270,2.5,1161002,1107515,849702912.0,835489792.0,2050479,1212175,1139993,1043865600.0,1214511,3072M,1.0,1209827,0.349776,1214360,1157557
1024M,1321849,1348366,0.41695,0.321704,559325184.0,1339651,1347772,17326368,17586535,1636778577,17524300,90,3328M,1347798,1636759372,1312261,3072M,1636577806,17484282,1536M,0.404626,1636849834,2.5,17357892,1293183,268402688.0,835489792.0,1787370,17564898,1326941,848195584.0,17598617,256M,1.0,17562239,0.31797,17596938,1337318
1024M,1454877,1465493,0.467816,0.431564,426049536.0,1463841,1465068,1470014,1522125,1636786807,1501747,100,1024M,1465173,1636735492,1428134,1792M,1636577818,1496685,2560M,0.423185,1636848525,2.5,1460943,1420393,1857236992.0,428679168.0,1746238,1520217,1455908,1048379392.0,1522680,3328M,1.0,1513333,0.243348,1522407,1461516
1024M,1602868,1626955,0.361259,0.431564,436953088.0,1616781,1624655,2235658,2295711,1636798778,2273686,110,3840M,1624904,1636759025,1571320,1792M,1636577830,2270432,2560M,0.363423,1636848537,1.5,2223586,1559407,436916224.0,433131520.0,2225311,2290897,1604844,433811456.0,2298403,512M,1.0,2288057,0.239552,2296521,1612353
1024M,1775457,1824120,0.535365,0.344794,441823232.0,1818350,1820166,1756970,1857724,1636782099,1833572,120,2560M,1820822,1636746326,1738816,2304M,1636577846,1832744,3072M,0.474881,1636847540,2.5,1754388,1737938,438673408.0,438321152.0,5270144,1854997,1781993,442195968.0,1859327,768M,1.0,1836877,0.540901,1858547,1801841
1024M,1907077,1944341,0.646029,0.411435,447524864.0,1933838,1938466,1854053,1932880,1636804527,1908800,130,1536M,1938720,1636751831,1865506,3328M,1636577860,1893870,2816M,0.41462,1636840041,1.5,1851852,1853381,448958464.0,445423616.0,3871082,1928881,1908826,451440640.0,1935172,2560M,1.0,1916910,0.441271,1933272,1928091
1024M,2077846,2125383,0.431527,0.497122,453165056.0,2121324,2124656,4281515,4365346,1636804928,4332466,140,1280M,2124658,1636760155,2021455,1792M,1636577873,4325979,1280M,0.337445,1636844261,1.5,4273798,2023816,450383872.0,452210688.0,3063631,4361452,2097099,454942720.0,4369180,4096M,1.0,4353376,0.610486,4367124,2112686
1024M,2149454,2197197,0.435303,0.459034,463474688.0,2189409,2193599,2106281,2213886,1636796852,2182693,150,1024M,2194874,1636747402,2106749,2048M,1636577889,2172056,512M,0.532666,1636851280,2.0,2114124,2101522,459431936.0,458772480.0,5846763,2203757,2156119,463470592.0,2218004,4096M,1.0,2198036,0.397505,2213924,2176673
1024M,2331944,2371807,0.570821,0.523607,470085632.0,2356565,2366759,4048228,4144090,1636809803,4116655,160,3584M,2368314,1636747416,2265618,1792M,1636577901,4105634,2816M,0.685221,1636848113,1.0,4049258,2268663,466542592.0,467521536.0,2803848,4139033,2341304,471207936.0,4154531,4096M,1.0,4131062,0.381175,4151548,2354294
1024M,5764130,5816103,0.36567,0.718811,481034240.0,5806632,5810218,2392436,2518617,1636783042,2469691,170,2048M,5811165,1636747428,5707135,3328M,1636577915,2461409,1536M,0.630038,1636841758,2.5,2399045,5706190,477036544.0,476590080.0,3272481,2513387,5783831,480849920.0,2525936,4096M,1.0,2498931,0.584353,2520888,5804915
1024M,8331758,8397685,0.404426,0.633029,532807680.0,8378977,8389147,2949417,3057368,1636786355,3028481,180,1280M,8390641,1636772190,8273173,3328M,1636577933,3008523,1280M,0.489853,1636850290,2.5,2931297,8272239,536838144.0,532869120.0,8267625,3055466,8346582,487698432.0,3062231,512M,1.0,3044321,0.606336,3062024,8366192
1024M,2940233,2991959,0.561212,0.641175,570118144.0,2979754,2986018,10486828,10615427,1636797596,10570553,190,512M,2986966,1636754564,2885225,3328M,1636577953,10555689,2560M,0.451087,1636848641,2.0,10498597,2878040,537378816.0,542801920.0,9784180,10607486,2944920,536559616.0,10619381,2304M,1.0,10591218,0.510646,10617328,2965898
1024M,11481310,11525647,0.509484,0.522143,553938944.0,11508910,11517205,6933471,7049313,1636801638,7017091,200,2048M,11518774,1636764667,11399905,1792M,1636577975,7011160,3072M,0.566621,1636847666,1.5,6932063,11400868,579760128.0,549531648.0,12581928,7046195,11484953,553861120.0,7057879,2560M,1.0,7030464,0.720186,7057360,11499131
1024M,11943277,12011604,0.60925,0.515395,535273472.0,11999193,12005809,11697457,11830940,1636783128,11790780,210,2048M,12006080,1636743351,11882680,1792M,1636577996,11772114,512M,0.733105,1636851376,2.5,11698142,11875446,575885312.0,560824320.0,10700786,11816491,11968915,568983552.0,11834688,1280M,1.0,11813475,0.515527,11831556,11986446
1024M,11816727,11877661,0.658366,0.746368,578752512.0,11874028,11875570,11458440,11630774,1636805064,11579439,220,1280M,11876235,1636747524,11754849,1792M,1636578017,11557667,2816M,0.812971,1636848219,1.5,11474969,11752175,588562432.0,571895808.0,10828169,11627031,11836019,585621504.0,11634658,4096M,1.0,11598804,0.601028,11631735,11858281
1024M,12812783,12878283,0.765989,0.784033,613822464.0,12861393,12864695,13281645,13434760,1636786450,13393198,230,1280M,12866040,1636761096,12725256,1792M,1636578039,13370775,1536M,0.665377,1636841867,2.5,13277667,12729458,576688128.0,584028160.0,12076139,13427820,12815572,599818240.0,13442831,3584M,1.0,13412697,0.766523,13435554,12848954
2048M,384503,385714,0.101018,0.040787,489615360.0,384735,384735,276194,277859,1636787019,277504,10,768M,384735,1636769647,369016,3328M,1636578255,277504,1536M,0.003,1636841569,2.5,272579,372325,1514541056.0,680423424.0,305136,277859,384503,509517824.0,278445,2048M,2.0,277859,0.0,277859,384735
2048M,747850,939379,0.101018,0.092178,1530699776.0,842841,842841,337319,346871,1636807902,339171,20,768M,842841,1636732829,548477,2048M,1636578266,339171,2304M,0.010653,1636834680,1.5,335635,613736,1591603200.0,744939520.0,349688,346871,747850,587399168.0,348581,3584M,2.0,345992,0.096175,346871,758460
2048M,1268449,1373611,0.011753,0.029806,617283584.0,1345957,1347038,511360,529109,1636804412,524416,30,1536M,1347038,1636735414,1248282,3328M,1636578276,524220,1536M,0.020201,1636836119,1.5,505429,1119012,1609621504.0,789065728.0,521244,528056,1269506,621821952.0,530019,3328M,2.0,527788,0.070441,529109,1343725
2048M,681397,712643,0.09597,0.00579,644108288.0,702872,706260,580042,605374,1636795183,592248,40,2304M,706260,1636758945,675323,3328M,1636578287,588295,3328M,0.020085,1636839128,2.0,581560,665511,245600256.0,822525952.0,675954,603247,696850,807473152.0,605430,512M,2.0,600368,0.04517,605374,700112
2048M,663574,920013,0.027043,0.008865,445804544.0,918937,919627,714351,731997,1636787062,726468,50,768M,919627,1636760048,649486,2048M,1636578298,722874,1536M,0.042558,1636849788,2.5,712647,682788,307220480.0,911216640.0,809137,730639,664484,740581376.0,732362,4096M,2.0,729130,0.010493,731997,917485
2048M,1125308,1143948,0.027043,0.064517,934993920.0,1137843,1138462,919925,959559,1636807945,953365,60,768M,1138796,1636760549,1111889,3072M,1636578309,946052,2816M,0.097038,1636847994,1.5,924605,1107579,964345856.0,961167360.0,1017670,959079,1132172,778305536.0,961607,3840M,2.0,957395,0.0326,960119,1135831
2048M,1436085,1471255,0.276229,0.273132,940589056.0,1458536,1463257,1182980,1234607,1636809685,1216772,70,3584M,1465602,1636763761,1403335,3328M,1636578320,1214335,1024M,0.264882,1636850581,1.0,1187058,1398548,831356928.0,1006448640.0,1184296,1233842,1437506,804401152.0,1235979,3072M,2.0,1229787,0.236525,1235948,1457051
2048M,1138900,1165769,0.305462,0.295678,852746240.0,1163088,1164888,1159320,1213259,1636786784,1193257,80,1024M,1165383,1636763772,1106023,3328M,1636578332,1192483,512M,0.250458,1636845270,2.5,1161002,1107515,849702912.0,1021358080.0,1972416,1212175,1139993,1043865600.0,1214511,3072M,2.0,1209827,0.349776,1214360,1157557
2048M,1321849,1348366,0.305462,0.321704,559325184.0,1339651,1347772,17326368,17586535,1636778577,17524300,90,3328M,1347798,1636759372,1312261,3072M,1636578344,17484282,1536M,0.404626,1636849834,2.5,17357892,1293183,268402688.0,1025368064.0,1349027,17564898,1326941,848195584.0,17598617,256M,2.0,17562239,0.31797,17596938,1337318
2048M,1454877,1465493,0.408301,0.431564,426049536.0,1463841,1465068,1470014,1522125,1636786807,1501747,100,1024M,1465173,1636735492,1428134,1792M,1636578355,1496685,2560M,0.423185,1636848525,2.5,1460943,1420393,1857236992.0,1025368064.0,1470705,1520217,1455908,1048379392.0,1522680,3328M,2.0,1513333,0.243348,1522407,1461516
2048M,1602868,1626955,0.408301,0.431564,436953088.0,1616781,1624655,2235658,2295711,1636798778,2273686,110,3840M,1624904,1636759025,1571320,1792M,1636578367,2270432,2560M,0.363423,1636848537,1.5,2223586,1559407,436916224.0,436850688.0,1631854,2290897,1604844,433811456.0,2298403,512M,2.0,2288057,0.239552,2296521,1612353
2048M,1775457,1824120,0.327259,0.344794,441823232.0,1818350,1820166,1756970,1857724,1636782099,1833572,120,2560M,1820822,1636746326,1738816,2304M,1636578379,1832744,3072M,0.474881,1636847540,2.5,1754388,1737938,438673408.0,442667008.0,1838595,1854997,1781993,442195968.0,1859327,768M,2.0,1836877,0.540901,1858547,1801841
2048M,1907077,1944341,0.327259,0.411435,447524864.0,1933838,1938466,1854053,1932880,1636804527,1908800,130,1536M,1938720,1636751831,1865506,3328M,1636578391,1893870,2816M,0.41462,1636840041,1.5,1851852,1853381,448958464.0,447983616.0,1891738,1928881,1908826,451440640.0,1935172,2560M,2.0,1916910,0.441271,1933272,1928091
2048M,2077846,2125383,0.255705,0.497122,453165056.0,2121324,2124656,4281515,4365346,1636804928,4332466,140,1280M,2124658,1636760155,2021455,1792M,1636578405,4325979,1280M,0.337445,1636844261,1.5,4273798,2023816,450383872.0,454012928.0,4096542,4361452,2097099,454942720.0,4369180,4096M,2.0,4353376,0.610486,4367124,2112686
2048M,2149454,2197197,0.565768,0.459034,463474688.0,2189409,2193599,2106281,2213886,1636796852,2182693,150,1024M,2194874,1636747402,2106749,2048M,1636578417,2172056,512M,0.532666,1636851280,2.0,2114124,2101522,459431936.0,462860288.0,2269463,2203757,2156119,463470592.0,2218004,4096M,2.0,2198036,0.397505,2213924,2176673
