scenarioB_seg01/amf-seg01-reduced.csv.time,scenarioB_seg01/amf-seg01-reduced.csv.ram_limit,scenarioB_seg01/amf-seg01-reduced.csv.cpu_limit,scenarioB_seg01/amf-seg01-reduced.csv.ram_usage,scenarioB_seg01/amf-seg01-reduced.csv.cpu_usage,scenarioB_seg01/amf-seg01-reduced.csv.n,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.ram_limit,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.ram_usage,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.time,scenarioB_seg01/amf-performance_seg02_20211112_151228.csv.cpu_limit,lat99
1636560974,1024000000,1.0,454823936.0,0.5891,140,1024000000,446738432.0,1636807685,1.5,3678795
1636560987,1024000000,1.0,461819904.0,0.62854,150,3840000000,462327808.0,1636798831,1.5,2884218
1636561001,1024000000,1.0,469401600.0,0.390707,160,2304000000,469581824.0,1636739170,4.0,4525404
1636561015,1024000000,1.0,478781440.0,0.491576,170,2048000000,518111232.0,1636835220,0.5,3441867
1636561037,1024000000,1.0,547241984.0,0.54586,180,1536000000,516972544.0,1636757692,3.5,12013670
1636561057,1024000000,1.0,557228032.0,0.648868,190,3072000000,557694976.0,1636735927,4.0,10263314
1636561079,1024000000,1.0,564961280.0,0.531079,200,768000000,564191232.0,1636808125,1.5,12034651
1636561101,1024000000,1.0,576032768.0,0.599306,210,512000000,536338432.0,1636772242,3.0,11504955
1636561122,1024000000,1.0,586674176.0,0.618382,220,1280000000,587808768.0,1636786430,2.5,11181828
1636561146,1024000000,1.0,598298624.0,0.703716,230,1536000000,613822464.0,1636841867,4.0,13934372
1636561166,1024000000,1.0,608464896.0,0.931869,240,2048000000,608448512.0,1636860225,3.0,9976875
1636561189,1024000000,1.0,622034944.0,0.928423,250,3584000000,610496512.0,1636809989,1.0,13544681
1636561216,1024000000,1.0,633081856.0,0.925929,260,1280000000,632487936.0,1636805150,1.5,16070985
1636561256,1024000000,1.0,648192000.0,0.853769,270,1792000000,650264576.0,1636862894,3.0,30118833
1636561287,1024000000,1.0,664129536.0,0.926098,280,2048000000,655953920.0,1636783280,2.5,20825169
1636561315,1024000000,1.0,679608320.0,0.940288,290,2304000000,679071744.0,1636739430,4.0,18236710
1636561369,1024000000,1.0,696528896.0,0.86347,300,3328000000,685830144.0,1636822939,0.5,43684307
1636561403,1024000000,1.0,711221248.0,0.850634,310,4096000000,698593280.0,1636855556,3.0,23917175
1636561464,1024000000,1.0,732123136.0,0.927113,320,768000000,714539008.0,1636787540,2.5,51467960
1636561533,1024000000,1.0,752058368.0,0.858864,330,3584000000,721903616.0,1636761343,3.0,59008322
1636561601,1024000000,1.0,773279744.0,0.840073,340,3584000000,748924928.0,1636748826,3.5,58067512
1636561640,1024000000,1.0,792817664.0,0.841528,350,2048000000,773042176.0,1636783486,2.5,28914068
1636561720,1024000000,1.0,815210496.0,0.86891,360,2304000000,797118464.0,1636767695,3.0,70244402
1636561803,1024000000,1.0,837230592.0,0.888672,370,2304000000,815116288.0,1636767734,3.0,72493630
1636561893,1024000000,1.0,861708288.0,0.981265,380,3072000000,837500928.0,1636736441,4.0,79983706
1636561983,1024000000,1.0,886616064.0,0.90151,390,3584000000,836374528.0,1636761574,3.0,80229112
1636562085,1024000000,1.0,914997248.0,0.983066,400,3328000000,901500928.0,1636823916,0.5,91247937
1636562182,1024000000,1.0,940740608.0,0.881272,410,4096000000,892985344.0,1636855943,3.0,87202641
1636562289,1024000000,1.0,968445952.0,0.788442,420,1280000000,922873856.0,1636805716,1.5,96841778
1636562466,1024000000,1.0,1020444672.0,0.93217,440,2304000000,974061568.0,1636740023,4.0,66835387
1636562656,1024000000,1.0,1073631232.0,0.945377,460,1280000000,1021878272.0,1636744249,4.0,80231406
1636562863,1024000000,1.0,1073721344.0,0.927493,480,2560000000,1088413696.0,1636765710,3.0,96982968
1636563264,2048000000,2.0,1149042688.0,0.003953,10,1792000000,602877952.0,1636815228,1.0,196070
1636563274,2048000000,2.0,1213681664.0,0.003953,20,3328000000,507670528.0,1636799616,1.5,423181
1636563285,2048000000,2.0,1257672704.0,0.01453,30,1536000000,325783552.0,1636849767,3.5,493585
1636563295,2048000000,2.0,1291096064.0,0.01453,40,2816000000,1616252928.0,1636830189,0.5,731228
1636563306,2048000000,2.0,1379549184.0,0.164139,50,1024000000,712429568.0,1636836750,0.5,761802
1636563317,2048000000,2.0,1429561344.0,0.164139,60,4096000000,625266688.0,1636747294,3.5,1123113
1636563329,2048000000,2.0,1475911680.0,0.238168,70,768000000,852271104.0,1636807956,1.5,1146969
1636563340,2048000000,2.0,1488945152.0,0.245971,80,2048000000,1854062592.0,1636741632,4.0,1190425
1636563351,2048000000,2.0,1493614592.0,0.37021,90,1024000000,1762451456.0,1636745785,4.0,1318631
1636563363,2048000000,2.0,1494233088.0,0.37021,100,3072000000,432267264.0,1636858644,3.0,1503195
1636563565,1024000000,2.0,496803840.0,0.027649,10,1792000000,602877952.0,1636815228,1.0,196444
1636563575,1024000000,2.0,561512448.0,0.118995,20,3328000000,507670528.0,1636799616,1.5,339826
1636563586,1024000000,2.0,605532160.0,0.043405,30,1536000000,325783552.0,1636849767,3.5,470643
1636563597,1024000000,2.0,638803968.0,0.008906,40,2816000000,1616252928.0,1636830189,0.5,598579
1636563607,1024000000,2.0,727482368.0,0.007823,50,1024000000,712429568.0,1636836750,0.5,765599
1636563618,1024000000,2.0,777662464.0,0.013434,60,4096000000,625266688.0,1636747294,3.5,906151
1636563630,1024000000,2.0,824131584.0,0.277229,70,768000000,852271104.0,1636807956,1.5,1256734
1636563642,1024000000,2.0,838049792.0,0.337317,80,2048000000,1854062592.0,1636741632,4.0,1983899
1636563653,1024000000,2.0,838049792.0,0.325891,90,1024000000,1762451456.0,1636745785,4.0,1360445
1636563665,1024000000,2.0,426217472.0,0.359879,100,3072000000,432267264.0,1636858644,3.0,1536813
1636563676,1024000000,2.0,432394240.0,0.374364,110,512000000,438013952.0,1636797487,2.0,1612700
1636563876,2048000000,1.0,507211776.0,0.041357,10,1792000000,602877952.0,1636815228,1.0,185310
1636563887,2048000000,1.0,573034496.0,0.001626,20,3328000000,507670528.0,1636799616,1.5,878405
1636563897,2048000000,1.0,616984576.0,0.008481,30,1536000000,325783552.0,1636849767,3.5,595305
1636563908,2048000000,1.0,650219520.0,0.008481,40,2816000000,1616252928.0,1636830189,0.5,834559
1636563919,2048000000,1.0,738930688.0,0.049625,50,1024000000,712429568.0,1636836750,0.5,1246403
1636563931,2048000000,1.0,788983808.0,0.166082,60,4096000000,625266688.0,1636747294,3.5,1555393
1636563944,2048000000,1.0,837009408.0,0.241702,70,768000000,852271104.0,1636807956,1.5,2580635
1636563955,2048000000,1.0,847360000.0,0.242742,80,2048000000,1854062592.0,1636741632,4.0,1411062
1636563967,2048000000,1.0,852750336.0,0.372802,90,1024000000,1762451456.0,1636745785,4.0,2329837
1636563979,2048000000,1.0,426106880.0,0.352276,100,3072000000,432267264.0,1636858644,3.0,1684563
1636563992,2048000000,1.0,436383744.0,0.36284,110,512000000,438013952.0,1636797487,2.0,2467175
1636564006,2048000000,1.0,441741312.0,0.374484,120,512000000,444276736.0,1636797499,2.0,4339232
1636564019,2048000000,1.0,448282624.0,0.481284,130,512000000,445648896.0,1636759049,3.5,2401598
1636564031,2048000000,1.0,454901760.0,0.481284,140,1024000000,446738432.0,1636807685,1.5,2868400
1636564049,2048000000,1.0,461504512.0,0.496162,150,3840000000,462327808.0,1636798831,1.5,7201820
1636564062,2048000000,1.0,470728704.0,0.614116,160,2304000000,469581824.0,1636739170,4.0,3743503
1636564076,2048000000,1.0,479850496.0,0.390968,170,2048000000,518111232.0,1636835220,0.5,3655788
1636564092,2048000000,1.0,487968768.0,0.493209,180,1536000000,516972544.0,1636757692,3.5,6059748
1636564118,2048000000,1.0,558010368.0,0.507664,190,3072000000,557694976.0,1636735927,4.0,16031786
1636564134,2048000000,1.0,565821440.0,0.604156,200,768000000,564191232.0,1636808125,1.5,5623797
1636564156,2048000000,1.0,577159168.0,0.49655,210,512000000,536338432.0,1636772242,3.0,12029888
1636564181,2048000000,1.0,586170368.0,0.805607,220,1280000000,587808768.0,1636786430,2.5,15213942
1636564199,2048000000,1.0,598216704.0,0.663967,230,1536000000,613822464.0,1636841867,4.0,7251003
1636564221,2048000000,1.0,608190464.0,0.735329,240,2048000000,608448512.0,1636860225,3.0,12264528
1636564248,2048000000,1.0,621150208.0,0.914654,250,3584000000,610496512.0,1636809989,1.0,17348866
1636564271,2048000000,1.0,633266176.0,0.827023,260,1280000000,632487936.0,1636805150,1.5,12997663
1636564295,2048000000,1.0,647630848.0,0.953183,270,1792000000,650264576.0,1636862894,3.0,13975582
1636564320,2048000000,1.0,660992000.0,0.844764,280,2048000000,655953920.0,1636783280,2.5,14686519
1636564347,2048000000,1.0,677183488.0,0.962522,290,2304000000,679071744.0,1636739430,4.0,16543081
1636564377,2048000000,1.0,691142656.0,0.82432,300,3328000000,685830144.0,1636822939,0.5,20436152
1636564406,2048000000,1.0,705703936.0,0.823983,310,4096000000,698593280.0,1636855556,3.0,19070906
1636564442,2048000000,1.0,724152320.0,0.821728,320,768000000,714539008.0,1636787540,2.5,25977421
1636564510,2048000000,1.0,744308736.0,0.897177,330,3584000000,721903616.0,1636761343,3.0,57571059
1636564578,2048000000,1.0,765448192.0,0.879473,340,3584000000,748924928.0,1636748826,3.5,58262822
1636564649,2048000000,1.0,786051072.0,0.855333,350,2048000000,773042176.0,1636783486,2.5,61248193
1636564700,2048000000,1.0,807391232.0,0.897056,360,2304000000,797118464.0,1636767695,3.0,40744208
1636564782,2048000000,1.0,830197760.0,0.836102,370,2304000000,815116288.0,1636767734,3.0,71431646
1636564873,2048000000,1.0,853610496.0,0.954615,380,3072000000,837500928.0,1636736441,4.0,81085092
1636564963,2048000000,1.0,878084096.0,0.827338,390,3584000000,836374528.0,1636761574,3.0,80057846
1636565062,2048000000,1.0,904228864.0,0.983279,400,3328000000,901500928.0,1636823916,0.5,89334367
1636565160,2048000000,1.0,932524032.0,0.926561,410,4096000000,892985344.0,1636855943,3.0,87804090
1636565268,2048000000,1.0,960258048.0,0.909604,420,1280000000,922873856.0,1636805716,1.5,97788483
1636565442,2048000000,1.0,1012097024.0,0.913095,440,2304000000,974061568.0,1636740023,4.0,64220942
1636565634,2048000000,1.0,1068834816.0,0.911979,460,1280000000,1021878272.0,1636744249,4.0,81944650
1636565837,2048000000,1.0,1128001536.0,0.922617,480,2560000000,1088413696.0,1636765710,3.0,92860594
1636566235,1024000000,1.0,1241772032.0,0.00647,10,1792000000,602877952.0,1636815228,1.0,192111
1636566245,1024000000,1.0,1300037632.0,0.050102,20,3328000000,507670528.0,1636799616,1.5,447893
1636566256,1024000000,1.0,1344004096.0,0.049802,30,1536000000,325783552.0,1636849767,3.5,490571
1636566267,1024000000,1.0,1377325056.0,0.049802,40,2816000000,1616252928.0,1636830189,0.5,825112
1636566278,1024000000,1.0,1466388480.0,0.010459,50,1024000000,712429568.0,1636836750,0.5,943506
1636566289,1024000000,1.0,1516294144.0,0.010459,60,4096000000,625266688.0,1636747294,3.5,1081681
1636566301,1024000000,1.0,1575002112.0,0.316564,70,768000000,852271104.0,1636807956,1.5,2674015
1636566313,1024000000,1.0,1585242112.0,0.316564,80,2048000000,1854062592.0,1636741632,4.0,1716187
1636566326,1024000000,1.0,1589055488.0,0.306184,90,1024000000,1762451456.0,1636745785,4.0,2540774
1636566338,1024000000,1.0,1600532480.0,0.321903,100,3072000000,432267264.0,1636858644,3.0,2581267
1636566350,1024000000,1.0,435466240.0,0.321903,110,512000000,438013952.0,1636797487,2.0,1946940
1636566365,1024000000,1.0,441356288.0,0.612356,120,512000000,444276736.0,1636797499,2.0,4727892
1636566378,1024000000,1.0,449302528.0,0.635066,130,512000000,445648896.0,1636759049,3.5,3162060
1636566391,1024000000,1.0,455794688.0,0.414554,140,1024000000,446738432.0,1636807685,1.5,3192755
1636566407,1024000000,1.0,463847424.0,0.546771,150,3840000000,462327808.0,1636798831,1.5,5162886
1636566420,1024000000,1.0,471711744.0,0.489814,160,2304000000,469581824.0,1636739170,4.0,2946754
1636566434,1024000000,1.0,480305152.0,0.609561,170,2048000000,518111232.0,1636835220,0.5,4118886
1636566454,1024000000,1.0,534528000.0,0.360325,180,1536000000,516972544.0,1636757692,3.5,10142130
1636566471,1024000000,1.0,544223232.0,0.631334,190,3072000000,557694976.0,1636735927,4.0,7310249
1636566495,1024000000,1.0,551612416.0,0.547635,200,768000000,564191232.0,1636808125,1.5,13747829
1636566709,2048000000,2.0,629506048.0,0.004424,10,1792000000,602877952.0,1636815228,1.0,184607
1636566720,2048000000,2.0,694153216.0,0.027195,20,3328000000,507670528.0,1636799616,1.5,1008929
1636566730,2048000000,2.0,738193408.0,0.027195,30,1536000000,325783552.0,1636849767,3.5,478801
1636566741,2048000000,2.0,771649536.0,0.092865,40,2816000000,1616252928.0,1636830189,0.5,599599
1636566752,2048000000,2.0,860336128.0,0.012542,50,1024000000,712429568.0,1636836750,0.5,776883
1636566763,2048000000,2.0,910520320.0,0.012542,60,4096000000,625266688.0,1636747294,3.5,948250
1636566774,2048000000,2.0,959836160.0,0.248331,70,768000000,852271104.0,1636807956,1.5,1354768
1636566785,2048000000,2.0,970850304.0,0.250539,80,2048000000,1854062592.0,1636741632,4.0,1161140
1636566797,2048000000,2.0,975233024.0,0.429121,90,1024000000,1762451456.0,1636745785,4.0,1876934
1636566809,2048000000,2.0,975675392.0,0.334494,100,3072000000,432267264.0,1636858644,3.0,1481873
1636566820,2048000000,2.0,436400128.0,0.334494,110,512000000,438013952.0,1636797487,2.0,1631916
1636566832,2048000000,2.0,442585088.0,0.493949,120,512000000,444276736.0,1636797499,2.0,1779122
1636566844,2048000000,2.0,448217088.0,0.36913,130,512000000,445648896.0,1636759049,3.5,1942808
1636566860,2048000000,2.0,453341184.0,0.52015,140,1024000000,446738432.0,1636807685,1.5,6289671
1636566873,2048000000,2.0,454111232.0,0.351864,150,3840000000,462327808.0,1636798831,1.5,2224350
1636567077,1024000000,2.0,529960960.0,0.00687,10,1792000000,602877952.0,1636815228,1.0,260220
1636567087,1024000000,2.0,594694144.0,0.008495,20,3328000000,507670528.0,1636799616,1.5,337559
1636567098,1024000000,2.0,638889984.0,0.008495,30,1536000000,325783552.0,1636849767,3.5,451696
1636567108,1024000000,2.0,671956992.0,0.008292,40,2816000000,1616252928.0,1636830189,0.5,668938
1636567119,1024000000,2.0,760672256.0,0.104846,50,1024000000,712429568.0,1636836750,0.5,777329
1636567130,1024000000,2.0,810840064.0,0.104846,60,4096000000,625266688.0,1636747294,3.5,905210
1636567141,1024000000,2.0,852504576.0,0.310507,70,768000000,852271104.0,1636807956,1.5,1106618
1636567153,1024000000,2.0,870330368.0,0.388136,80,2048000000,1854062592.0,1636741632,4.0,1884495
1636567165,1024000000,2.0,870330368.0,0.309635,90,1024000000,1762451456.0,1636745785,4.0,1360784
1636567365,2048000000,1.0,488833024.0,0.107201,10,1792000000,602877952.0,1636815228,1.0,199977
1636567376,2048000000,1.0,556736512.0,0.107201,20,3328000000,507670528.0,1636799616,1.5,344095
1636567386,2048000000,1.0,600780800.0,0.079019,30,1536000000,325783552.0,1636849767,3.5,492125
1636567397,2048000000,1.0,634318848.0,0.079019,40,2816000000,1616252928.0,1636830189,0.5,734075
1636567408,2048000000,1.0,722644992.0,0.012993,50,1024000000,712429568.0,1636836750,0.5,1110824
1636567420,2048000000,1.0,772624384.0,0.012993,60,4096000000,625266688.0,1636747294,3.5,1506932
1636567431,2048000000,1.0,824725504.0,0.330424,70,768000000,852271104.0,1636807956,1.5,1534997
1636567443,2048000000,1.0,833122304.0,0.283443,80,2048000000,1854062592.0,1636741632,4.0,1985212
1636567455,2048000000,1.0,833122304.0,0.304907,90,1024000000,1762451456.0,1636745785,4.0,1814306
1636567468,2048000000,1.0,428220416.0,0.568877,100,3072000000,432267264.0,1636858644,3.0,2873040
1636567674,1024000000,1.0,504061952.0,0.033282,10,1792000000,602877952.0,1636815228,1.0,175232
1636567684,1024000000,1.0,568647680.0,0.053794,20,3328000000,507670528.0,1636799616,1.5,332785
1636567695,1024000000,1.0,612618240.0,0.053794,30,1536000000,325783552.0,1636849767,3.5,465350
1636567706,1024000000,1.0,646119424.0,0.107067,40,2816000000,1616252928.0,1636830189,0.5,789515
1636567717,1024000000,1.0,734806016.0,0.007745,50,1024000000,712429568.0,1636836750,0.5,889564
1636567728,1024000000,1.0,784945152.0,0.007745,60,4096000000,625266688.0,1636747294,3.5,1176316
1636567740,1024000000,1.0,831361024.0,0.245743,70,768000000,852271104.0,1636807956,1.5,2385551
1636567752,1024000000,1.0,839225344.0,0.273111,80,2048000000,1854062592.0,1636741632,4.0,1400649
1636567952,2048000000,2.0,487014400.0,0.012389,10,1792000000,602877952.0,1636815228,1.0,181949
1636567962,2048000000,2.0,551448576.0,0.012389,20,3328000000,507670528.0,1636799616,1.5,345167
1636567973,2048000000,2.0,595390464.0,0.01617,30,1536000000,325783552.0,1636849767,3.5,473391
1636567984,2048000000,2.0,628850688.0,0.01617,40,2816000000,1616252928.0,1636830189,0.5,821612
1636567994,2048000000,2.0,717516800.0,0.088886,50,1024000000,712429568.0,1636836750,0.5,826359
1636568005,2048000000,2.0,767787008.0,0.088886,60,4096000000,625266688.0,1636747294,3.5,941349
1636568017,2048000000,2.0,821620736.0,0.241708,70,768000000,852271104.0,1636807956,1.5,1854236
1636568029,2048000000,2.0,821620736.0,0.241708,80,2048000000,1854062592.0,1636741632,4.0,1154957
1636568232,1024000000,2.0,486420480.0,0.007974,10,1792000000,602877952.0,1636815228,1.0,254365
1636568242,1024000000,2.0,551063552.0,0.006889,20,3328000000,507670528.0,1636799616,1.5,348031
1636568253,1024000000,2.0,595062784.0,0.0,30,1536000000,325783552.0,1636849767,3.5,481685
1636568263,1024000000,2.0,628379648.0,0.0,40,2816000000,1616252928.0,1636830189,0.5,640305
1636568274,1024000000,2.0,717037568.0,0.044851,50,1024000000,712429568.0,1636836750,0.5,767831
1636568285,1024000000,2.0,767332352.0,0.044851,60,4096000000,625266688.0,1636747294,3.5,943076
1636568297,1024000000,2.0,816291840.0,0.316434,70,768000000,852271104.0,1636807956,1.5,1711741
1636568309,1024000000,2.0,826249216.0,0.274435,80,2048000000,1854062592.0,1636741632,4.0,1926262
1636568320,1024000000,2.0,826249216.0,0.282413,90,1024000000,1762451456.0,1636745785,4.0,1301354
1636568332,1024000000,2.0,428236800.0,0.42056,100,3072000000,432267264.0,1636858644,3.0,1539662
1636568343,1024000000,2.0,432709632.0,0.368487,110,512000000,438013952.0,1636797487,2.0,1604180
1636568355,1024000000,2.0,438845440.0,0.378855,120,512000000,444276736.0,1636797499,2.0,1837993
1636568367,1024000000,2.0,444317696.0,0.439226,130,512000000,445648896.0,1636759049,3.5,1929530
1636568381,1024000000,2.0,450166784.0,0.378895,140,1024000000,446738432.0,1636807685,1.5,4021089
1636568394,1024000000,2.0,458354688.0,0.484993,150,3840000000,462327808.0,1636798831,1.5,2190855
1636568406,1024000000,2.0,465149952.0,0.484993,160,2304000000,469581824.0,1636739170,4.0,2389653
1636568424,1024000000,2.0,476057600.0,0.698329,170,2048000000,518111232.0,1636835220,0.5,8234066
1636568437,1024000000,2.0,547971072.0,0.818701,180,1536000000,516972544.0,1636757692,3.5,2876088
1636568450,1024000000,2.0,558342144.0,0.456495,190,3072000000,557694976.0,1636735927,4.0,3039973
1636568468,1024000000,2.0,561319936.0,0.605181,200,768000000,564191232.0,1636808125,1.5,7283378
1636568675,2048000000,1.0,633790464.0,0.092828,10,1792000000,602877952.0,1636815228,1.0,184134
1636568686,2048000000,1.0,701857792.0,0.109126,20,3328000000,507670528.0,1636799616,1.5,318304
1636568697,2048000000,1.0,745844736.0,0.109126,30,1536000000,325783552.0,1636849767,3.5,821475
1636568708,2048000000,1.0,779161600.0,0.007326,40,2816000000,1616252928.0,1636830189,0.5,1152476
1636568719,2048000000,1.0,867852288.0,0.044244,50,1024000000,712429568.0,1636836750,0.5,1084476
1636568731,2048000000,1.0,918237184.0,0.126771,60,4096000000,625266688.0,1636747294,3.5,1464477
1636568744,2048000000,1.0,968286208.0,0.239896,70,768000000,852271104.0,1636807956,1.5,2859880
1636568755,2048000000,1.0,978169856.0,0.305731,80,2048000000,1854062592.0,1636741632,4.0,1402781
1636568767,2048000000,1.0,978169856.0,0.351842,90,1024000000,1762451456.0,1636745785,4.0,1503113
1636568778,2048000000,1.0,432418816.0,0.363518,100,3072000000,432267264.0,1636858644,3.0,1838065
1636568791,2048000000,1.0,436097024.0,0.363518,110,512000000,438013952.0,1636797487,2.0,2627190
1636568805,2048000000,1.0,441167872.0,0.499756,120,512000000,444276736.0,1636797499,2.0,4391829
1636569012,1024000000,1.0,518201344.0,0.007178,10,1792000000,602877952.0,1636815228,1.0,173500
1636569022,1024000000,1.0,582967296.0,0.007178,20,3328000000,507670528.0,1636799616,1.5,373486
1636569033,1024000000,1.0,627089408.0,0.008485,30,1536000000,325783552.0,1636849767,3.5,487367
1636569044,1024000000,1.0,659869696.0,0.008485,40,2816000000,1616252928.0,1636830189,0.5,1099281
1636569055,1024000000,1.0,748646400.0,0.048023,50,1024000000,712429568.0,1636836750,0.5,982911
1636569066,1024000000,1.0,798830592.0,0.137417,60,4096000000,625266688.0,1636747294,3.5,1208784
1636569077,1024000000,1.0,850190336.0,0.238169,70,768000000,852271104.0,1636807956,1.5,1214651
1636569090,1024000000,1.0,857796608.0,0.239894,80,2048000000,1854062592.0,1636741632,4.0,2044387
1636569101,1024000000,1.0,862240768.0,0.318534,90,1024000000,1762451456.0,1636745785,4.0,1597516
1636569114,1024000000,1.0,862953472.0,0.395941,100,3072000000,432267264.0,1636858644,3.0,2477082
1636569126,1024000000,1.0,432386048.0,0.395941,110,512000000,438013952.0,1636797487,2.0,2304273
1636569141,1024000000,1.0,438181888.0,0.583147,120,512000000,444276736.0,1636797499,2.0,4672225
1636569155,1024000000,1.0,445157376.0,0.441044,130,512000000,445648896.0,1636759049,3.5,3819110
1636569167,1024000000,1.0,453210112.0,0.442508,140,1024000000,446738432.0,1636807685,1.5,2723982
1636569183,1024000000,1.0,459718656.0,0.52476,150,3840000000,462327808.0,1636798831,1.5,5490604
1636569196,1024000000,1.0,469721088.0,0.614101,160,2304000000,469581824.0,1636739170,4.0,3531414
1636569210,1024000000,1.0,478199808.0,0.585575,170,2048000000,518111232.0,1636835220,0.5,3875378
1636569228,1024000000,1.0,535011328.0,0.321434,180,1536000000,516972544.0,1636757692,3.5,7987267
1636569249,1024000000,1.0,545898496.0,0.612289,190,3072000000,557694976.0,1636735927,4.0,10220858
1636569270,1024000000,1.0,552427520.0,0.518646,200,768000000,564191232.0,1636808125,1.5,10908239
1636569292,1024000000,1.0,565587968.0,0.734877,210,512000000,536338432.0,1636772242,3.0,11945194
1636569313,1024000000,1.0,574779392.0,0.709739,220,1280000000,587808768.0,1636786430,2.5,11659527
1636569334,1024000000,1.0,586764288.0,0.748323,230,1536000000,613822464.0,1636841867,4.0,10378983
1636569356,1024000000,1.0,597987328.0,0.717411,240,2048000000,608448512.0,1636860225,3.0,12143500
1636569381,1024000000,1.0,611962880.0,0.630091,250,3584000000,610496512.0,1636809989,1.0,15470139
1636569406,1024000000,1.0,624001024.0,0.791062,260,1280000000,632487936.0,1636805150,1.5,14942059
1636569430,1024000000,1.0,637919232.0,0.827581,270,1792000000,650264576.0,1636862894,3.0,13583029
1636569454,1024000000,1.0,651190272.0,0.772885,280,2048000000,655953920.0,1636783280,2.5,13979357
1636569484,1024000000,1.0,666820608.0,0.924882,290,2304000000,679071744.0,1636739430,4.0,19495482
1636569536,1024000000,1.0,685531136.0,0.793205,300,3328000000,685830144.0,1636822939,0.5,42522484
1636569571,1024000000,1.0,699117568.0,0.947928,310,4096000000,698593280.0,1636855556,3.0,24665729
1636569637,1024000000,1.0,720453632.0,0.972376,320,768000000,714539008.0,1636787540,2.5,55852608
1636569705,1024000000,1.0,740073472.0,0.8971,330,3584000000,721903616.0,1636761343,3.0,57975949
1636569773,1024000000,1.0,761401344.0,0.927757,340,3584000000,748924928.0,1636748826,3.5,58126692
1636569844,1024000000,1.0,782118912.0,0.908446,350,2048000000,773042176.0,1636783486,2.5,61439496
1636569922,1024000000,1.0,805916672.0,0.972671,360,2304000000,797118464.0,1636767695,3.0,67172775
1636570008,1024000000,1.0,828874752.0,0.935962,370,2304000000,815116288.0,1636767734,3.0,76654138
1636570093,1024000000,1.0,852336640.0,0.831799,380,3072000000,837500928.0,1636736441,4.0,74211416
1636570184,1024000000,1.0,877191168.0,0.860698,390,3584000000,836374528.0,1636761574,3.0,81668780
1636570282,1024000000,1.0,903548928.0,0.844269,400,3328000000,901500928.0,1636823916,0.5,87672262
1636570384,1024000000,1.0,931102720.0,0.908697,410,4096000000,892985344.0,1636855943,3.0,92267723
1636570492,1024000000,1.0,959422464.0,0.99946,420,1280000000,922873856.0,1636805716,1.5,98117312
1636570662,1024000000,1.0,1010855936.0,0.961903,440,2304000000,974061568.0,1636740023,4.0,59091100
1636570867,1024000000,1.0,1065283584.0,0.934708,460,1280000000,1021878272.0,1636744249,4.0,95449892
1636571480,2048000000,2.0,1146097664.0,0.044052,10,1792000000,602877952.0,1636815228,1.0,185795
1636571490,2048000000,2.0,1210785792.0,0.05674,20,3328000000,507670528.0,1636799616,1.5,323612
1636571501,2048000000,2.0,1245405184.0,0.075978,30,1536000000,325783552.0,1636849767,3.5,542845
1636571511,2048000000,2.0,1310089216.0,0.024766,40,2816000000,1616252928.0,1636830189,0.5,666493
1636571522,2048000000,2.0,1351704576.0,0.024766,50,1024000000,712429568.0,1636836750,0.5,771395
1636571533,2048000000,2.0,1457692672.0,0.065397,60,4096000000,625266688.0,1636747294,3.5,956950
1636571544,2048000000,2.0,1480134656.0,0.24706,70,768000000,852271104.0,1636807956,1.5,1003223
1636571555,2048000000,2.0,1489317888.0,0.414492,80,2048000000,1854062592.0,1636741632,4.0,1160038
1636571567,2048000000,2.0,1493037056.0,0.414492,90,1024000000,1762451456.0,1636745785,4.0,1358863
1636571580,2048000000,2.0,1493348352.0,0.255632,100,3072000000,432267264.0,1636858644,3.0,2772466
1636571591,2048000000,2.0,437227520.0,0.398365,110,512000000,438013952.0,1636797487,2.0,1646700
1636571603,2048000000,2.0,441638912.0,0.38205,120,512000000,444276736.0,1636797499,2.0,1802245
1636571615,2048000000,2.0,450215936.0,0.467956,130,512000000,445648896.0,1636759049,3.5,2073076
1636571628,2048000000,2.0,456429568.0,0.467956,140,1024000000,446738432.0,1636807685,1.5,2868645
1636571643,2048000000,2.0,463486976.0,0.497879,150,3840000000,462327808.0,1636798831,1.5,5042535
1636571656,2048000000,2.0,471937024.0,0.576463,160,2304000000,469581824.0,1636739170,4.0,2537454
1636571669,2048000000,2.0,481341440.0,0.558085,170,2048000000,518111232.0,1636835220,0.5,3271770
1636571689,2048000000,2.0,536158208.0,0.259731,180,1536000000,516972544.0,1636757692,3.5,9670459
1636571708,2048000000,2.0,545992704.0,0.525857,190,3072000000,557694976.0,1636735927,4.0,8959230
1636571729,2048000000,2.0,555405312.0,0.526176,200,768000000,564191232.0,1636808125,1.5,11047323
1636571751,2048000000,2.0,566231040.0,0.725835,210,512000000,536338432.0,1636772242,3.0,12448905
1636571771,2048000000,2.0,574238720.0,0.547485,220,1280000000,587808768.0,1636786430,2.5,9453735
1636571793,2048000000,2.0,588320768.0,0.639329,230,1536000000,613822464.0,1636841867,4.0,12386766
1636571817,2048000000,2.0,599396352.0,0.875205,240,2048000000,608448512.0,1636860225,3.0,13754997
